"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,3,2,4,2,3,2,4,1.08547127043682,0.00133520236884154,3.13102075416658
"2020-01-01","Albania","",3,3,2,4,2,3,2,4,2,3,2,4,1.11051584163134,0.0188743684329522,3.94364661087395
"2020-01-01","Algeria","",3,3,2,4,2,3,2,4,2,3,2,4,1.13056399922212,0.0209001949451283,4.60803719286076
"2020-01-01","Andorra","",3,3,2,4,2,3,2,4,2,3,2,4,1.11201835451531,0.0946457021316163,1.72698954248935
"2020-01-01","Angola","",3,3,2,4,2,3,2,4,2,3,2,4,1.09784034605596,0.00655101352732123,3.51023377062463
"2020-01-01","Argentina","",3,3,2,4,2,3,2,4,2,3,2,4,1.127915601001,0.0172902913948556,4.60068718530754
"2020-01-01","Aruba","",3,3,2,4,2,3,2,4,2,3,2,4,1.07460584533385,0.00290401637668537,2.80255458461165
"2020-01-01","Australia","",3,3,2,4,2,3,2,4,2,3,2,4,1.12460625555238,0.0193855595067164,4.34486915246551
"2020-01-01","Austria","",3,3,2,4,2,3,2,4,2,3,2,4,1.11555491009706,0.0233532011667248,3.76776271774219
"2020-01-01","Azerbaijan","",3,3,2,4,2,3,2,4,2,3,2,4,1.12741357979757,0.0199563159402205,4.46192166039327
"2020-01-01","Bahamas","",3,3,2,4,2,3,2,4,2,3,2,4,1.12761496827195,0.0186678129230805,4.4850058379374
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,4,2,3,2,4,1.08012784457103,0.00423779028317135,2.99792311138433
"2020-01-01","Bangladesh","",3,3,2,4,2,3,2,4,2,3,2,4,1.13312295102008,0.0223882227160343,4.64946184569411
"2020-01-01","Barbados","",3,3,2,4,2,3,2,4,2,3,2,4,1.11122151370695,0.0126584596882748,3.86529652129845
