"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,3,2,4,2,2,2,4,1.05940595978718,0.00983426539782032,2.45680945805435
"2020-01-01","Albania","",3,3,2,4,2,3,2,4,2,2,2,4,1.06559676501418,0.00572085413100215,2.57379328449953
"2020-01-01","Algeria","",3,3,2,4,2,3,2,4,2,2,2,4,1.08333522670976,0.00160817289680381,3.02749598379587
"2020-01-01","Andorra","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Angola","",3,3,2,4,2,3,2,4,2,2,2,4,1.0792577657896,0.00357654007493505,2.93556923660919
"2020-01-01","Argentina","",3,3,2,4,2,3,2,4,2,2,2,4,1.06439660806311,0.00466708801933124,2.50831433902903
"2020-01-01","Aruba","",3,3,2,4,2,3,2,4,2,2,2,4,1.08747738185814,0.00369842894222094,3.13865146241653
"2020-01-01","Australia","",3,3,2,4,2,3,2,4,2,2,2,4,1.10242161968723,0.00924968683039961,3.58588944268557
"2020-01-01","Austria","",3,3,2,4,2,3,2,4,2,2,2,4,1.08382186510423,0.00251505954652578,3.01071894540875
"2020-01-01","Azerbaijan","",3,3,2,4,2,3,2,4,2,2,2,4,1.06357351838414,0.00500872867333898,2.48793533685779
"2020-01-01","Bahamas","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,4,2,2,2,4,1.03854312435208,0.00264879936602316,1.73756834741481
"2020-01-01","Bangladesh","",3,3,2,4,2,3,2,4,2,2,2,4,1.06285394769936,0.00720811526590844,2.51795000278208
"2020-01-01","Barbados","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Belarus","",3,3,2,4,2,3,2,4,2,2,2,4,1.04812856716973,0.0114802574507068,2.15490939987958
"2020-01-01","Belgium","",3,3,2,4,2,3,2,4,2,2,2,4,1.06058663867545,0.00706904761721963,2.43924138274318
"2020-01-01","Belize","",3,3,2,4,2,3,2,4,2,2,2,4,1.14791061344853,0.0283542094866162,5.24599715899807
"2020-01-01","Benin","",3,3,2,4,2,3,2,4,2,2,2,4,1.03887911236796,0.0208013771697539,2.11060311602628
"2020-01-01","Bermuda","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Bhutan","",3,3,2,4,2,3,2,4,2,2,2,4,1.08960362545275,0.0117610484121912,3.23335616678065
"2020-01-01","Bolivia","",3,3,2,4,2,3,2,4,2,2,2,4,1.06036490251428,0.00466947802115356,2.37045244158896
"2020-01-01","Bosnia and Herzegovina","",3,3,2,4,2,3,2,4,2,2,2,4,1.07413943925042,0.000717047616220106,2.72538199764894
"2020-01-01","Botswana","",3,3,2,4,2,3,2,4,2,2,2,4,1.16840710751089,0.0480787528896845,5.67109966854672
"2020-01-01","Brazil","",3,3,2,4,2,3,2,4,2,2,2,4,1.05284767288267,0.0029337854712633,2.11130819146343
"2020-01-01","Brunei","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Bulgaria","",3,3,2,4,2,3,2,4,2,2,2,4,1.07212173532193,0.00310319243766818,2.72772964329728
"2020-01-01","Burkina Faso","",3,3,2,4,2,3,2,4,2,2,2,4,1.08974491787881,0.00575234731601961,3.28352152051351
"2020-01-01","Burundi","",3,3,2,4,2,3,2,4,2,2,2,4,1.08360819530717,0.00319804342662952,3.10538566285164
"2020-01-01","Cambodia","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Cameroon","",3,3,2,4,2,3,2,4,2,2,2,4,0,0,0
"2020-01-01","Canada","",3,3,2,4,2,3,2,4,2,2,2,4,1.06107507271948,0.00789510801453885,2.4697624520166
"2020-01-01","Cape Verde","",3,3,2,4,2,3,2,4,2,2,2,4,1.07091657152385,0.00199904892711375,2.57185456407282
"2020-01-01","Central African Republic","",3,3,2,4,2,3,2,4,2,2,2,4,1.05955969571698,0.00922577573502001,2.46132875007042
"2020-01-01","Chad","",3,3,2,4,2,3,2,4,2,2,2,4,1.06380647615156,0.00864464896838118,2.57833645718664
"2020-01-01","Chile","",3,3,2,4,2,3,2,4,2,2,2,4,1.03921351682259,0.00715006634638363,1.83843440031021
"2020-01-01","China","",3,3,2,4,2,3,2,4,2,2,2,4,1.04530399376137,0.0170696188340482,2.20178785393551
"2020-01-01","Colombia","",3,3,2,4,2,3,2,4,2,2,2,4,1.06310593972415,0.00420840305460742,2.45600836741009
