"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",2,2,0,0,2,2,1,1,2,3,2,3,1.07459594599773,0.00698310506817443,2.9250911229348
"2020-01-01","Albania","",2,2,2,4,0,1,0,1,2,2,2,4,1.07451100529478,0.00825953728069664,2.96939944216401
"2020-01-01","Algeria","",3,2,2,0,2,3,2,4,1,1,0,0,1.06234390540119,0.0131940059597255,2.64172674972864
"2020-01-01","Andorra","",1,2,2,4,1,0,0,2,1,2,2,3,1.11080584371165,0.0886502868107915,1.81028171432125
"2020-01-01","Angola","",3,0,0,2,0,0,0,4,1,1,0,0,1.05905410549932,0.0218490892835747,2.77707528351819
"2020-01-01","Argentina","",3,3,2,4,2,2,2,4,2,2,2,3,1.07006897359701,0.00481265095775022,2.69788136485369
"2020-01-01","Aruba","",1,1,2,0,0,1,1,3,2,2,1,0,0,0,0
"2020-01-01","Australia","",1,1,2,3,1,0,2,4,2,3,2,0,1.07249801019716,0.0110696878467121,2.97423340361498
"2020-01-01","Austria","",1,1,2,4,0,1,0,3,2,3,2,3,1.07550480123709,0.00965282563886349,3.02401266346179
"2020-01-01","Azerbaijan","",3,2,2,4,0,1,2,4,2,2,2,0,1.08197779648052,0.000861790586413789,3.03876476578218
"2020-01-01","Bahamas","",3,2,2,4,2,2,0,4,2,1,2,4,1.04277558875884,0.0232261526937,2.27422551161463
"2020-01-01","Bahrain","",3,0,0,0,0,0,0,3,2,2,2,0,1.06843962660469,0.00823785138285851,2.36336194275596
"2020-01-01","Bangladesh","",3,3,2,4,2,1,2,2,2,2,1,0,1.07499022631172,0.00328064696736008,2.83965954976516
"2020-01-01","Barbados","",2,1,1,0,1,1,1,1,2,2,2,2,0,0,0
"2020-01-01","Belgium","",1,2,2,3,0,0,1,3,2,2,2,3,1.05941872303391,0.0138725146773366,2.56019812341808
"2020-01-01","Belize","",3,2,2,4,0,1,2,1,2,2,2,3,1.06980712709218,0.00895036703989683,2.8003368814042
"2020-01-01","Benin","",1,1,2,3,0,0,0,1,2,2,2,4,1.11338063214494,0.0104942832811272,4.50585995849644
"2020-01-01","Bermuda","",2,1,1,3,0,0,1,1,2,3,2,1,1.0567457390098,0.0211036647080499,2.62065083677361
"2020-01-01","Bhutan","",3,0,0,2,0,1,0,4,2,1,2,1,1.10137220649477,0.00433198129483921,3.90181742890009
"2020-01-01","Bolivia","",3,3,2,4,2,3,2,4,2,3,2,4,1.06555906379557,0.00445800825301563,2.54456615761773
"2020-01-01","Bosnia and Herzegovina","",3,1,2,3,0,0,0,3,2,2,0,3,1.07361372204379,0.00898138337690464,2.95005006231361
"2020-01-01","Botswana","",1,1,1,4,1,2,2,4,2,1,1,3,1.08283359021509,0.010734396323179,3.27425809374795
"2020-01-01","Brazil","",3,1,2,0,0,1,0,2,2,1,0,1,1.07453031774197,0.00334754353893923,2.82299241444275
"2020-01-01","Brunei","",2,0,1,3,0,0,1,4,2,2,1,1,0,0,0
"2020-01-01","Bulgaria","",2,1,1,2,0,0,0,3,2,1,2,2,1.1016810589381,0.00546627908059339,3.84733662784162
"2020-01-01","Burkina Faso","",1,0,0,3,0,0,0,1,2,3,2,2,1.12035165820944,0.00634712413823297,4.65922958169446
"2020-01-01","Burundi","",3,3,2,4,2,3,2,4,2,3,2,4,1.06073701264607,0.0086021525441865,2.48318905160562
"2020-01-01","Cambodia","",3,2,0,2,0,1,0,2,2,1,1,1,0,0,0
"2020-01-01","Cameroon","",3,0,2,3,1,0,1,4,2,2,1,3,1.09181970263017,0.00295510150870989,3.47007238875801
"2020-01-01","Canada","",3,0,2,3,0,1,0,1,2,2,1,0,1.06791776246942,0.0135158758593318,2.85459130091241
"2020-01-01","Cape Verde","",3,2,2,4,1,2,0,4,2,3,2,3,1.08991481233639,0.00526651252155813,3.1848921913218
"2020-01-01","Central African Republic","",3,2,2,3,0,0,2,4,2,0,0,0,1.08705609767026,0.00165507398747544,3.25553659631021
"2020-01-01","Chad","",2,2,2,3,0,2,2,4,2,1,2,3,1.060551039893,0.0140798909631075,2.60788992020351
"2020-01-01","Chile","",3,3,2,4,1,3,2,1,2,3,2,4,1.04897469258021,0.0026608955812492,1.93908174458707
"2020-01-01","China","",2,2,2,3,0,0,2,3,2,3,2,2,1.07770425322754,0.00665759928753568,3.02490867412433
"2020-01-01","Colombia","",3,2,2,4,1,2,2,4,2,2,2,4,1.07333330754881,0.00407848556754686,2.80417260060496
"2020-01-01","Congo","",2,2,2,3,0,2,0,2,2,0,0,3,1.11369794748671,0.00683639835290703,4.30337326034297
"2020-01-01","Costa Rica","",3,2,2,3,0,1,0,1,2,1,1,3,1.09173825926683,0.00040826140786961,3.4198351162644
"2020-01-01","Cote d'Ivoire","",2,2,2,3,1,1,1,3,2,2,2,3,1.08911740515561,0.000799027549962883,3.32789086113439
"2020-01-01","Croatia","",1,2,1,4,0,0,0,3,2,3,2,3,1.05300243978525,0.0182960880284092,2.46276474990698
"2020-01-01","Cuba","",3,1,2,0,2,2,2,3,2,2,1,0,1.08673234960793,0.00306246274998474,3.30313239399145
"2020-01-01","Cyprus","",2,2,1,3,1,1,0,3,2,3,2,2,1.07825159719525,0.00598673829036945,3.01730544520816
"2020-01-01","Czech Republic","",2,1,1,4,0,0,1,3,2,2,2,3,1.07323083593601,0.0100466551565735,2.95183167536316
"2020-01-01","Democratic Republic of Congo","",1,2,1,0,1,1,2,2,2,1,1,4,1.07806240252253,0.00891383790135721,3.11992031137621
"2020-01-01","Denmark","",1,2,1,3,1,1,0,3,2,3,1,2,1.06811352879162,0.0109258779985631,2.78777577688485
"2020-01-01","Djibouti","",3,3,2,4,1,3,2,4,2,3,2,3,1.05760295120876,0.00264764480108132,2.24789394683901
"2020-01-01","Dominica","",3,0,0,0,0,0,0,3,2,2,2,0,1.07994759128709,0.010443937303578,3.23856714892818
"2020-01-01","Dominican Republic","",3,3,2,4,2,1,2,4,2,0,1,0,1.06337906228454,0.00799637539032603,2.55422237539703
