"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16269953190144,0.0104513769958001,7.48261471187548
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14013829072425,0.00323355300525189,6.14572181111569
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15444426235408,0.00766534612948631,7.05809129643664
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.06122975836043,0.0920870333729713,0.946161481611045
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13135412879556,0.00439787646136715,5.75145001647347
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16031807395573,0.0106285000681724,7.36225586252089
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15739330305135,0.0439715976182781,5.29504130042863
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14851079634192,0.009905774486561,6.42973949598635
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12405976208754,0.0170790569674664,4.50736787171196
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16116221910596,0.00931368856658508,7.45847849209595
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14759804780597,0.00690160379479254,6.60416162863386
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11730506573559,0.00606565026694854,5.00759072510255
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1309972940645,0.00648993371451075,5.85406555478534
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.15731992539349,0.0150737296414946,6.94203705419738
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.09906160152513,0.0182798494247518,4.4749732523558
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13175901759757,0.021327687614423,4.75710953505461
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.12952189667946,0.00419407395881181,5.63371403219942
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13421892376521,0.00346880580460516,5.94316140245363
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1571478349632,0.0261457219365142,6.16033187148478
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.10339276522184,0.0146763875119631,4.54023690497258
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16607382792383,0.0105763167750944,7.79720791770502
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.14454799323997,0.00619671313294091,6.40990329710009
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16031992991037,0.0110552750217272,7.40677449676519
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.11883359378501,0.00998823239562308,5.22187439210514
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.13272498903626,0.00389308300999644,5.92337262063169
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.16804542977515,0.0156838089650761,7.97374835265872
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,0,1.1491046654467,0.0129661916559322,6.90076375201586
