"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09556119683472,0.0136302723201165,4.07133145766637
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.07099546373985,0.00396632596768576,2.66484142189445
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.08569648716875,0.0173768673259308,3.72006969014404
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,0.999478513402571,0.00257608723237771,1.01839293194388
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.10467470519151,0.0101811381374547,4.41369586649433
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.05892727221011,0.0107344698925,2.46672029932517
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.04661563409739,0.00963941417814037,2.07954524389789
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09584327191748,0.0141123911208278,4.10293095957777
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.04850799364592,0.00841686335249701,2.10382887713181
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.06397511556953,0.0047998865143855,2.36913853384937
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09794901205312,0.00691862997436689,3.77037686770855
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.05193946433938,0.00423349095685548,2.11714584404986
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09170080759381,0.0140770556731568,3.89808834876334
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.08373050813198,0.0192239926793935,3.70002185019679
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.07536075826783,0.00455697915139868,2.86467824859912
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.04221356850806,0.00762597158383398,1.92442354662028
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.05724634377452,0.033165235476233,1.64113165842647
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.0881636733561,0.0191790543558016,3.88734126966097
"Bermuda","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09594025227057,0.0286441508647151,2.81007983666342
"Bhutan","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.08472155939936,0.0201782096839694,3.77736116983591
"Bolivia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.10471811365261,0.00314513153440009,4.13714654170723
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.0570754593964,0.00536939575240795,2.28446381673807
"Botswana","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09081741743062,0.0100748211122776,3.72770575411322
"Brazil","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.06316359281551,0.00406887774958851,2.43943834135007
"Brunei","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09683141745144,0.0135082772431005,4.13536537016927
"Bulgaria","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.05758174358094,0.00409963734615397,2.25718945659338
"Burkina Faso","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.13526534279955,0.00281066089682434,5.79489171416331
"Burundi","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.13767087697679,0.00589622484660018,5.82149240871512
"Cambodia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09986676481005,0.0155674210815083,4.39026670460519
"Cameroon","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.10360079270891,0.0110964674011924,4.37568330398047
"Canada","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.07902662475914,0.00590564860832061,3.05558621546899
"Cape Verde","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.07011031923296,0.0124702232245973,2.90861317100954
"Central African Republic","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.14715070683097,0.00735855675921748,6.45388357586008
"Chad","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.09363738886358,0.0167267347379809,4.06674853199378
"Chile","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.07086575185877,0.00658077454572881,2.778098932344
"China","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.10134845901759,0.0121029437973468,4.32901892310775
"Colombia","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.06433687999506,0.00800381368501326,2.58467629405481
"Comoros","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.19475103738484,0.0250419838183596,10.152319867705
"Congo","","2020-01-01",0,0,0,0,0,0,0,0,0,2,0,0,1.08895851971899,0.0172049963135647,3.83172142174726
