"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.0186730742112,0.0355719216396191,0.907879102576281
"Albania","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.990461686284129,0.0146191789398485,0.753651372217565
"Algeria","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09359459673588,0.00708185759221516,3.32242459319649
"Andorra","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.987857034276555,0.0183585026948243,0.844787199464819
"Angola","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10015373063151,0.00418537941586327,3.70881980558799
"Argentina","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00115142763031,0.00747439487131934,0.944679936795123
"Aruba","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.955311136238997,0.0116062750387335,0.524736986236876
"Australia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10561677124542,0.00331529641759541,4.20595158198267
"Austria","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.0168328908045,0.00565568796599228,1.19911245111077
"Azerbaijan","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.05724766305097,0.00722124710927108,2.05599098858316
"Bahamas","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.07193725762461,0.00356888547537117,2.5858189340609
"Bahrain","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01492711211219,0.00419389720125522,1.18364289905978
"Bangladesh","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09442001208365,0.00285664691020996,3.50324350146305
"Barbados","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.923492529144154,0.00432618873386697,0.313339412200354
"Belarus","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.982866502001463,0.0184516460272918,0.648600492954917
"Belgium","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01558897638187,0.00405877245216292,1.19602035953967
"Belize","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.02405887412321,0.0108782670321634,1.25958264467029
"Benin","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10768441620551,0.005710893253909,4.00754982419904
"Bermuda","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.02809107941813,0.0226052220144955,1.18581976319874
"Bhutan","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09298789238117,0.00527393297551535,3.35941461701653
"Bolivia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.975800207196677,0.0178974736285611,0.588796984601292
"Bosnia and Herzegovina","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.02056645906032,0.0113591127311415,1.19318452937652
"Botswana","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.970995478922741,0.0199452446679107,0.537035318525755
"Brazil","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.006853006341,0.00681080465447099,1.03097781785743
"Brunei","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.11030400811001,0.00101547416291685,4.32877027612416
"Bulgaria","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.02722437842078,0.0119166007645309,1.3021000180569
"Burkina Faso","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.06592887350089,0.0260584053087283,1.93428361046513
"Burundi","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00622127646927,0.0425283013404725,0.704521995676267
"Cambodia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.11166912160823,0.00142195485573026,4.37346654526595
"Cameroon","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00317935378573,0.0133011860105424,0.916737948609084
"Cape Verde","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.98972763558169,0.0135619862787963,0.754188006289483
"Central African Republic","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.11393508541975,0.00175569395692621,4.47156174458573
"Chad","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09548126844415,0.00541249444894002,3.46261721834555
"Chile","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01553897526108,0.00837482919428207,1.14680912016254
"China","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10986012382995,0.00327245320055286,4.4353530808027
"Colombia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00103909122693,0.00768346244992252,0.941328247355779
"Comoros","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.926174801149019,0.0196188964568846,0.275725462536845
"Congo","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10985235518019,0.0014437392492879,4.35806581184186
"Costa Rica","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.0047760539852,0.00927572616187338,0.976178016400969
"Cote d'Ivoire","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.03409132869342,0.0345506574301634,1.14276230374614
"Croatia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01501461139601,0.00485744449422798,1.17720462109141
"Cuba","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.04245435388347,0.0226539301778356,1.45080363901442
"Cyprus","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.993195499830391,0.00931985229962816,0.827994142054074
"Czech Republic","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.976032665191998,0.0173190256059949,0.695985418343745
"Democratic Republic of Congo","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10019241760844,0.00592048994778185,3.65035984339008
"Denmark","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01428799884309,0.00841557634837422,1.12621868071527
"Djibouti","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.08952792914304,0.0089711240850759,3.09452141730768
"Dominica","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01749195839938,0.0311937867889525,0.934486262410154
"Dominican Republic","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01078226882751,0.0170372326903868,0.982929069372829
"Ecuador","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.03309180092415,0.0185695571996584,1.32470598459744
"Egypt","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.08178957894239,0.012280576976257,2.72401860848668
"El Salvador","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01750677167369,0.0240031849989276,1.00703905535124
"Eritrea","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.1025571803231,0.00202724086949737,3.98043379946059
"Estonia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.977104979033389,0.00904981784588785,0.658902787008151
"Eswatini","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.991768961931859,0.0177916301604857,0.743147564891377
"Ethiopia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09581513381202,0.00831045058582973,3.37934867723796
"Faeroe Islands","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.01569019516539,0.0254324161941561,0.966265161349482
"Fiji","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.10909691688475,0.00139766912709531,4.24884575672596
"Finland","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.03686293123212,0.0221596502876038,1.34745668043162
"France","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,0.998764950743734,0.00734266520153598,0.914381652796008
"Gabon","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.0613186154196,0.0224081161421553,1.88170824481968
"Gambia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00925245146734,0.0353213572807442,0.795122203597895
"Georgia","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.00305767252034,0.00157441377431151,1.0296762018711
"Germany","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.0055585325338,0.0113075330074013,0.967600178142525
"Ghana","","2020-01-01",1,2,0,0,0,0,0,0,0,0,0,0,1.09543869840572,0.00706861696203848,3.4015102790366
