"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,3,2,4,2,1,1,4,1.00837861156785,0.0298050466571239,0.830800969379525
"2020-01-01","Albania","",3,3,2,4,2,3,2,4,2,1,1,4,0.975283747272307,0.0132348566420053,0.613614415999952
"2020-01-01","Algeria","",3,3,2,4,2,3,2,4,2,1,1,4,1.07164979580632,0.00695000911128525,2.47710410684277
"2020-01-01","Andorra","",3,3,2,4,2,3,2,4,2,1,1,4,0.983353160534057,0.0281471721037959,0.76245066381987
"2020-01-01","Angola","",3,3,2,4,2,3,2,4,2,1,1,4,1.07702575588902,0.00491736185963425,2.70648838764937
"2020-01-01","Argentina","",3,3,2,4,2,3,2,4,2,1,1,4,0.982883287662251,0.00762416567009313,0.726139514482637
"2020-01-01","Aruba","",3,3,2,4,2,3,2,4,2,1,1,4,0.941912076194376,0.0215479763883686,0.447187394903588
"2020-01-01","Australia","",3,3,2,4,2,3,2,4,2,1,1,4,1.08034039838899,0.000347861259542434,2.94364342168972
"2020-01-01","Austria","",3,3,2,4,2,3,2,4,2,1,1,4,0.997288861310239,0.0061529095882344,0.90505676681201
"2020-01-01","Azerbaijan","",3,3,2,4,2,3,2,4,2,1,1,4,1.03697791970756,0.0068548761965521,1.55965046505993
"2020-01-01","Bahamas","",3,3,2,4,2,3,2,4,2,1,1,4,1.04968187331563,0.00431657346943184,1.89574824772805
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,4,2,1,1,4,0.994357825507882,0.00548628842095964,0.873892568886859
"2020-01-01","Bangladesh","",3,3,2,4,2,3,2,4,2,1,1,4,1.07127054964821,0.00337959721213651,2.54823636977161
"2020-01-01","Barbados","",3,3,2,4,2,3,2,4,2,1,1,4,0.906005099879035,0.00593061092688312,0.235159195469883
"2020-01-01","Belarus","",3,3,2,4,2,3,2,4,2,1,1,4,0.968952191713682,0.0166350379077237,0.539575865491599
"2020-01-01","Belgium","",3,3,2,4,2,3,2,4,2,1,1,4,0.994891315593197,0.00542686049178626,0.880989497639119
"2020-01-01","Belize","",3,3,2,4,2,3,2,4,2,1,1,4,1.00632382771364,0.00984262608711413,0.990520874183365
"2020-01-01","Benin","",3,3,2,4,2,3,2,4,2,1,1,4,1.08416377961019,0.00692063475344218,2.91090731036162
"2020-01-01","Bermuda","",3,3,2,4,2,3,2,4,2,1,1,4,1.01401423066747,0.0187982424185149,1.00831767692167
"2020-01-01","Bhutan","",3,3,2,4,2,3,2,4,2,1,1,4,1.07078923155179,0.00523449297597286,2.49062455412138
"2020-01-01","Bolivia","",3,3,2,4,2,3,2,4,2,1,1,4,0.962305383072587,0.0161463770245576,0.492037582971665
"2020-01-01","Bosnia and Herzegovina","",3,3,2,4,2,3,2,4,2,1,1,4,1.00272803962684,0.0105385495530553,0.934664918456771
"2020-01-01","Botswana","",3,3,2,4,2,3,2,4,2,1,1,4,0.958590957123489,0.0178272373629915,0.457493398434445
"2020-01-01","Brazil","",3,3,2,4,2,3,2,4,2,1,1,4,0.988230194472784,0.00700368086402638,0.789026964567677
"2020-01-01","Brunei","",3,3,2,4,2,3,2,4,2,1,1,4,1.08529930653868,0.00323146511951296,3.05338336274611
"2020-01-01","Bulgaria","",3,3,2,4,2,3,2,4,2,1,1,4,1.00948520447156,0.0107671389248999,1.02559157134835
"2020-01-01","Burkina Faso","",3,3,2,4,2,3,2,4,2,1,1,4,1.05070007857493,0.0211689631887786,1.63811897583559
"2020-01-01","Burundi","",3,3,2,4,2,3,2,4,2,1,1,4,0.997932422873774,0.0363510009006588,0.6668368047745
"2020-01-01","Cambodia","",3,3,2,4,2,3,2,4,2,1,1,4,1.08672490831764,0.00392158770461698,3.09062348675712
"2020-01-01","Cameroon","",3,3,2,4,2,3,2,4,2,1,1,4,0,0,0
"2020-01-01","Canada","",3,3,2,4,2,3,2,4,2,1,1,4,0.987447117695696,0.0117520268292138,0.74303662310117
"2020-01-01","Cape Verde","",3,3,2,4,2,3,2,4,2,1,1,4,0.974322401921235,0.0123442867773784,0.610953843429848
"2020-01-01","Central African Republic","",3,3,2,4,2,3,2,4,2,1,1,4,1.08874797635534,0.00470164346152095,3.14729438633253
"2020-01-01","Chad","",3,3,2,4,2,3,2,4,2,1,1,4,1.07315416570775,0.0054567772589136,2.56336852975954
"2020-01-01","Chile","",3,3,2,4,2,3,2,4,2,1,1,4,0.99726646418559,0.00803082222552044,0.887959367964016
"2020-01-01","China","",3,3,2,4,2,3,2,4,2,1,1,4,1.08417199105682,0.000548759183683886,3.08429402647674
"2020-01-01","Colombia","",3,3,2,4,2,3,2,4,2,1,1,4,0.982949044624213,0.00772061983021587,0.726161986600961
"2020-01-01","Comoros","",3,3,2,4,2,3,2,4,2,1,1,4,0.914799229669408,0.0187323504412502,0.233619965556242
"2020-01-01","Congo","",3,3,2,4,2,3,2,4,2,1,1,4,1.08445917698892,0.00216960537894306,3.04902159435551
"2020-01-01","Costa Rica","",3,3,2,4,2,3,2,4,2,1,1,4,0.98702622158255,0.00896986228671804,0.759803618480552
"2020-01-01","Cote d'Ivoire","",3,3,2,4,2,3,2,4,2,1,1,4,1.02275112438361,0.0285509625970481,1.03246148496446
"2020-01-01","Croatia","",3,3,2,4,2,3,2,4,2,1,1,4,0.994713516747311,0.00596053942289209,0.873996063356656
"2020-01-01","Cuba","",3,3,2,4,2,3,2,4,2,1,1,4,1.02814200235689,0.0182567507362115,1.23699964487904
"2020-01-01","Cyprus","",3,3,2,4,2,3,2,4,2,1,1,4,0.976247703395942,0.00891204283890897,0.651143037975443
"2020-01-01","Czech Republic","",3,3,2,4,2,3,2,4,2,1,1,4,0.963743448746991,0.0280310566791854,0.5742571507824
"2020-01-01","Democratic Republic of Congo","",3,3,2,4,2,3,2,4,2,1,1,4,1.07750157672258,0.00632633575092108,2.68819677462472
"2020-01-01","Denmark","",3,3,2,4,2,3,2,4,2,1,1,4,0.996108844971509,0.00805380863396548,0.873136513528163
"2020-01-01","Djibouti","",3,3,2,4,2,3,2,4,2,1,1,4,1.06809882118474,0.00856140622791462,2.32764060413348
"2020-01-01","Dominica","",3,3,2,4,2,3,2,4,2,1,1,4,1.00634198481209,0.0260220636329096,0.839459173691517
"2020-01-01","Dominican Republic","",3,3,2,4,2,3,2,4,2,1,1,4,0.995858081119755,0.0146350572756286,0.813442391060422
"2020-01-01","Ecuador","",3,3,2,4,2,3,2,4,2,1,1,4,1.01771713363656,0.0154323237302333,1.09925597024961
"2020-01-01","Egypt","",3,3,2,4,2,3,2,4,2,1,1,4,1.06221032116151,0.0103527262983156,2.12164382486291
"2020-01-01","El Salvador","",3,3,2,4,2,3,2,4,2,1,1,4,1.00447899542618,0.0200337616710496,0.870003112392458
"2020-01-01","Eritrea","",3,3,2,4,2,3,2,4,2,1,1,4,1.07817575059643,0.00155377900419478,2.83347769041037
"2020-01-01","Estonia","",3,3,2,4,2,3,2,4,2,1,1,4,0.960270404471259,0.00909377166391511,0.514993562158404
"2020-01-01","Eswatini","",3,3,2,4,2,3,2,4,2,1,1,4,0.977992844470268,0.0155317922843384,0.623044645156594
"2020-01-01","Ethiopia","",3,3,2,4,2,3,2,4,2,1,1,4,1.07402883945235,0.00799590931868978,2.53056874788229
"2020-01-01","Faeroe Islands","",3,3,2,4,2,3,2,4,2,1,1,4,1.00276949820184,0.0214913523886197,0.835843878758206
"2020-01-01","Fiji","",3,3,2,4,2,3,2,4,2,1,1,4,1.0843719192652,0.00342439079360923,3.01262111655916
"2020-01-01","Finland","",3,3,2,4,2,3,2,4,2,1,1,4,1.02240917408033,0.0181657757487995,1.14216788957404
"2020-01-01","France","",3,3,2,4,2,3,2,4,2,1,1,4,0.980317610197495,0.0076804907857987,0.699426280196381
"2020-01-01","Gabon","",3,3,2,4,2,3,2,4,2,1,1,4,1.04540654794709,0.0183032641177718,1.56707037546851
"2020-01-01","Gambia","",3,3,2,4,2,3,2,4,2,1,1,4,0.999386323698334,0.0298490355981863,0.72991185304922
"2020-01-01","Georgia","",3,3,2,4,2,3,2,4,2,1,1,4,0.981897191497674,0.00352167927898425,0.746667390531363
"2020-01-01","Germany","",3,3,2,4,2,3,2,4,2,1,1,4,0.988932127685453,0.0102379126935646,0.77097827767062
"2020-01-01","Ghana","",3,3,2,4,2,3,2,4,2,1,1,4,1.07335650730371,0.0070270392276416,2.53105343465696
"2020-01-01","Greece","",3,3,2,4,2,3,2,4,2,1,1,4,1.02079847569046,0.0144499950764711,1.15887675238145
"2020-01-01","Greenland","",3,3,2,4,2,3,2,4,2,1,1,4,0.976857866906226,0.0294400491027769,0.528231137025275
"2020-01-01","Guam","",3,3,2,4,2,3,2,4,2,1,1,4,1.01906121846606,0.0050044326777969,1.240535911453
