"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.01914243506231,0.0359347130875985,0.910634221324313
"Albania","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.991215209540737,0.0147355934205612,0.760978272340816
"Algeria","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.09472693799065,0.00715092749205273,3.37152654751531
"Andorra","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.988098362894979,0.0178889433334374,0.849373159346105
"Angola","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.10136065595636,0.00420835865420061,3.76876701092159
"Argentina","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.00208524472657,0.00750439126311945,0.957048734851354
"Aruba","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.956043160139526,0.0111063255490199,0.529443249740599
"Australia","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.10696623202889,0.00350239525586197,4.2857026591094
"Austria","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.01784002356975,0.00566904949752899,1.21610616180636
"Azerbaijan","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.05828719656507,0.00729686909098505,2.08429593875539
"Bahamas","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.07309779563632,0.0035867776307964,2.62695804172496
"Bahrain","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.01599753221989,0.00415730982279864,1.20202899314581
"Bangladesh","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.09563188974629,0.002901790677605,3.5607096861774
"Barbados","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.924400275854705,0.00425401865044122,0.317952478574206
"Belarus","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.983549650582544,0.0185891279929102,0.654131718001101
"Belgium","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.01666701880364,0.00401751120790125,1.21476791815106
"Belize","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.02495318830521,0.0109848305927164,1.27424846474357
"Benin","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.10891157331102,0.00569654930189931,4.07334451020624
"Bermuda","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.02876865445909,0.0228706942144636,1.19416851968662
"Bhutan","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,1.09413815871721,0.00533935672868114,3.41035445523828
"Bolivia","","2020-01-01",2,0,0,0,0,0,0,0,2,0,0,0,0.976461961123882,0.0180292254998087,0.593691371776036
