"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08720875790631,0.0188179810638032,3.82917610934078
"Albania","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09925772817368,0.00894346357982961,4.08083514048643
"Algeria","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09507129952011,0.0141907119949016,4.06644629006932
"Andorra","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09449687212488,0.00641654172606718,3.73076780436808
"Angola","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.11170652564305,0.00783458682097026,4.73207761078077
"Argentina","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08918168297415,0.00549544571165897,3.45740890494192
"Aruba","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.04319147308315,0.131365247236698,0.435892342878211
"Australia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09691855066104,0.0125945951084626,4.11813534547148
"Austria","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09268615858129,0.0146764920826152,3.96430842574247
"Azerbaijan","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08099843190257,0.0190526213053602,3.5674121846426
"Bahamas","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09442332774928,0.00691467883729041,3.75305231697789
"Bahrain","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.0670413397475,0.00618414220901474,2.61262230146211
"Bangladesh","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09386547490333,0.0145458385837028,4.00934730011851
"Barbados","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.16428967478986,0.0261314829134319,6.98890007139622
"Belarus","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08743439577472,0.0143677569260697,3.69880406770279
"Belgium","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09700002357433,0.00729172660719632,3.92054260384034
"Belize","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.17203152720211,0.0382681913571797,6.53122914167169
"Benin","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.15011505661494,0.0114169442239648,6.44488019690962
"Bermuda","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09640930278464,0.0152963792179327,4.16268041862124
"Bhutan","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.10215238769203,0.0125319769952073,4.36991532078863
"Bolivia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08380008490075,0.00844647913404378,3.34713635559942
"Bosnia and Herzegovina","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08885492976677,0.0108002040446285,3.65006332172518
"Botswana","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Brazil","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.07492647768208,0.0065715063985457,2.91298228165128
"Brunei","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09905026839798,0.0134227564775645,4.24737960214819
"Bulgaria","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09416861189229,0.012464039473304,3.96047895643854
"Burkina Faso","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09670399981076,0.0138863902376129,4.16703106507494
"Burundi","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08707727020775,0.0200801574469941,3.83784318252211
"Cambodia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08818933383108,0.0191668235356811,3.90668863107605
"Cameroon","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.160426702394,0.0142282735690703,7.0508816261607
"Canada","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09218294093354,0.0144981125180098,3.92696774052486
"Cape Verde","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.0972333596053,0.0042576737050089,3.7917670316944
"Central African Republic","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.1244831458606,0.00470741754439703,5.20804010111881
"Chad","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08773974781703,0.0211407154700753,3.93604784673644
"Chile","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.07536529580848,0.00939919566808872,3.01906322650761
"China","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09069988970313,0.0185477766170937,4.01993128492467
"Colombia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08295861435518,0.00478271924241784,3.15978917532973
"Comoros","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.10747826859326,0.0109715628251961,4.61192855998918
"Congo","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.12278827174565,0.0028211661042796,5.07441699204095
"Costa Rica","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09216445329908,0.00621373774548277,3.58282807203665
"Cote d'Ivoire","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.089959610133,0.0174414153101769,3.90910065375469
"Croatia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08956725979611,0.0163617254083125,3.87441924374702
"Cuba","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.13104171194226,0.003379029396911,5.65307255133593
"Cyprus","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.1217151242432,0.00380558276556108,5.09104881343952
"Czech Republic","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09859130356192,0.0116928436639112,4.15056872917866
"Democratic Republic of Congo","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.10362376409305,0.0115780312506426,4.41251725896443
"Denmark","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.11355677028494,0.00392057684541697,4.67624457820086
"Djibouti","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.13617662648862,0.0175740628176565,5.17754873942809
"Dominica","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Dominican Republic","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.08032689514274,0.0128986627226851,3.33941744872065
"Ecuador","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09656569226985,0.00794686160896093,3.89171398418756
"Egypt","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.0769718751752,0.0233631094280742,3.51498090314423
"El Salvador","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09316915520428,0.0100507860280006,3.82006897029165
"Eritrea","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.11132028050422,0.0102319913053601,4.7783787749411
"Estonia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.12968223411576,0.00325886335442,5.44566366664729
"Eswatini","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09134076262991,0.013062758354374,3.82556838578007
"Ethiopia","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.09792162317341,0.0137790804064006,4.20553278687018
"Faeroe Islands","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,1.10698728558676,0.0773204050637063,2.00962242937687
"Fiji","","2020-01-01",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
