"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,2,2,1,2,1,1,3,1.086548687804,0.00170878210802451,3.15720955072534
"2020-01-01","Albania","",3,0,2,2,0,0,0,1,1,1,1,0,1.06903366647639,0.0167124849616604,3.00136942207856
"2020-01-01","Algeria","",3,3,2,4,2,3,2,4,1,1,0,0,1.07456546067238,0.00446576655798125,2.8506415163656
"2020-01-01","Andorra","",3,3,1,0,1,1,0,0,2,1,1,2,1.03597914396297,0.0201037532052896,2.00782824656289
"2020-01-01","Angola","",3,3,2,4,2,2,2,4,1,2,0,0,1.14923515817635,0.0237867510084423,5.63295246173673
"2020-01-01","Aruba","",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2020-01-01","Australia","",2,2,2,4,0,2,2,4,2,1,2,0,1.06472260162143,0.0128525972607065,2.69703209305429
"2020-01-01","Austria","",2,2,2,4,1,2,1,3,2,2,2,2,1.06175202097112,0.0117133146452417,2.59043041513901
"2020-01-01","Azerbaijan","",3,2,2,4,2,1,1,4,2,3,2,3,1.06909770102227,0.00778688505886986,2.7363085201013
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,4,2,3,2,4,1.06289750556552,0.00481201826430864,2.4629686672969
"2020-01-01","Barbados","",3,2,2,3,1,2,2,2,2,2,2,2,1.07043808085508,0.00906819435440554,2.78857019379525
"2020-01-01","Belgium","",2,2,2,3,0,0,0,3,2,2,2,2,1.0536127185821,0.0146481526339482,2.39776955263721
"2020-01-01","Bermuda","",3,2,1,3,0,2,1,2,2,3,2,1,1.05007027902406,0.0164910460389299,2.34392442057241
"2020-01-01","Bosnia and Herzegovina","",3,3,2,4,2,0,1,3,2,2,0,0,1.07520874527828,0.00349823892170216,2.8391449746478
"2020-01-01","Botswana","",3,0,2,3,1,0,1,4,2,0,0,0,1.07495855879227,0.014854153084421,3.1435968563008
"2020-01-01","Brazil","",3,3,2,3,2,1,2,3,2,1,0,2,1.07974470814354,0.000722714060729909,2.93917111479869
"2020-01-01","Bulgaria","",2,2,2,3,0,0,0,3,2,1,2,3,1.07613680261784,0.00793995338654696,3.02420574985168
"2020-01-01","Canada","",3,3,2,4,1,2,2,4,2,2,1,3,1.0618048003668,0.00756473277516432,2.48636157092944
"2020-01-01","Cape Verde","",3,3,2,4,0,1,2,1,2,3,2,4,1.10630271119072,0.0102089084286895,3.7713372485041
"2020-01-01","China","",3,3,2,4,0,3,2,3,2,2,2,2,1.04486098242024,0.0187200222355623,2.20659138567238
"2020-01-01","Congo","",3,3,2,3,2,3,2,4,2,1,1,0,1.06553644925413,0.0104605524153966,2.65290261399854
