"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,3,2,0,1,3,2,4,1.00857744562996,0.0298884163535899,0.832463212104944
"2020-01-01","Albania","",3,3,2,4,2,3,2,0,1,3,2,4,0.975558838355513,0.0132480780270508,0.6159915799366
"2020-01-01","Algeria","",3,3,2,4,2,3,2,0,1,3,2,4,1.07203644909501,0.00693738575121577,2.4902633742492
"2020-01-01","Andorra","",3,3,2,4,2,3,2,0,1,3,2,4,0.983428414514445,0.0279681450306027,0.763806833821766
"2020-01-01","Angola","",3,3,2,4,2,3,2,0,1,3,2,4,1.07742976706288,0.00489069887283259,2.72171567562941
"2020-01-01","Argentina","",3,3,2,4,2,3,2,0,1,3,2,4,0.983207329487145,0.00761290961498179,0.729619999122169
"2020-01-01","Aruba","",3,3,2,4,2,3,2,0,1,3,2,4,0.942079696628319,0.0214015456453545,0.447701111482848
"2020-01-01","Australia","",3,3,2,4,2,3,2,0,1,3,2,4,1.08077446177477,0.000309815307422442,2.96194412479005
"2020-01-01","Austria","",3,3,2,4,2,3,2,0,1,3,2,4,0.9976334962371,0.00613547774151624,0.909658128741455
"2020-01-01","Azerbaijan","",3,3,2,4,2,3,2,0,1,3,2,4,1.03733678800693,0.00684771790041142,1.56749996059163
"2020-01-01","Bahamas","",3,3,2,4,2,3,2,0,1,3,2,4,1.0500708952811,0.00429070909716433,1.90626282689707
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,0,1,3,2,4,0.994717942751516,0.00545741716859265,0.878632971039093
"2020-01-01","Bangladesh","",3,3,2,4,2,3,2,0,1,3,2,4,1.07167402342476,0.0033528162024279,2.56266863267235
"2020-01-01","Barbados","",3,3,2,4,2,3,2,0,1,3,2,4,0.906311386609632,0.00590037427752606,0.236362004489374
"2020-01-01","Belarus","",3,3,2,4,2,3,2,0,1,3,2,4,0.969206661967834,0.0166557409388771,0.541475117395735
"2020-01-01","Belgium","",3,3,2,4,2,3,2,0,1,3,2,4,0.995253316411387,0.0053968732131832,0.885798659927003
"2020-01-01","Belize","",3,3,2,4,2,3,2,0,1,3,2,4,1.00664162481197,0.00984796199510477,0.994935952735328
"2020-01-01","Benin","",3,3,2,4,2,3,2,0,1,3,2,4,1.08457457080589,0.0068890239745615,2.92751650768785
"2020-01-01","Bermuda","",3,3,2,4,2,3,2,0,1,3,2,4,1.01427550437162,0.0188471368068486,1.01157161739629
"2020-01-01","Bhutan","",3,3,2,4,2,3,2,0,1,3,2,4,1.0711791849269,0.00521962664861482,2.50404624304238
