"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02134594435665,0.0378004409384445,0.922151536463283
"Albania","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.994852585613648,0.0153700295369535,0.796748802420773
"Algeria","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.10024314204245,0.00758719151662503,3.61874397747757
"Andorra","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.989305440734417,0.0157029409964474,0.872264276799188
"Angola","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.10726060998734,0.00441796858732754,4.07367322034509
"Argentina","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.00662751627386,0.00770651647650434,1.01895314592744
"Aruba","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.959621511327347,0.00847688739102813,0.55284140193921
"Australia","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.1136079363245,0.00442808478762136,4.69930386738803
"Austria","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02274794788144,0.00579418968899814,1.30167497632073
"Azerbaijan","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.06334224699895,0.00775096899860673,2.22604856096769
"Bahamas","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.07876964729182,0.00376146673809913,2.83604868814856
"Bahrain","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02122914471757,0.00403086608724666,1.29541416644641
"Bangladesh","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.10155939242719,0.00321426519399874,3.85362285532416
"Barbados","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.928842281451,0.00391471638591434,0.341398084957261
"Belarus","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.98683344794025,0.0193286796829493,0.680805931072762
"Belgium","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02193792623607,0.00386807757731799,1.31007583251837
"Belize","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02928484436845,0.0115834870962687,1.34670373129826
"Benin","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.11491598088132,0.00571804944382091,4.40847256453671
"Bermuda","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.03200627872592,0.0242662619231814,1.23340842270851
"Bhutan","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.09974707434278,0.00575257624591915,3.66764871008835
"Bolivia","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.979644458351552,0.018735231327068,0.617312288893165
"Bosnia and Herzegovina","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.0258328894006,0.0119776353933314,1.27748442614433
"Botswana","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.974484258734893,0.0208898763013473,0.559585903422763
"Brazil","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.01244838256608,0.00703993243694076,1.11369620546122
"Brunei","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.11815073363314,0.00150571666444581,4.81939715390184
"Bulgaria","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.03244025654686,0.0126678101365081,1.39115081637934
"Burkina Faso","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.07014179774711,0.0281935699934004,2.01159547583128
"Burundi","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.00828304543494,0.0448123650455305,0.708560969384485
"Cambodia","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.11948372493346,0.00139155192820487,4.86513058465552
"Cameroon","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
"Canada","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.00774005090594,0.0141397239385281,0.970363660459332
"Cape Verde","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.994201570139989,0.0142547832516276,0.798750026547669
"Central African Republic","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.12183713241156,0.00125775147536509,4.98169799323846
"Chad","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.10228327017058,0.00586560442634614,3.78223917148423
"Chile","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.02098481758711,0.00881530450913799,1.23333833104602
"China","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.11800966390322,0.00450228952926279,4.96833719985799
"Colombia","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,1.0064511137568,0.0079568606091958,1.0140443203571
"Comoros","","2020-01-01",0,0,0,0,0,3,0,0,1,0,0,0,0.929416773173308,0.0200682182469386,0.288312606615229
