"Date","CountryName","RegionName","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"2020-01-01","Afghanistan","",3,3,2,4,2,3,2,4,2,3,0,0,1.00847679373328,0.0298459019319256,0.831624342134002
"2020-01-01","Albania","",3,3,2,4,2,3,2,4,2,3,0,0,0.975419317464254,0.0132411656513534,0.614786052349885
"2020-01-01","Algeria","",3,3,2,4,2,3,2,4,2,3,0,0,1.07184008183819,0.00694367117007832,2.48357469042196
"2020-01-01","Andorra","",3,3,2,4,2,3,2,4,2,3,0,0,0.98339036525942,0.0280591108650725,0.763117928475719
"2020-01-01","Angola","",3,3,2,4,2,3,2,4,2,3,0,0,1.07722451477495,0.00490407175775884,2.71397326086058
"2020-01-01","Argentina","",3,3,2,4,2,3,2,4,2,3,0,0,0.983042854348086,0.00761857478195611,0.727851913833844
"2020-01-01","Aruba","",3,3,2,4,2,3,2,4,2,3,0,0,0.941995166624007,0.0214746619035055,0.447447817489425
"2020-01-01","Australia","",3,3,2,4,2,3,2,4,2,3,0,0,1.08055405818192,0.000328302774324862,2.95263871781456
"2020-01-01","Austria","",3,3,2,4,2,3,2,4,2,3,0,0,0.997458499236966,0.00614422826492716,0.907319847232916
"2020-01-01","Azerbaijan","",3,3,2,4,2,3,2,4,2,3,0,0,1.03715460741476,0.00685113968826735,1.56351304754194
"2020-01-01","Bahamas","",3,3,2,4,2,3,2,4,2,3,0,0,1.04987338265225,0.00430373480701555,1.90091923340313
"2020-01-01","Bahrain","",3,3,2,4,2,3,2,4,2,3,0,0,0.994535166435883,0.00547198269922548,0.876224698760709
"2020-01-01","Bangladesh","",3,3,2,4,2,3,2,4,2,3,0,0,1.07146922647039,0.0033662500966173,2.5553363322874
"2020-01-01","Barbados","",3,3,2,4,2,3,2,4,2,3,0,0,0.90615591349011,0.00591560668337451,0.235751029935062
"2020-01-01","Belarus","",3,3,2,4,2,3,2,4,2,3,0,0,0.969077693677944,0.0166451031045022,0.540512539884493
"2020-01-01","Belgium","",3,3,2,4,2,3,2,4,2,3,0,0,0.995069524425082,0.00541195270033949,0.883355284082373
"2020-01-01","Belize","",3,3,2,4,2,3,2,4,2,3,0,0,1.00648040593123,0.00984509482917998,0.992695341218654
"2020-01-01","Benin","",3,3,2,4,2,3,2,4,2,3,0,0,1.08436595832088,0.00690500877466813,2.91907232979169
"2020-01-01","Bermuda","",3,3,2,4,2,3,2,4,2,3,0,0,1.01414304751397,0.0188220483721036,1.00992355464353
"2020-01-01","Bhutan","",3,3,2,4,2,3,2,4,2,3,0,0,1.07098118509519,0.00522700265889857,2.49722606740122
"2020-01-01","Bolivia","",3,3,2,4,2,3,2,4,2,3,0,0,0.962427118737875,0.0161560975542965,0.492871029626405
"2020-01-01","Bosnia and Herzegovina","",3,3,2,4,2,3,2,4,2,3,0,0,1.00288528496124,0.0105395243703736,0.936744861512318
"2020-01-01","Botswana","",3,3,2,4,2,3,2,4,2,3,0,0,0.958703696132704,0.0178402094691528,0.458194545819674
"2020-01-01","Brazil","",3,3,2,4,2,3,2,4,2,3,0,0,0.988392614518977,0.00699748602460193,0.790915584388148
"2020-01-01","Brunei","",3,3,2,4,2,3,2,4,2,3,0,0,1.08551151030007,0.00320538373222721,3.06256412236459
"2020-01-01","Bulgaria","",3,3,2,4,2,3,2,4,2,3,0,0,1.00964198159582,0.010770471475154,1.0278321962281
"2020-01-01","Burkina Faso","",3,3,2,4,2,3,2,4,2,3,0,0,1.05083987533275,0.021199518009908,1.64082608962595
"2020-01-01","Burundi","",3,3,2,4,2,3,2,4,2,3,0,0,0.998013521286075,0.0363964807574858,0.667301821435314
"2020-01-01","Cambodia","",3,3,2,4,2,3,2,4,2,3,0,0,1.08693677282488,0.00389610367346294,3.09987768473463
"2020-01-01","Cameroon","",3,3,2,4,2,3,2,4,2,3,0,0,0,0,0
"2020-01-01","Canada","",3,3,2,4,2,3,2,4,2,3,0,0,0.987587443859626,0.0117591954720493,0.744485281545957
"2020-01-01","Cape Verde","",3,3,2,4,2,3,2,4,2,3,0,0,0.974459626371032,0.0123493877032145,0.612143325490188
"2020-01-01","Central African Republic","",3,3,2,4,2,3,2,4,2,3,0,0,1.08896168541031,0.00467462066793858,3.15681261949816
"2020-01-01","Chad","",3,3,2,4,2,3,2,4,2,3,0,0,1.07334713949238,0.00544875218971736,2.57019110509192
"2020-01-01","Chile","",3,3,2,4,2,3,2,4,2,3,0,0,0.997426562749451,0.00802846896119065,0.890007577952748
"2020-01-01","China","",3,3,2,4,2,3,2,4,2,3,0,0,1.08438857794361,0.000517455795643091,3.09385645148395
"2020-01-01","Colombia","",3,3,2,4,2,3,2,4,2,3,0,0,0.983107235235353,0.00771582904281222,0.727854269261958
"2020-01-01","Comoros","",3,3,2,4,2,3,2,4,2,3,0,0,0.914902047948599,0.018736726876962,0.2339819833778
"2020-01-01","Congo","",3,3,2,4,2,3,2,4,2,3,0,0,1.0846739183077,0.00214053551457209,3.05835846974077
"2020-01-01","Costa Rica","",3,3,2,4,2,3,2,4,2,3,0,0,0.987182047777841,0.00896747158613833,0.761524729129801
"2020-01-01","Cote d'Ivoire","",3,3,2,4,2,3,2,4,2,3,0,0,1.02285864777994,0.0285925865773401,1.03360979242357
"2020-01-01","Croatia","",3,3,2,4,2,3,2,4,2,3,0,0,0.994888765857747,0.00594762567334606,0.876290599316904
"2020-01-01","Cuba","",3,3,2,4,2,3,2,4,2,3,0,0,1.02827330895934,0.018284651051312,1.23895331922517
"2020-01-01","Cyprus","",3,3,2,4,2,3,2,4,2,3,0,0,0.976396811785957,0.00891086772981292,0.652560589766422
"2020-01-01","Czech Republic","",3,3,2,4,2,3,2,4,2,3,0,0,0.963837511166394,0.0279203954071426,0.575067615334101
"2020-01-01","Democratic Republic of Congo","",3,3,2,4,2,3,2,4,2,3,0,0,1.07769735452239,0.00631589542882283,2.69546027115396
"2020-01-01","Denmark","",3,3,2,4,2,3,2,4,2,3,0,0,0.996268200778827,0.0080515250933734,0.875142431386982
"2020-01-01","Djibouti","",3,3,2,4,2,3,2,4,2,3,0,0,1.06828541901063,0.00855730710666943,2.33357746063556
"2020-01-01","Dominica","",3,3,2,4,2,3,2,4,2,3,0,0,1.00644701935249,0.0260577977066645,0.840418117724148
"2020-01-01","Dominican Republic","",3,3,2,4,2,3,2,4,2,3,0,0,0.995992635638127,0.0146486031366531,0.814901198923732
"2020-01-01","Ecuador","",3,3,2,4,2,3,2,4,2,3,0,0,1.01785614934039,0.0154506755895224,1.10121823107912
"2020-01-01","Egypt","",3,3,2,4,2,3,2,4,2,3,0,0,1.06238314524252,0.0103599342848564,2.12650428470922
"2020-01-01","El Salvador","",3,3,2,4,2,3,2,4,2,3,0,0,1.00459899131169,0.0200595110226301,0.871270711359026
"2020-01-01","Eritrea","",3,3,2,4,2,3,2,4,2,3,0,0,1.07838310811231,0.0015347276323854,2.84179894346102
"2020-01-01","Estonia","",3,3,2,4,2,3,2,4,2,3,0,0,0.960418131491948,0.0090895571415622,0.516137288774144
"2020-01-01","Eswatini","",3,3,2,4,2,3,2,4,2,3,0,0,0.97811742816151,0.0155450273062642,0.624088589372739
"2020-01-01","Ethiopia","",3,3,2,4,2,3,2,4,2,3,0,0,1.07421807258048,0.00799089857381504,2.53710250271013
"2020-01-01","Faeroe Islands","",3,3,2,4,2,3,2,4,2,3,0,0,1.00288865307553,0.021516899883915,0.837054031506683
"2020-01-01","Fiji","",3,3,2,4,2,3,2,4,2,3,0,0,1.08458212711575,0.00340034383228033,3.02156722569852
"2020-01-01","Finland","",3,3,2,4,2,3,2,4,2,3,0,0,1.02254125017715,0.0181906886125264,1.14402014916181
"2020-01-01","France","",3,3,2,4,2,3,2,4,2,3,0,0,0.980478450706152,0.00767357241624135,0.701101666363882
"2020-01-01","Gabon","",3,3,2,4,2,3,2,4,2,3,0,0,1.0455511987061,0.0183277776776904,1.56985737673463
"2020-01-01","Gambia","",3,3,2,4,2,3,2,4,2,3,0,0,0.999480501675901,0.0298879852332668,0.730609327892942
"2020-01-01","Georgia","",3,3,2,4,2,3,2,4,2,3,0,0,0.982078199620996,0.00350267944555429,0.748755176909555
"2020-01-01","Germany","",3,3,2,4,2,3,2,4,2,3,0,0,0.98907941656953,0.010241302689808,0.772584740165376
"2020-01-01","Ghana","",3,3,2,4,2,3,2,4,2,3,0,0,1.07354791202045,0.00702002486677101,2.53770465743393
"2020-01-01","Greece","",3,3,2,4,2,3,2,4,2,3,0,0,1.02094224306192,0.0144661471424827,1.16104189429605
"2020-01-01","Greenland","",3,3,2,4,2,3,2,4,2,3,0,0,0.976944492191382,0.0294729493763123,0.528717028247021
"2020-01-01","Guam","",3,3,2,4,2,3,2,4,2,3,0,0,1.01924514643616,0.00499042227185418,1.24388452271422
"2020-01-01","Guatemala","",3,3,2,4,2,3,2,4,2,3,0,0,1.00960452677928,0.0206099482268617,0.930135855780608
"2020-01-01","Guinea","",3,3,2,4,2,3,2,4,2,3,0,0,1.07719894988612,0.00648907593194981,2.67322299049745
"2020-01-01","Guyana","",3,3,2,4,2,3,2,4,2,3,0,0,0.980253789865027,0.0209753385685461,0.607811192025673
"2020-01-01","Haiti","",3,3,2,4,2,3,2,4,2,3,0,0,1.07951609499666,0.00676751119410948,2.74672268075837
"2020-01-01","Honduras","",3,3,2,4,2,3,2,4,2,3,0,0,1.00435277137886,0.0155663995323267,0.909372153139593
