"CountryName","RegionName","Date","C1_School closing","C2_Workplace closing","C3_Cancel public events","C4_Restrictions on gatherings","C5_Close public transport","C6_Stay at home requirements","C7_Restrictions on internal movement","C8_International travel controls","H1_Public information campaigns","H2_Testing policy","H3_Contact tracing","H6_Facial Coverings","avg_ratio","sd_ratio","ratio15days"
"Afghanistan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.09787854067094,0.0142444576333664,4.21780617307403
"Albania","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.06716343921441,0.0125317658387382,2.79589520977153
"Algeria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.09594707170267,0.0140080529028055,4.10189554469415
"Andorra","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.00320311256005,0.0013925482240813,1.03706268041597
"Angola","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.1013534731621,0.0131731057367543,4.34517521822133
"Argentina","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.06430788832631,0.00664379065782264,2.55414194196523
"Aruba","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.05596634184353,0.00204205279506145,2.17552870284748
"Australia","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.1076288709751,0.00977704749279717,4.60053548078757
"Austria","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.05173711149841,0.00915995647865192,2.21099780208167
"Azerbaijan","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.05901670964809,0.014767070927317,2.58022026936213
"Bahamas","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.07298002165623,0.0160715080492468,3.1177498825318
"Bahrain","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.05582916995834,0.00227026941663331,2.17741532790695
"Bangladesh","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.09135705122069,0.0158180489569799,3.9376865845187
"Barbados","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.1349096203892,0.00701840435024401,5.54709301358152
"Belarus","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.07296383802502,0.0058537014166074,2.82012374400504
"Belgium","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.04132234946407,0.00734042221271351,1.89932629996775
"Belize","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.06379623331567,0.00659704014263275,2.51424754577752
"Benin","","2020-01-01",0,0,0,0,0,0,0,0,0,0,0,4,1.11896645706167,0.00823323822989769,5.16061412267179
