"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Canada","",0,0,0,0,0,0,0
2020-01-02,"Canada","",0,0,NA,NA,0,0,0
2020-01-03,"Canada","",0,0,NA,NA,0,0,0
2020-01-04,"Canada","",0,0,NA,NA,0,0,0
2020-01-05,"Canada","",0,0,NA,NA,0,0,0
2020-01-06,"Canada","",0,0,NA,NA,0,0,0
2020-01-07,"Canada","",0,0,NA,NA,0,0,0
2020-01-08,"Canada","",0,0,NA,NA,0,0,0
2020-01-09,"Canada","",0,0,NA,NA,0,0,0
2020-01-10,"Canada","",0,0,NA,NA,0,0,0
2020-01-11,"Canada","",0,0,NA,NA,0,0,0
2020-01-12,"Canada","",0,0,NA,NA,0,0,0
2020-01-13,"Canada","",0,0,NA,NA,0,0,0
2020-01-14,"Canada","",0,0,NA,NA,0,0,0
2020-01-15,"Canada","",0,0,NA,NA,0,0,0
2020-01-16,"Canada","",0,0,NA,NA,0,0,0
2020-01-17,"Canada","",0,0,NA,NA,0,0,0
2020-01-18,"Canada","",0,0,NA,NA,0,0,0
2020-01-19,"Canada","",0,0,NA,NA,0,0,0
2020-01-20,"Canada","",0,0,NA,NA,0,0,0
2020-01-21,"Canada","",0,0,NA,NA,0,0,0
2020-01-22,"Canada","",0,0,NA,NA,0,0,0
2020-01-23,"Canada","",0,0,NA,NA,0,0,0
2020-01-24,"Canada","",0,0,NA,NA,0,0,0
2020-01-25,"Canada","",0,0,NA,NA,0,0,0
2020-01-26,"Canada","",0,0,NA,NA,0,0,0
2020-01-27,"Canada","",0,0,NA,NA,0,0,0
2020-01-28,"Canada","",0,0,NA,NA,0,0,0
2020-01-29,"Canada","",0,0,NA,NA,0,0,0
2020-01-30,"Canada","",0.285714285714286,0,0,0,0.00485467255598704,0,0
2020-01-31,"Canada","",0.571428571428571,0,0.285714285714286,0,0.00970934511197407,0,0
2020-02-01,"Canada","",0.571428571428571,0,0,0,0.00970934511197407,0,0
2020-02-02,"Canada","",0.428571428571429,0,-0.142857142857143,0,0.00728200883398056,0,0
2020-02-03,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0,0
2020-02-04,"Canada","",0.285714285714286,0,-0.142857142857143,0,0.00485467255598704,0,0
2020-02-05,"Canada","",0.428571428571429,0,0.142857142857143,0,0.00728200883398056,0.0714285714285715,0.0214285714285714
2020-02-06,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.142857142857143,0.0428571428571428
2020-02-07,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.142857142857143,0.0428571428571428
2020-02-08,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.107142857142857,0.0321428571428572
2020-02-09,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.107142857142857,0.0321428571428572
2020-02-10,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.0714285714285715,0.0214285714285714
2020-02-11,"Canada","",0.428571428571429,0,0,0,0.00728200883398056,0.107142857142857,0.0321428571428572
2020-02-12,"Canada","",0.285714285714286,0,-0.142857142857143,0,0.00485467255598704,0.107142857142857,0.0321428571428572
2020-02-13,"Canada","",0.285714285714286,0,0,0,0.00485467255598704,0.107142857142857,0.0321428571428572
2020-02-14,"Canada","",0,0,-0.285714285714286,0,0,0.107142857142857,0.0321428571428572
2020-02-15,"Canada","",0,0,0,0,0,0.107142857142857,0.0321428571428572
2020-02-16,"Canada","",0,0,0,0,0,0.107142857142857,0.0321428571428572
