"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"United States","Mississippi",0,0,0,0,0,0,0
2020-01-02,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-03,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-04,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-05,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-06,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-07,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-08,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-09,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-10,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-11,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-12,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-13,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-14,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-15,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-16,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-17,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-18,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-19,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-20,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-21,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-22,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-23,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-24,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-25,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-26,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-27,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-28,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-29,"United States","Mississippi",0,0,NA,NA,0,0,0
2020-01-30,"United States","Mississippi",0,0,0,0,0,0,0
2020-01-31,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-01,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-02,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-03,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-04,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-05,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-06,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-07,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-08,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-09,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-10,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-11,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-12,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-13,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-14,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-15,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-16,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-17,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-18,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-19,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-20,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-21,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-22,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-23,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-24,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-25,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-26,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-27,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-28,"United States","Mississippi",0,0,0,0,0,0,0
2020-02-29,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-01,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-02,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-03,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-04,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-05,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-06,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-07,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-08,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-09,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-10,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-11,"United States","Mississippi",0,0,0,0,0,0,0
2020-03-12,"United States","Mississippi",0.142857142857143,0,0.142857142857143,0,0.00299305379126712,0,0
2020-03-13,"United States","Mississippi",0.857142857142857,0,0.714285714285714,0,0.0179583227476027,0,0
2020-03-14,"United States","Mississippi",0.857142857142857,0,0,0,0.0179583227476027,0,0
2020-03-15,"United States","Mississippi",0.857142857142857,0,0,0,0.0179583227476027,0,0
2020-03-16,"United States","Mississippi",1.71428571428571,0,0.857142857142857,0,0.0359166454952053,0,0
2020-03-17,"United States","Mississippi",3,0,1.28571428571429,0,0.0628541296166095,0,0
2020-03-18,"United States","Mississippi",4.85714285714286,0,1.85714285714286,0,0.101763828903082,0.0357142857142857,0.0107142857142857
2020-03-19,"United States","Mississippi",7,0.142857142857143,2.14285714285714,0.142857142857143,0.146659635772089,0.214285714285714,0.0642857142857143
2020-03-20,"United States","Mississippi",10.5714285714286,0.142857142857143,3.57142857142857,0,0.221485980553767,0.214285714285714,0.0642857142857143
2020-03-21,"United States","Mississippi",19.1428571428571,0.142857142857143,8.57142857142857,0,0.401069208029793,0.214285714285714,0.0642857142857143
2020-03-22,"United States","Mississippi",28.7142857142857,0.142857142857143,9.57142857142857,0,0.60160381204469,0.428571428571427,0.128571428571428
2020-03-23,"United States","Mississippi",33.8571428571429,0.142857142857143,5.14285714285714,0,0.709353748530308,0.75,0.225
2020-03-24,"United States","Mississippi",42.7142857142857,0.142857142857143,8.85714285714286,0,0.894923083588868,1.21428571428572,0.364285714285714
2020-03-25,"United States","Mississippi",49,0.428571428571429,6.28571428571428,0.285714285714286,1.02661745040462,1.75,0.525
2020-03-26,"United States","Mississippi",62.1428571428571,0.714285714285714,13.1428571428571,0.285714285714286,1.3019783992012,2.64285714285715,0.792857142857145
2020-03-27,"United States","Mississippi",71.2857142857143,1,9.14285714285715,0.285714285714286,1.49353384184229,4.78571428571427,1.43571428571428
2020-03-28,"United States","Mississippi",74.7142857142857,1.71428571428571,3.42857142857142,0.714285714285714,1.5653671328327,7.17857142857143,2.15357142857143
2020-03-29,"United States","Mississippi",78.8571428571429,1.85714285714286,4.14285714285715,0.142857142857143,1.65216569277945,8.46428571428572,2.53928571428572
2020-03-30,"United States","Mississippi",85.4285714285714,2.14285714285714,6.57142857142857,0.285714285714286,1.78984616717774,10.6785714285714,3.20357142857143
2020-03-31,"United States","Mississippi",88.1428571428571,2.71428571428571,2.71428571428571,0.571428571428572,1.84671418921181,12.25,3.675
2020-04-01,"United States","Mississippi",99.4285714285714,2.71428571428571,11.2857142857143,0,2.08316543872191,15.5357142857143,4.66071428571428
2020-04-02,"United States","Mississippi",98.8571428571429,2.85714285714286,-0.571428571428569,0.142857142857143,2.07119322355685,17.8214285714286,5.34642857142857
2020-04-03,"United States","Mississippi",111.285714285714,3,12.4285714285714,0.142857142857143,2.33158890339708,18.6785714285714,5.60357142857143
2020-04-04,"United States","Mississippi",113.142857142857,3.14285714285714,1.85714285714285,0.142857142857143,2.37049860268355,19.7142857142857,5.91428571428572
2020-04-05,"United States","Mississippi",125.571428571429,4.14285714285714,12.4285714285714,1,2.63089428252381,21.3571428571429,6.40714285714285
2020-04-06,"United States","Mississippi",127.285714285714,5,1.71428571428572,0.857142857142857,2.666810928019,22.0357142857143,6.61071428571428
2020-04-07,"United States","Mississippi",139.714285714286,5.71428571428571,12.4285714285714,0.714285714285714,2.92720660785925,24.8571428571429,7.45714285714285
2020-04-08,"United States","Mississippi",132.857142857143,6.42857142857143,-6.85714285714286,0.714285714285714,2.78354002587842,24.7142857142857,7.41428571428572
2020-04-09,"United States","Mississippi",154.714285714286,7.14285714285714,21.8571428571429,0.714285714285714,3.24147725594229,27.8214285714285,8.34642857142855
2020-04-10,"United States","Mississippi",158.714285714286,7.57142857142857,4,0.428571428571428,3.32528276209777,28.2857142857142,8.48571428571428
2020-04-11,"United States","Mississippi",169.571428571429,8.28571428571429,10.8571428571429,0.714285714285715,3.55275485023408,31.3928571428572,9.41785714285717
2020-04-12,"United States","Mississippi",163.285714285714,7.57142857142857,-6.28571428571431,-0.714285714285715,3.42106048341831,31.8214285714285,9.54642857142855
2020-04-13,"United States","Mississippi",172,6.71428571428571,8.71428571428572,-0.857142857142857,3.60363676468561,34.9285714285715,10.4785714285715
2020-04-14,"United States","Mississippi",167.428571428571,7.28571428571429,-4.57142857142858,0.571428571428571,3.50785904336505,33.2142857142858,9.96428571428572
2020-04-15,"United States","Mississippi",193.857142857143,7.85714285714286,26.4285714285714,0.571428571428571,4.06157399474948,38.6785714285715,11.6035714285715
2020-04-16,"United States","Mississippi",194.857142857143,7.57142857142857,1,-0.285714285714286,4.08252537128835,39.6785714285715,11.9035714285714
2020-04-17,"United States","Mississippi",189.142857142857,8.28571428571429,-5.71428571428572,0.714285714285715,3.96280321963766,42.3928571428573,12.7178571428572
2020-04-18,"United States","Mississippi",190.285714285714,8.42857142857143,1.14285714285714,0.142857142857142,3.98674764996779,40.8214285714285,12.2464285714285
2020-04-19,"United States","Mississippi",213.285714285714,9,23,0.571428571428571,4.4686293103618,43,12.9
2020-04-20,"United States","Mississippi",224.285714285714,10.1428571428571,11,1.14285714285714,4.69909445228937,41.8571428571427,12.5571428571428
2020-04-21,"United States","Mississippi",232.714285714286,10.2857142857143,8.42857142857144,0.142857142857144,4.87568462597414,48.4642857142858,14.5392857142857
2020-04-22,"United States","Mississippi",219.142857142857,10.1428571428571,-13.5714285714286,-0.142857142857144,4.59134451580376,48.7142857142858,14.6142857142857
2020-04-23,"United States","Mississippi",218.428571428571,10.2857142857143,-0.714285714285722,0.142857142857144,4.57637924684741,47.2857142857142,14.1857142857143
2020-04-24,"United States","Mississippi",234.428571428571,9.85714285714286,16,-0.428571428571429,4.91160127146933,47.5714285714285,14.2714285714285
2020-04-25,"United States","Mississippi",249.142857142857,9.85714285714286,14.7142857142857,0,5.21988581196985,53.3214285714285,15.9964285714285
2020-04-26,"United States","Mississippi",233.857142857143,9.71428571428571,-15.2857142857143,-0.142857142857144,4.89962905630428,56.0714285714285,16.8214285714285
2020-04-27,"United States","Mississippi",226,8.57142857142857,-7.85714285714286,-1.14285714285714,4.73501109778458,58.1785714285715,17.4535714285715
2020-04-28,"United States","Mississippi",232.285714285714,8,6.28571428571428,-0.571428571428571,4.86670546460033,54.7857142857142,16.4357142857143
2020-04-29,"United States","Mississippi",239.285714285714,8.14285714285714,7,0.142857142857142,5.01336510037242,54.6071428571427,16.3821428571428
2020-04-30,"United States","Mississippi",237.428571428571,8.57142857142857,-1.85714285714286,0.428571428571429,4.97445540108594,58.6071428571427,17.5821428571428
2020-05-01,"United States","Mississippi",254,10.2857142857143,16.5714285714286,1.71428571428572,5.32164964087294,62.2857142857142,18.6857142857143
2020-05-02,"United States","Mississippi",246.142857142857,10,-7.85714285714286,-0.285714285714286,5.15703168235324,58.4642857142858,17.5392857142857
2020-05-03,"United States","Mississippi",234.142857142857,10.8571428571429,-12,0.857142857142858,4.9056151638868,56.5,16.95
2020-05-04,"United States","Mississippi",254.714285714286,11.5714285714286,20.5714285714286,0.714285714285714,5.33661490982928,58.0714285714285,17.4214285714285
2020-05-05,"United States","Mississippi",266.428571428571,14.7142857142857,11.7142857142857,3.14285714285714,5.58204532071317,59.8214285714285,17.9464285714285
2020-05-06,"United States","Mississippi",265,17.7142857142857,-1.42857142857144,3,5.5521147828005,59.3571428571427,17.8071428571428
2020-05-07,"United States","Mississippi",267.285714285714,19.2857142857143,2.28571428571428,1.57142857142857,5.60000364346077,63.5,19.05
2020-05-08,"United States","Mississippi",268.285714285714,18.2857142857143,1,-1,5.62095501999964,61.5357142857142,18.4607142857143
2020-05-09,"United States","Mississippi",276.714285714286,18.5714285714286,8.42857142857144,0.285714285714288,5.79754519368441,58.5357142857142,17.5607142857143
2020-05-10,"United States","Mississippi",278.714285714286,18.1428571428571,2,-0.428571428571431,5.83944794676215,63.6785714285715,19.1035714285714
2020-05-11,"United States","Mississippi",256.714285714286,17.8571428571429,-22,-0.285714285714285,5.37851766290702,66.6071428571427,19.9821428571428
2020-05-12,"United States","Mississippi",243,16.4285714285714,-13.7142857142857,-1.42857142857143,5.09118449894537,66.25,19.875
2020-05-13,"United States","Mississippi",238,13,-5,-3.42857142857143,4.98642761625102,66.8214285714285,20.0464285714285
2020-05-14,"United States","Mississippi",256.714285714286,12,18.7142857142857,-1,5.37851766290702,67.0714285714285,20.1214285714285
2020-05-15,"United States","Mississippi",244.428571428571,12,-12.2857142857143,0,5.12111503685803,69.1785714285715,20.7535714285715
2020-05-16,"United States","Mississippi",249.285714285714,12.7142857142857,4.85714285714286,0.714285714285714,5.22287886576111,69.6785714285715,20.9035714285714
2020-05-17,"United States","Mississippi",256.428571428571,13,7.14285714285717,0.285714285714286,5.37253155532447,64.1785714285715,19.2535714285715
2020-05-18,"United States","Mississippi",251.142857142857,13.1428571428571,-5.28571428571431,0.142857142857142,5.26178856504759,60.75,18.225
2020-05-19,"United States","Mississippi",256.571428571429,13.8571428571429,5.42857142857142,0.714285714285715,5.37552460911575,59.5,17.85
2020-05-20,"United States","Mississippi",268.142857142857,15,11.5714285714286,1.14285714285714,5.61796196620838,64.1785714285715,19.2535714285715
2020-05-21,"United States","Mississippi",248.428571428571,14.2857142857143,-19.7142857142858,-0.714285714285714,5.20492054301351,61.1071428571427,18.3321428571428
2020-05-22,"United States","Mississippi",260.571428571429,14.5714285714286,12.1428571428571,0.285714285714285,5.45933011527123,62.3214285714285,18.6964285714285
2020-05-23,"United States","Mississippi",268.857142857143,15.1428571428571,8.28571428571428,0.571428571428571,5.63292723516472,64.1071428571427,19.2321428571428
2020-05-24,"United States","Mississippi",280.571428571429,14.8571428571429,11.7142857142857,-0.285714285714285,5.87835764604863,62.7857142857142,18.8357142857143
2020-05-25,"United States","Mississippi",289.428571428571,15.4285714285714,8.85714285714289,0.571428571428571,6.06392698110717,64.1428571428573,19.2428571428572
2020-05-26,"United States","Mississippi",289.571428571429,14,0.14285714285711,-1.42857142857143,6.06692003489846,67.0357142857142,20.1107142857143
2020-05-27,"United States","Mississippi",296.714285714286,14.2857142857143,7.14285714285717,0.285714285714286,6.21657272446181,62.1071428571427,18.6321428571428
2020-05-28,"United States","Mississippi",307.142857142857,16.1428571428571,10.4285714285714,1.85714285714286,6.4350656512243,65.1428571428573,19.5428571428572
2020-05-29,"United States","Mississippi",309.714285714286,16.4285714285714,2.57142857142856,0.285714285714285,6.48894061946712,67.2142857142858,20.1642857142857
2020-05-30,"United States","Mississippi",317.714285714286,15.2857142857143,8,-1.14285714285714,6.65655163177808,70.1428571428573,21.0428571428572
2020-05-31,"United States","Mississippi",323.285714285714,15.5714285714286,5.57142857142856,0.285714285714285,6.77328072963748,72.3571428571427,21.7071428571428
2020-06-01,"United States","Mississippi",327.714285714286,14.8571428571429,4.42857142857144,-0.714285714285714,6.86606539716677,72.3928571428573,21.7178571428572
2020-06-02,"United States","Mississippi",330,16.4285714285714,2.28571428571428,1.57142857142857,6.91395425782704,74.1785714285715,22.2535714285715
2020-06-03,"United States","Mississippi",325.428571428571,16,-4.57142857142856,-0.428571428571427,6.81817653650648,76.7857142857142,23.0357142857143
2020-06-04,"United States","Mississippi",312.571428571429,14.4285714285714,-12.8571428571429,-1.57142857142857,6.54880169529246,77.4285714285715,23.2285714285714
2020-06-05,"United States","Mississippi",282.285714285714,13.2857142857143,-30.2857142857143,-1.14285714285714,5.91427429154382,79.4285714285715,23.8285714285715
2020-06-06,"United States","Mississippi",258.571428571429,12.5714285714286,-23.7142857142857,-0.714285714285715,5.41742736219349,80.8214285714285,24.2464285714285
2020-06-07,"United States","Mississippi",249.571428571429,11.8571428571429,-8.99999999999997,-0.714285714285714,5.22886497334366,81.9285714285715,24.5785714285715
2020-06-08,"United States","Mississippi",288,14,38.4285714285714,2.14285714285714,6.03399644319451,82.5,24.75
2020-06-09,"United States","Mississippi",297.428571428571,11.4285714285714,9.42857142857144,-2.57142857142857,6.23153799341813,81.3571428571427,24.4071428571428
2020-06-10,"United States","Mississippi",308.714285714286,12.2857142857143,11.2857142857143,0.857142857142858,6.46798924292825,78.1428571428573,23.4428571428572
2020-06-11,"United States","Mississippi",274.714285714286,10.5714285714286,-34,-1.71428571428572,5.75564244060667,70.5714285714285,21.1714285714285
2020-06-12,"United States","Mississippi",331.714285714286,11.1428571428571,57,0.571428571428571,6.94987090332225,64.6428571428573,19.3928571428572
2020-06-13,"United States","Mississippi",329.857142857143,11.1428571428571,-1.85714285714289,0,6.91096120403578,62.3928571428573,18.7178571428572
2020-06-14,"United States","Mississippi",320.857142857143,10.5714285714286,-9,-0.571428571428571,6.72239881518595,72,21.6
2020-06-15,"United States","Mississippi",290.142857142857,8.28571428571429,-30.7142857142857,-2.28571428571428,6.07889225006351,74.3571428571427,22.3071428571428
2020-06-16,"United States","Mississippi",289.857142857143,9.71428571428571,-0.285714285714334,1.42857142857143,6.07290614248098,77.1785714285715,23.1535714285714
2020-06-17,"United States","Mississippi",308.285714285714,10,18.4285714285714,0.285714285714286,6.45901008155443,68.6785714285715,20.6035714285714
2020-06-18,"United States","Mississippi",308.285714285714,10,0,0,6.45901008155443,82.9285714285715,24.8785714285715
2020-06-19,"United States","Mississippi",221.428571428571,8.14285714285714,-86.8571428571429,-1.85714285714286,4.63923337646402,82.4642857142858,24.7392857142857
2020-06-20,"United States","Mississippi",184.714285714286,7,-36.7142857142857,-1.14285714285714,3.87001855210839,80.2142857142858,24.0642857142857
2020-06-21,"United States","Mississippi",160.714285714286,6.71428571428571,-24,-0.285714285714286,3.36718551517551,72.5357142857142,21.7607142857143
2020-06-22,"United States","Mississippi",361.428571428571,11.8571428571429,200.714285714286,5.14285714285714,7.5724260919058,72.4642857142858,21.7392857142857
2020-06-23,"United States","Mississippi",392.285714285714,10.5714285714286,30.8571428571428,-1.28571428571429,8.2189257108195,77.0714285714285,23.1214285714285
2020-06-24,"United States","Mississippi",397.571428571429,10.4285714285714,5.28571428571428,-0.142857142857142,8.3296687010964,77.0714285714285,23.1214285714285
2020-06-25,"United States","Mississippi",553.571428571429,11.1428571428571,156,0.714285714285714,11.5980834411601,55.3571428571427,16.6071428571428
2020-06-26,"United States","Mississippi",632.142857142857,12,78.5714285714286,0.857142857142858,13.244263026357,46.1785714285715,13.8535714285715
2020-06-27,"United States","Mississippi",698.571428571429,13.8571428571429,66.4285714285714,1.85714285714286,14.6360330392962,40.1785714285715,12.0535714285715
2020-06-28,"United States","Mississippi",750.142857142857,14.4285714285714,51.5714285714286,0.571428571428571,15.7165254579436,90.3571428571427,27.1071428571428
2020-06-29,"United States","Mississippi",605.428571428571,11.5714285714286,-144.714285714286,-2.85714285714286,12.68456196739,98.0714285714285,29.4214285714285
2020-06-30,"United States","Mississippi",621.285714285714,12,15.8571428571429,0.428571428571429,13.0167909382207,99.3928571428573,29.8178571428572
2020-07-01,"United States","Mississippi",639.428571428571,10.1428571428571,18.1428571428571,-1.85714285714286,13.3969087697116,138.392857142857,41.5178571428572
2020-07-02,"United States","Mississippi",607.714285714286,10.8571428571429,-31.7142857142858,0.714285714285715,12.7324508280503,158.035714285714,47.4107142857143
2020-07-03,"United States","Mississippi",659.714285714286,11.5714285714286,52,0.714285714285714,13.8219224080716,174.642857142857,52.3928571428572
2020-07-04,"United States","Mississippi",734.714285714286,10.2857142857143,75,-1.28571428571428,15.3932756484868,187.535714285714,56.2607142857143
2020-07-05,"United States","Mississippi",715.428571428571,10.2857142857143,-19.2857142857142,0,14.9892133866657,151.357142857143,45.4071428571428
2020-07-06,"United States","Mississippi",670,7.85714285714286,-45.4285714285714,-2.42857142857143,14.0374222810428,155.321428571428,46.5964285714285
2020-07-07,"United States","Mississippi",709.571428571429,12.1428571428571,39.5714285714286,4.28571428571429,14.8664981812238,159.857142857143,47.9571428571428
2020-07-08,"United States","Mississippi",712.571428571429,15.1428571428571,3,3,14.9293523108404,151.928571428572,45.5785714285715
