"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-03-07,"United States","Indiana",0.142857142857143,0,0,0,0.00193897720586582,0,0
2020-03-08,"United States","Indiana",0.285714285714286,0,0.142857142857143,0,0.00387795441173164,0,0
2020-03-09,"United States","Indiana",0.428571428571429,0,0.142857142857143,0,0.00581693161759747,0,0
2020-03-10,"United States","Indiana",0.857142857142857,0,0.428571428571429,0,0.0116338632351949,0,0
2020-03-11,"United States","Indiana",1.57142857142857,0,0.714285714285714,0,0.021328749264524,0,0
2020-03-12,"United States","Indiana",1.85714285714286,0,0.285714285714286,0,0.0252067036762557,0.0357142857142857,0.0107142857142857
2020-03-13,"United States","Indiana",1.71428571428571,0,-0.142857142857143,0,0.0232677264703898,0.0357142857142857,0.0107142857142857
2020-03-14,"United States","Indiana",2.14285714285714,0,0.428571428571429,0,0.0290846580879873,0.0714285714285715,0.0214285714285714
2020-03-15,"United States","Indiana",2.57142857142857,0,0.428571428571429,0,0.0349015897055847,0.107142857142857,0.0321428571428572
2020-03-16,"United States","Indiana",3.14285714285714,0.142857142857143,0.571428571428571,0.142857142857143,0.042657498529048,0.214285714285714,0.0642857142857143
2020-03-17,"United States","Indiana",3.42857142857143,0.285714285714286,0.285714285714286,0.142857142857143,0.0465354529407797,0.392857142857143,0.117857142857143
2020-03-18,"United States","Indiana",3.85714285714286,0.285714285714286,0.428571428571429,0,0.0523523845583772,0.464285714285715,0.139285714285715
2020-03-19,"United States","Indiana",6.71428571428571,0.285714285714286,2.85714285714286,0,0.0911319286756935,0.428571428571427,0.128571428571428
2020-03-20,"United States","Indiana",10.4285714285714,0.428571428571429,3.71428571428571,0.142857142857143,0.141545336028205,0.535714285714285,0.160714285714286
2020-03-21,"United States","Indiana",16,0.571428571428571,5.57142857142857,0.142857142857143,0.217165447056972,0.642857142857142,0.192857142857143
2020-03-22,"United States","Indiana",26.2857142857143,0.857142857142857,10.2857142857143,0.285714285714286,0.356771805879311,0.785714285714285,0.235714285714285
2020-03-23,"United States","Indiana",35,0.857142857142857,8.71428571428572,0,0.475049415437126,0.857142857142858,0.257142857142857
2020-03-24,"United States","Indiana",48.2857142857143,1.42857142857143,13.2857142857143,0.571428571428572,0.655374295582648,0.964285714285715,0.289285714285714
2020-03-25,"United States","Indiana",62.7142857142857,1.71428571428571,14.4285714285714,0.285714285714286,0.851210993375095,1.67857142857143,0.503571428571428
2020-03-26,"United States","Indiana",83.5714285714286,2.14285714285714,20.8571428571429,0.428571428571429,1.13430166543151,2.60714285714285,0.782142857142855
2020-03-27,"United States","Indiana",127.571428571429,3.14285714285714,44,1,1.73150664483818,4,1.2
2020-03-28,"United States","Indiana",157.857142857143,3.85714285714286,30.2857142857143,0.714285714285714,2.14256981248173,6.57142857142857,1.97142857142857
2020-03-29,"United States","Indiana",187,3.71428571428571,29.1428571428571,-0.142857142857143,2.53812116247836,8.75,2.625
2020-03-30,"United States","Indiana",216.571428571429,4,29.5714285714286,0.285714285714286,2.93948944409259,12.0714285714286,3.62142857142857
2020-03-31,"United States","Indiana",255.714285714286,5.28571428571429,39.1428571428571,1.28571428571429,3.47076919849982,15.6785714285714,4.70357142857143
2020-04-01,"United States","Indiana",298.142857142857,7.28571428571429,42.4285714285714,2,4.04664542864197,20.8928571428571,6.26785714285715
2020-04-02,"United States","Indiana",341.857142857143,8.71428571428571,43.7142857142857,1.42857142857143,4.63997245363691,31.8928571428572,9.56785714285718
2020-04-03,"United States","Indiana",351.142857142857,11,9.28571428571433,2.28571428571429,4.76600597201818,39.4642857142858,11.8392857142857
2020-04-04,"United States","Indiana",388.571428571429,12.1428571428571,37.4285714285714,1.14285714285714,5.27401799995504,46.75,14.025
2020-04-05,"United States","Indiana",414,13.5714285714286,25.4285714285714,1.42857142857143,5.61915594259915,54.1428571428573,16.2428571428572
2020-04-06,"United States","Indiana",452.857142857143,15.4285714285714,38.8571428571428,1.85714285714286,6.14655774259465,63.9285714285715,19.1785714285714
2020-04-07,"United States","Indiana",478.857142857143,17.7142857142857,26,2.28571428571429,6.49945159406223,74.5357142857142,22.3607142857143
2020-04-08,"United States","Indiana",482.714285714286,19.7142857142857,3.85714285714289,2,6.55180397862061,85.4642857142858,25.6392857142857
2020-04-09,"United States","Indiana",473.285714285714,23.8571428571429,-9.42857142857144,4.14285714285714,6.42383148303346,87.7857142857142,26.3357142857143
2020-04-10,"United States","Indiana",495.714285714286,28.2857142857143,22.4285714285714,4.42857142857143,6.7282509043544,97.1428571428573,29.1428571428572
2020-04-11,"United States","Indiana",497.428571428571,30.5714285714286,1.71428571428572,2.28571428571429,6.75151863082478,103.5,31.05
2020-04-12,"United States","Indiana",502.428571428571,30.8571428571429,5,0.285714285714285,6.81938283303008,113.214285714286,33.9642857142857
2020-04-13,"United States","Indiana",486.142857142857,29.5714285714286,-16.2857142857143,-1.28571428571428,6.59833943156139,119.714285714286,35.9142857142857
2020-04-14,"United States","Indiana",431,30.5714285714286,-55.1428571428572,1,5.84989423009718,120.678571428572,36.2035714285715
2020-04-15,"United States","Indiana",431,33.2857142857143,0,2.71428571428571,5.84989423009718,118.321428571428,35.4964285714285
2020-04-16,"United States","Indiana",455.857142857143,33.1428571428571,24.8571428571428,-0.142857142857139,6.18727626391784,123.928571428572,37.1785714285715
2020-04-17,"United States","Indiana",463.857142857143,31.7142857142857,8,-1.42857142857143,6.29585898744632,124.357142857143,37.3071428571428
2020-04-18,"United States","Indiana",458,30.7142857142857,-5.85714285714283,-1,6.21636092200582,125.607142857143,37.6821428571428
2020-04-19,"United States","Indiana",469,31.2857142857143,11,0.571428571428569,6.36566216685749,121.535714285714,36.4607142857143
2020-04-20,"United States","Indiana",475.571428571429,32.4285714285714,6.57142857142856,1.14285714285715,6.45485511832732,107.75,32.325
2020-04-21,"United States","Indiana",510,35.4285714285714,34.4285714285714,3,6.92214862494098,107.75,32.325
2020-04-22,"United States","Indiana",496.857142857143,32.8571428571429,-13.1428571428572,-2.57142857142858,6.74376272200133,113.964285714286,34.1892857142857
2020-04-23,"United States","Indiana",499.571428571429,32.7142857142857,2.71428571428572,-0.142857142857139,6.78060328891278,115.964285714286,34.7892857142857
2020-04-24,"United States","Indiana",503.857142857143,31.2857142857143,4.28571428571428,-1.42857142857143,6.83877260508875,114.5,34.35
2020-04-25,"United States","Indiana",536.857142857143,34.4285714285714,33.0000000000001,3.14285714285715,7.28667633964376,117.25,35.175
2020-04-26,"United States","Indiana",543,35.8571428571429,6.14285714285711,1.42857142857142,7.37005235949598,118.892857142857,35.6678571428572
2020-04-27,"United States","Indiana",610.428571428571,38.1428571428571,67.4285714285714,2.28571428571429,8.28524960066465,127.5,38.25
2020-04-28,"United States","Indiana",641.571428571429,38,31.1428571428571,-0.142857142857146,8.70794663154341,124.214285714286,37.2642857142857
2020-04-29,"United States","Indiana",677.714285714286,42.5714285714286,36.1428571428571,4.57142857142857,9.19850786462746,124.892857142857,37.4678571428572
2020-04-30,"United States","Indiana",685.142857142857,58.2857142857143,7.42857142857144,15.7142857142857,9.29933467933247,125.964285714286,37.7892857142857
2020-05-01,"United States","Indiana",707,62,21.8571428571429,3.71428571428572,9.59599819182995,134.214285714286,40.2642857142857
2020-05-02,"United States","Indiana",699.428571428571,63.2857142857143,-7.57142857142856,1.28571428571428,9.49323239991905,135.75,40.725
2020-05-03,"United States","Indiana",703,61.8571428571429,3.57142857142856,-1.42857142857143,9.5417068300657,152.607142857143,45.7821428571428
2020-05-04,"United States","Indiana",649.428571428571,60,-53.5714285714286,-1.85714285714285,8.81459037786601,160.392857142857,48.1178571428572
2020-05-05,"United States","Indiana",635,60.7142857142857,-14.4285714285714,0.714285714285715,8.61875368007357,169.428571428572,50.8285714285715
2020-05-06,"United States","Indiana",669.714285714286,59,34.7142857142857,-1.71428571428572,9.08992514109897,171.285714285714,51.3857142857143
2020-05-07,"United States","Indiana",666.857142857143,42.8571428571429,-2.85714285714278,-16.1428571428571,9.05114559698165,176.75,53.025
2020-05-08,"United States","Indiana",645.142857142857,38.8571428571429,-21.7142857142858,-4,8.75642106169004,174.857142857143,52.4571428571428
2020-05-09,"United States","Indiana",633.857142857143,37.2857142857143,-11.2857142857142,-1.57142857142857,8.60324186242665,175.75,52.725
2020-05-10,"United States","Indiana",599,37.4285714285714,-34.8571428571429,0.142857142857146,8.13013142419539,162.357142857143,48.7071428571428
2020-05-11,"United States","Indiana",588.571428571429,39.4285714285714,-10.4285714285714,2,7.98858608816719,158.75,47.625
2020-05-12,"United States","Indiana",584.857142857143,36,-3.71428571428567,-3.42857142857143,7.93817268081467,167.428571428572,50.2285714285714
2020-05-13,"United States","Indiana",514.714285714286,34.5714285714286,-70.1428571428572,-1.42857142857143,6.98613487273456,166.714285714286,50.0142857142857
2020-05-14,"United States","Indiana",507.142857142857,33.1428571428571,-7.5714285714285,-1.42857142857142,6.88336908082366,161.285714285714,48.3857142857143
2020-05-15,"United States","Indiana",501.428571428571,34.8571428571429,-5.71428571428572,1.71428571428571,6.80580999258902,158.464285714286,47.5392857142857
2020-05-16,"United States","Indiana",506.857142857143,35.8571428571429,5.42857142857139,1,6.87949112641193,149.75,44.925
2020-05-17,"United States","Indiana",521.714285714286,34.7142857142857,14.8571428571428,-1.14285714285714,7.08114475582198,147.142857142857,44.1428571428572
2020-05-18,"United States","Indiana",518.285714285714,32.1428571428571,-3.42857142857133,-2.57142857142857,7.03460930288119,146.214285714286,43.8642857142857
2020-05-19,"United States","Indiana",511.142857142857,35.1428571428571,-7.14285714285717,3,6.9376604425879,128.678571428572,38.6035714285714
2020-05-20,"United States","Indiana",543,35,31.8571428571428,-0.142857142857146,7.37005235949598,126.785714285714,38.0357142857143
2020-05-21,"United States","Indiana",554.714285714286,38.1428571428571,11.7142857142857,3.14285714285715,7.52904849037699,125.357142857143,37.6071428571428
2020-05-22,"United States","Indiana",536.142857142857,35.7142857142857,-18.5714285714286,-2.42857142857143,7.27698145361442,126.714285714286,38.0142857142857
2020-05-23,"United States","Indiana",517.285714285714,31.8571428571429,-18.8571428571428,-3.85714285714286,7.02103646244013,130.428571428572,39.1285714285714
2020-05-24,"United States","Indiana",514,32.1428571428571,-3.28571428571433,0.285714285714288,6.97643998670522,129.571428571428,38.8714285714285
2020-05-25,"United States","Indiana",494.285714285714,31.2857142857143,-19.7142857142857,-0.857142857142861,6.70886113229573,127.785714285714,38.3357142857143
2020-05-26,"United States","Indiana",481.857142857143,25.7142857142857,-12.4285714285714,-5.57142857142857,6.54017011538541,135.75,40.725
2020-05-27,"United States","Indiana",451.857142857143,23.7142857142857,-30,-2,6.13298490215359,138.678571428572,41.6035714285714
2020-05-28,"United States","Indiana",447.428571428571,22.1428571428571,-4.42857142857139,-1.57142857142857,6.07287660877174,134.035714285714,40.2107142857143
2020-05-29,"United States","Indiana",449.857142857143,24.1428571428571,2.42857142857139,2,6.10583922127147,129.321428571428,38.7964285714285
2020-05-30,"United States","Indiana",472.857142857143,23,23,-1.14285714285714,6.41801455141587,128.5,38.55
2020-05-31,"United States","Indiana",456.857142857143,22.5714285714286,-16,-0.428571428571427,6.2008491043589,123.571428571428,37.0714285714285
2020-06-01,"United States","Indiana",445,22.7142857142857,-11.8571428571428,0.142857142857142,6.03991399627203,120.464285714286,36.1392857142857
2020-06-02,"United States","Indiana",451.285714285714,27.5714285714286,6.28571428571428,4.85714285714286,6.12522899333012,112.964285714286,33.8892857142857
2020-06-03,"United States","Indiana",467.857142857143,25.2857142857143,16.5714285714286,-2.28571428571429,6.35015034921056,111.857142857143,33.5571428571428
2020-06-04,"United States","Indiana",432.571428571429,23.2857142857143,-35.2857142857143,-2,5.87122297936171,112.464285714286,33.7392857142857
2020-06-05,"United States","Indiana",431.428571428571,21.1428571428571,-1.14285714285711,-2.14285714285714,5.85571116171477,118.214285714286,35.4642857142857
2020-06-06,"United States","Indiana",398,23.8571428571429,-33.4285714285714,2.71428571428572,5.40199049554218,114.214285714286,34.2642857142857
2020-06-07,"United States","Indiana",403.285714285714,24.1428571428571,5.28571428571428,0.285714285714285,5.47373265215921,111.25,33.375
2020-06-08,"United States","Indiana",399,24.7142857142857,-4.28571428571428,0.571428571428573,5.41556333598324,112.821428571428,33.8464285714285
2020-06-09,"United States","Indiana",399.428571428571,20.2857142857143,0.428571428571445,-4.42857142857143,5.42138026760083,116.964285714286,35.0892857142857
2020-06-10,"United States","Indiana",375,21.1428571428571,-24.4285714285714,0.857142857142858,5.08981516539778,108.142857142857,32.4428571428572
2020-06-11,"United States","Indiana",378.857142857143,21.2857142857143,3.85714285714283,0.142857142857142,5.14216754995616,107.857142857143,32.3571428571428
2020-06-12,"United States","Indiana",366.857142857143,19.7142857142857,-12,-1.57142857142857,4.97929346466343,99.5,29.85
2020-06-13,"United States","Indiana",363.714285714286,17.2857142857143,-3.14285714285711,-2.42857142857143,4.93663596613438,100.821428571428,30.2464285714285
2020-06-14,"United States","Indiana",358.857142857143,17,-4.85714285714289,-0.285714285714285,4.87071074113494,99.75,29.925
2020-06-15,"United States","Indiana",401,16.7142857142857,42.1428571428572,-0.285714285714285,5.44270901686536,99.8571428571427,29.9571428571428
2020-06-16,"United States","Indiana",393.285714285714,15.4285714285714,-7.71428571428572,-1.28571428571429,5.3380042477486,93.75,28.125
2020-06-17,"United States","Indiana",382.285714285714,17.1428571428571,-11,1.71428571428571,5.18870300289693,94.7142857142858,28.4142857142857
2020-06-18,"United States","Indiana",384.285714285714,15.8571428571429,2,-1.28571428571428,5.21584868377905,91.7142857142858,27.5142857142857
2020-06-19,"United States","Indiana",371.428571428571,17.1428571428571,-12.8571428571428,1.28571428571428,5.04134073525113,90.9285714285715,27.2785714285714
2020-06-20,"United States","Indiana",359.714285714286,17.5714285714286,-11.7142857142857,0.428571428571431,4.88234460437014,89.7142857142858,26.9142857142857
2020-06-21,"United States","Indiana",359.142857142857,16.8571428571429,-0.571428571428555,-0.714285714285715,4.87458869554667,100.25,30.075
2020-06-22,"United States","Indiana",314.714285714286,17.1428571428571,-44.4285714285714,0.285714285714285,4.27156678452241,98.3214285714285,29.4964285714285
2020-06-23,"United States","Indiana",297.857142857143,17.4285714285714,-16.8571428571429,0.285714285714285,4.04276747423024,95.5714285714285,28.6714285714285
2020-06-24,"United States","Indiana",303.857142857143,14.7142857142857,6,-2.71428571428571,4.1242045168766,96.0714285714285,28.8214285714285
2020-06-25,"United States","Indiana",316.714285714286,13.5714285714286,12.8571428571429,-1.14285714285714,4.29871246540453,92.8571428571427,27.8571428571428
2020-06-26,"United States","Indiana",342,11.2857142857143,25.2857142857143,-2.28571428571428,4.64191143084277,89.9285714285715,26.9785714285714
2020-06-27,"United States","Indiana",359.142857142857,11.4285714285714,17.1428571428572,0.142857142857142,4.87458869554667,89.7857142857142,26.9357142857143
2020-06-28,"United States","Indiana",358.142857142857,11.2857142857143,-1,-0.142857142857142,4.86101585510561,78.6785714285715,23.6035714285714
2020-06-29,"United States","Indiana",370.714285714286,10.1428571428571,12.5714285714286,-1.14285714285714,5.03164584922181,74.4642857142858,22.3392857142857
2020-06-30,"United States","Indiana",389,10.1428571428571,18.2857142857143,0,5.27983493157263,75.9642857142858,22.7892857142857
2020-07-01,"United States","Indiana",401.714285714286,10.2857142857143,12.7142857142857,0.142857142857144,5.45240390289469,79.1785714285715,23.7535714285715
2020-07-02,"United States","Indiana",390.285714285714,10.8571428571429,-11.4285714285714,0.571428571428571,5.29728572642542,85.5,25.65
2020-07-03,"United States","Indiana",396.428571428571,12.2857142857143,6.14285714285717,1.42857142857143,5.38066174627765,89.7857142857142,26.9357142857143
2020-07-04,"United States","Indiana",408.142857142857,10.1428571428571,11.7142857142857,-2.14285714285714,5.53965787715865,89.5357142857142,26.8607142857143
2020-07-05,"United States","Indiana",467.285714285714,10.5714285714286,59.1428571428571,0.428571428571429,6.3423944403871,92.6785714285715,27.8035714285714
2020-07-06,"United States","Indiana",470.857142857143,10.5714285714286,3.57142857142856,0,6.39086887053375,97.25,29.175
2020-07-07,"United States","Indiana",433.142857142857,11,-37.7142857142857,0.428571428571429,5.87897888818517,100.428571428572,30.1285714285714
2020-07-08,"United States","Indiana",444.428571428571,11.7142857142857,11.2857142857143,0.714285714285714,6.03215808744856,97.5714285714285,29.2714285714285
2020-07-09,"United States","Indiana",455.428571428571,11,11,-0.714285714285714,6.18145933230023,99.1071428571427,29.7321428571428
2020-07-10,"United States","Indiana",483.571428571429,9.57142857142857,28.1428571428571,-1.42857142857143,6.56343784185581,102.035714285714,30.6107142857143
2020-07-11,"United States","Indiana",521,9.85714285714286,37.4285714285714,0.285714285714286,7.07144986979265,116.821428571428,35.0464285714285
2020-07-12,"United States","Indiana",487.285714285714,9.57142857142857,-33.7142857142857,-0.285714285714286,6.61385124920831,117.714285714286,35.3142857142857
2020-07-13,"United States","Indiana",501.857142857143,9.14285714285714,14.5714285714286,-0.428571428571429,6.81162692420663,108.285714285714,32.4857142857143
2020-07-14,"United States","Indiana",579.857142857143,8.28571428571429,78.0000000000001,-0.857142857142856,7.87030847860937,111.107142857143,33.3321428571428
2020-07-15,"United States","Indiana",615.285714285714,7.57142857142857,35.4285714285714,-0.714285714285715,8.35117482566408,113.857142857143,34.1571428571428
2020-07-16,"United States","Indiana",643.571428571429,8,28.2857142857142,0.428571428571429,8.73509231242553,120.892857142857,36.2678571428572
2020-07-17,"United States","Indiana",644.714285714286,7.85714285714286,1.14285714285711,-0.142857142857143,8.75060413007245,130.25,39.075
2020-07-18,"United States","Indiana",653.571428571429,9.14285714285714,8.85714285714289,1.28571428571429,8.87082071683614,121.821428571428,36.5464285714285
2020-07-19,"United States","Indiana",708.428571428571,8.85714285714286,54.8571428571429,-0.285714285714285,9.6153879638886,125.464285714286,37.6392857142857
2020-07-20,"United States","Indiana",738.428571428571,9,30,0.142857142857142,10.0225731771204,144.964285714286,43.4892857142857
2020-07-21,"United States","Indiana",747.285714285714,10.1428571428571,8.85714285714289,1.14285714285714,10.1427897638841,153.821428571428,46.1464285714286
2020-07-22,"United States","Indiana",757.571428571429,11.1428571428571,10.2857142857142,1,10.2823961227065,160.892857142857,48.2678571428572
2020-07-23,"United States","Indiana",788.857142857143,12.1428571428571,31.2857142857143,1,10.7070321307911,161.178571428572,48.3535714285714
2020-07-24,"United States","Indiana",826.428571428571,11.5714285714286,37.5714285714286,-0.571428571428571,11.2169831359338,163.392857142857,49.0178571428572
2020-07-25,"United States","Indiana",838,10.7142857142857,11.5714285714286,-0.857142857142858,11.3740402896089,177.107142857143,53.1321428571428
2020-07-26,"United States","Indiana",828.714285714286,11.5714285714286,-9.28571428571433,0.857142857142858,11.2480067712276,184.607142857143,55.3821428571428
2020-07-27,"United States","Indiana",814.428571428571,11.5714285714286,-14.2857142857142,0,11.054109050641,186.821428571428,56.0464285714285
2020-07-28,"United States","Indiana",823.142857142857,11.1428571428571,8.71428571428567,-0.428571428571429,11.1723866601989,189.392857142857,56.8178571428572
2020-07-29,"United States","Indiana",803.714285714286,9.85714285714286,-19.4285714285714,-1.28571428571428,10.9086857602011,197.214285714286,59.1642857142857
2020-07-30,"United States","Indiana",807.285714285714,9.42857142857143,3.57142857142867,-0.428571428571429,10.9571601903477,206.607142857143,61.9821428571428
2020-07-31,"United States","Indiana",793.714285714286,11.5714285714286,-13.5714285714287,2.14285714285714,10.7729573557905,209.5,62.85
2020-08-01,"United States","Indiana",800.285714285714,10.8571428571429,6.57142857142867,-0.714285714285714,10.8621503072603,207.178571428572,62.1535714285714
2020-08-02,"United States","Indiana",783.571428571429,10.2857142857143,-16.7142857142858,-0.571428571428571,10.635289974174,203.607142857143,61.0821428571428
2020-08-03,"United States","Indiana",789.428571428571,10.5714285714286,5.85714285714289,0.285714285714285,10.7147880396145,205.785714285714,61.7357142857143
2020-08-04,"United States","Indiana",796.714285714286,10.2857142857143,7.28571428571422,-0.285714285714285,10.8136758771137,200.928571428572,60.2785714285714
2020-08-05,"United States","Indiana",810.857142857143,10.7142857142857,14.1428571428572,0.428571428571427,11.0056346204944,201.821428571428,60.5464285714285
2020-08-06,"United States","Indiana",823.142857142857,9.57142857142857,12.2857142857142,-1.14285714285714,11.1723866601989,198.428571428572,59.5285714285714
2020-08-07,"United States","Indiana",871.428571428571,8.28571428571429,48.2857142857143,-1.28571428571428,11.8277609557815,200.071428571428,60.0214285714285
2020-08-08,"United States","Indiana",880.714285714286,9.28571428571429,9.28571428571422,1,11.9537944741628,195.892857142857,58.7678571428572
2020-08-09,"United States","Indiana",924.428571428571,9.42857142857143,43.7142857142858,0.142857142857142,12.5471214991577,197.357142857143,59.2071428571428
2020-08-10,"United States","Indiana",937,9.14285714285714,12.5714285714286,-0.285714285714286,12.7177514932739,199.178571428572,59.7535714285714
2020-08-11,"United States","Indiana",943.857142857143,10.4285714285714,6.85714285714289,1.28571428571429,12.8108223991555,202.714285714286,60.8142857142857
2020-08-12,"United States","Indiana",935.285714285714,11.2857142857143,-8.57142857142856,0.857142857142858,12.6944837668035,205.785714285714,61.7357142857143
2020-08-13,"United States","Indiana",935.714285714286,13.1428571428571,0.428571428571331,1.85714285714286,12.7003006984211,217.857142857143,65.3571428571428
2020-08-14,"United States","Indiana",911.142857142857,12.8571428571429,-24.5714285714286,-0.285714285714285,12.3667966190122,220.178571428572,66.0535714285714
2020-08-15,"United States","Indiana",912.714285714286,13.1428571428571,1.57142857142856,0.285714285714285,12.3881253682767,231.107142857143,69.3321428571428
2020-08-16,"United States","Indiana",869.571428571429,13.1428571428571,-43.1428571428571,0,11.8025542521053,234.25,70.275
2020-08-17,"United States","Indiana",859.142857142857,13,-10.4285714285714,-0.142857142857142,11.661008916077,235.964285714286,70.7892857142857
2020-08-18,"United States","Indiana",855,13.7142857142857,-4.14285714285711,0.714285714285714,11.6047785771069,233.821428571428,70.1464285714285
2020-08-19,"United States","Indiana",830.571428571429,13.4285714285714,-24.4285714285714,-0.285714285714285,11.2732134749039,233.928571428572,70.1785714285714
2020-08-20,"United States","Indiana",816,12.2857142857143,-14.5714285714286,-1.14285714285714,11.0754377999056,227.785714285714,68.3357142857143
2020-08-21,"United States","Indiana",812.142857142857,13.5714285714286,-3.85714285714289,1.28571428571428,11.0230854153472,228.178571428572,68.4535714285715
2020-08-22,"United States","Indiana",805.857142857143,12.8571428571429,-6.28571428571422,-0.714285714285714,10.9377704182891,217.392857142857,65.2178571428572
2020-08-23,"United States","Indiana",788.142857142857,12.4285714285714,-17.7142857142858,-0.428571428571429,10.6973372447617,214.785714285714,64.4357142857143
2020-08-24,"United States","Indiana",940.857142857143,12.8571428571429,152.714285714286,0.428571428571429,12.7701038778323,213.75,64.125
2020-08-25,"United States","Indiana",939.142857142857,10.8571428571429,-1.71428571428578,-2,12.7468361513619,207.642857142857,62.2928571428572
2020-08-26,"United States","Indiana",1003.28571428571,11.2857142857143,64.1428571428572,0.428571428571429,13.6174369167956,204,61.2
2020-08-27,"United States","Indiana",1032.42857142857,10.7142857142857,29.142857142857,-0.571428571428573,14.0129882667923,203.035714285714,60.9107142857143
2020-08-28,"United States","Indiana",999.428571428571,9.85714285714286,-32.9999999999999,-0.857142857142856,13.5650845322373,201.464285714286,60.4392857142857
2020-08-29,"United States","Indiana",1016.71428571429,9.57142857142857,17.2857142857142,-0.285714285714286,13.7997007741471,197.035714285714,59.1107142857143
