"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-02-10,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-11,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-12,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-13,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-14,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-15,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-16,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-17,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-18,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-19,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-20,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-21,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-22,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-23,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-24,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-25,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-26,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-27,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-28,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-02-29,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-01,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-02,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-03,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-04,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-05,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-06,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-07,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-08,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-09,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-10,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-11,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-12,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-13,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-14,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-15,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-03-16,"United States","Virgin Islands",0.142857142857143,0,0.142857142857143,0,0.00134283648383432,0,0
2020-03-17,"United States","Virgin Islands",0.285714285714286,0,0.142857142857143,0,0.00268567296766863,0,0
2020-03-18,"United States","Virgin Islands",0.285714285714286,0,0,0,0.00268567296766863,0,0
2020-03-19,"United States","Virgin Islands",0.428571428571429,0,0.142857142857143,0,0.00402850945150295,0,0
2020-03-20,"United States","Virgin Islands",0.428571428571429,0,0,0,0.00402850945150295,0,0
2020-03-21,"United States","Virgin Islands",0.857142857142857,0,0.428571428571429,0,0.00805701890300589,0,0
2020-03-22,"United States","Virgin Islands",0.857142857142857,0,0,0,0.00805701890300589,0.0357142857142857,0.0107142857142857
2020-03-23,"United States","Virgin Islands",0.857142857142857,0,0,0,0.00805701890300589,0.0714285714285715,0.0214285714285714
2020-03-24,"United States","Virgin Islands",2.14285714285714,0,1.28571428571429,0,0.0201425472575147,0.0714285714285715,0.0214285714285714
2020-03-25,"United States","Virgin Islands",2.14285714285714,0,0,0,0.0201425472575147,0.107142857142857,0.0321428571428572
2020-03-26,"United States","Virgin Islands",2,0,-0.142857142857143,0,0.0187997107736804,0.107142857142857,0.0321428571428572
2020-03-27,"United States","Virgin Islands",2.28571428571429,0,0.285714285714286,0,0.0214853837413491,0.214285714285714,0.0642857142857143
2020-03-28,"United States","Virgin Islands",2.28571428571429,0,0,0,0.0214853837413491,0.214285714285714,0.0642857142857143
2020-03-29,"United States","Virgin Islands",2.42857142857143,0,0.142857142857143,0,0.0228282202251834,0.214285714285714,0.0642857142857143
2020-03-30,"United States","Virgin Islands",3.28571428571429,0,0.857142857142857,0,0.0308852391281893,0.535714285714285,0.160714285714286
2020-03-31,"United States","Virgin Islands",1.85714285714286,0,-1.42857142857143,0,0.0174568742898461,0.535714285714285,0.160714285714286
2020-04-01,"United States","Virgin Islands",1.85714285714286,0,0,0,0.0174568742898461,0.5,0.15
2020-04-02,"United States","Virgin Islands",1.85714285714286,0,0,0,0.0174568742898461,0.571428571428573,0.171428571428572
2020-04-03,"United States","Virgin Islands",2.57142857142857,0,0.714285714285714,0,0.0241710567090177,0.571428571428573,0.171428571428572
2020-04-04,"United States","Virgin Islands",2.57142857142857,0,0,0,0.0241710567090177,0.607142857142858,0.182142857142857
2020-04-05,"United States","Virgin Islands",2.71428571428571,0.142857142857143,0.142857142857143,0.142857142857143,0.025513893192852,0.821428571428573,0.246428571428572
2020-04-06,"United States","Virgin Islands",1.85714285714286,0.142857142857143,-0.857142857142857,0,0.0174568742898461,0.464285714285715,0.139285714285715
2020-04-07,"United States","Virgin Islands",1.85714285714286,0.142857142857143,0,0,0.0174568742898461,0.464285714285715,0.139285714285715
2020-04-08,"United States","Virgin Islands",2.14285714285714,0.142857142857143,0.285714285714286,0,0.0201425472575147,0.464285714285715,0.139285714285715
2020-04-09,"United States","Virgin Islands",2.14285714285714,0.142857142857143,0,0,0.0201425472575147,0.642857142857142,0.192857142857143
2020-04-10,"United States","Virgin Islands",1.85714285714286,0.142857142857143,-0.285714285714286,0,0.0174568742898461,0.642857142857142,0.192857142857143
2020-04-11,"United States","Virgin Islands",1.57142857142857,0.142857142857143,-0.285714285714286,0,0.0147712013221775,0.678571428571427,0.203571428571428
2020-04-12,"United States","Virgin Islands",1.28571428571429,0,-0.285714285714286,-0.142857142857143,0.0120855283545089,0.464285714285715,0.139285714285715
2020-04-13,"United States","Virgin Islands",1.14285714285714,0,-0.142857142857143,0,0.0107426918706745,0.464285714285715,0.139285714285715
2020-04-14,"United States","Virgin Islands",1.14285714285714,0,0,0,0.0107426918706745,0.535714285714285,0.160714285714286
2020-04-15,"United States","Virgin Islands",0.857142857142857,0,-0.285714285714286,0,0.00805701890300589,0.535714285714285,0.160714285714286
2020-04-16,"United States","Virgin Islands",0.857142857142857,0,0,0,0.00805701890300589,0.464285714285715,0.139285714285715
2020-04-17,"United States","Virgin Islands",0.142857142857143,0.142857142857143,-0.714285714285714,0.142857142857143,0.00134283648383432,0.392857142857143,0.117857142857143
2020-04-18,"United States","Virgin Islands",0.285714285714286,0.285714285714286,0.142857142857143,0.142857142857143,0.00268567296766863,0.321428571428573,0.0964285714285718
2020-04-19,"United States","Virgin Islands",0.285714285714286,0.285714285714286,0,0,0.00268567296766863,0.285714285714285,0.0857142857142855
2020-04-20,"United States","Virgin Islands",0.285714285714286,0.285714285714286,0,0,0.00268567296766863,0.285714285714285,0.0857142857142855
2020-04-21,"United States","Virgin Islands",0.285714285714286,0.285714285714286,0,0,0.00268567296766863,0.214285714285714,0.0642857142857143
2020-04-22,"United States","Virgin Islands",0.428571428571429,0.285714285714286,0.142857142857143,0,0.00402850945150295,0.214285714285714,0.0642857142857143
2020-04-23,"United States","Virgin Islands",0.428571428571429,0.285714285714286,0,0,0.00402850945150295,0.0357142857142857,0.0107142857142857
2020-04-24,"United States","Virgin Islands",0.428571428571429,0.142857142857143,0,-0.142857142857143,0.00402850945150295,0.0714285714285715,0.0214285714285714
2020-04-25,"United States","Virgin Islands",0.285714285714286,0,-0.142857142857143,-0.142857142857143,0.00268567296766863,0.0714285714285715,0.0214285714285714
2020-04-26,"United States","Virgin Islands",0.571428571428571,0.142857142857143,0.285714285714286,0.142857142857143,0.00537134593533726,0.0714285714285715,0.0214285714285714
2020-04-27,"United States","Virgin Islands",0.571428571428571,0.142857142857143,0,0,0.00537134593533726,0.0714285714285715,0.0214285714285714
2020-04-28,"United States","Virgin Islands",0.571428571428571,0.142857142857143,0,0,0.00537134593533726,0.107142857142857,0.0321428571428572
2020-04-29,"United States","Virgin Islands",0.428571428571429,0.142857142857143,-0.142857142857143,0,0.00402850945150295,0.107142857142857,0.0321428571428572
2020-04-30,"United States","Virgin Islands",1.71428571428571,0.142857142857143,1.28571428571429,0,0.0161140378060118,0.107142857142857,0.0321428571428572
2020-05-01,"United States","Virgin Islands",1.71428571428571,0.142857142857143,0,0,0.0161140378060118,0.0714285714285715,0.0214285714285714
2020-05-02,"United States","Virgin Islands",1.57142857142857,0.142857142857143,-0.142857142857143,0,0.0147712013221775,0.142857142857143,0.0428571428571428
2020-05-03,"United States","Virgin Islands",1.28571428571429,0,-0.285714285714286,-0.142857142857143,0.0120855283545089,0.142857142857143,0.0428571428571428
2020-05-04,"United States","Virgin Islands",1.28571428571429,0,0,0,0.0120855283545089,0.142857142857143,0.0428571428571428
2020-05-05,"United States","Virgin Islands",1.28571428571429,0,0,0,0.0120855283545089,0.107142857142857,0.0321428571428572
2020-05-06,"United States","Virgin Islands",1.28571428571429,0,0,0,0.0120855283545089,0.428571428571427,0.128571428571428
2020-05-07,"United States","Virgin Islands",0,0,-1.28571428571429,0,0,0.428571428571427,0.128571428571428
2020-05-08,"United States","Virgin Islands",0.285714285714286,0,0.285714285714286,0,0.00268567296766863,0.392857142857143,0.117857142857143
2020-05-09,"United States","Virgin Islands",0.285714285714286,0,0,0,0.00268567296766863,0.321428571428573,0.0964285714285718
2020-05-10,"United States","Virgin Islands",0.428571428571429,0,0.142857142857143,0,0.00402850945150295,0.321428571428573,0.0964285714285718
2020-05-11,"United States","Virgin Islands",0.428571428571429,0.142857142857143,0,0.142857142857143,0.00402850945150295,0.321428571428573,0.0964285714285718
2020-05-12,"United States","Virgin Islands",0.428571428571429,0.285714285714286,0,0.142857142857143,0.00402850945150295,0.321428571428573,0.0964285714285718
2020-05-13,"United States","Virgin Islands",0.428571428571429,0.285714285714286,0,0,0.00402850945150295,0,0
2020-05-14,"United States","Virgin Islands",0.428571428571429,0.285714285714286,0,0,0.00402850945150295,0.0714285714285715,0.0214285714285714
2020-05-15,"United States","Virgin Islands",0.142857142857143,0.285714285714286,-0.285714285714286,0,0.00134283648383432,0.0714285714285715,0.0214285714285714
2020-05-16,"United States","Virgin Islands",0.142857142857143,0.285714285714286,0,0,0.00134283648383432,0.107142857142857,0.0321428571428572
2020-05-17,"United States","Virgin Islands",0,0.285714285714286,-0.142857142857143,0,0,0.107142857142857,0.0321428571428572
2020-05-18,"United States","Virgin Islands",0,0.142857142857143,0,-0.142857142857143,0,0.107142857142857,0.0321428571428572
2020-05-19,"United States","Virgin Islands",0,0,0,-0.142857142857143,0,0.107142857142857,0.0321428571428572
2020-05-20,"United States","Virgin Islands",0,0,0,0,0,0.107142857142857,0.0321428571428572
2020-05-21,"United States","Virgin Islands",0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-05-22,"United States","Virgin Islands",0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-05-23,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-24,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-25,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-26,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-27,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-28,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-29,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-30,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-05-31,"United States","Virgin Islands",0,0,0,0,0,0,0
2020-06-01,"United States","Virgin Islands",0.142857142857143,0,0.142857142857143,0,0.00134283648383432,0,0
2020-06-02,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0,0
2020-06-03,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0,0
2020-06-04,"United States","Virgin Islands",0.285714285714286,0,0.142857142857143,0,0.00268567296766863,0,0
2020-06-05,"United States","Virgin Islands",0.285714285714286,0,0,0,0.00268567296766863,0,0
2020-06-06,"United States","Virgin Islands",0.285714285714286,0,0,0,0.00268567296766863,0,0
2020-06-07,"United States","Virgin Islands",0.285714285714286,0,0,0,0.00268567296766863,0.0357142857142857,0.0107142857142857
2020-06-08,"United States","Virgin Islands",0.142857142857143,0,-0.142857142857143,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-09,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-10,"United States","Virgin Islands",0.285714285714286,0,0.142857142857143,0,0.00268567296766863,0.0714285714285715,0.0214285714285714
2020-06-11,"United States","Virgin Islands",0.142857142857143,0,-0.142857142857143,0,0.00134283648383432,0.0714285714285715,0.0214285714285714
2020-06-12,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0714285714285715,0.0214285714285714
2020-06-13,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0714285714285715,0.0214285714285714
2020-06-14,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-15,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-16,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0714285714285715,0.0214285714285714
2020-06-17,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-18,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-19,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-20,"United States","Virgin Islands",0.142857142857143,0,0,0,0.00134283648383432,0.0357142857142857,0.0107142857142857
2020-06-21,"United States","Virgin Islands",0.571428571428571,0,0.428571428571429,0,0.00537134593533726,0.0357142857142857,0.0107142857142857
2020-06-22,"United States","Virgin Islands",0.571428571428571,0,0,0,0.00537134593533726,0.0357142857142857,0.0107142857142857
2020-06-23,"United States","Virgin Islands",0.571428571428571,0,0,0,0.00537134593533726,0.0357142857142857,0.0107142857142857
2020-06-24,"United States","Virgin Islands",0.428571428571429,0,-0.142857142857143,0,0.00402850945150295,0.0357142857142857,0.0107142857142857
2020-06-25,"United States","Virgin Islands",1,0,0.571428571428571,0,0.00939985538684021,0.0357142857142857,0.0107142857142857
2020-06-26,"United States","Virgin Islands",1.14285714285714,0,0.142857142857143,0,0.0107426918706745,0.0357142857142857,0.0107142857142857
2020-06-27,"United States","Virgin Islands",1.14285714285714,0,0,0,0.0107426918706745,0.142857142857143,0.0428571428571428
2020-06-28,"United States","Virgin Islands",0.714285714285714,0,-0.428571428571428,0,0.00671418241917158,0.142857142857143,0.0428571428571428
2020-06-29,"United States","Virgin Islands",0.714285714285714,0,0,0,0.00671418241917158,0.142857142857143,0.0428571428571428
2020-06-30,"United States","Virgin Islands",0.714285714285714,0,0,0,0.00671418241917158,0.107142857142857,0.0321428571428572
2020-07-01,"United States","Virgin Islands",2,0,1.28571428571429,0,0.0187997107736804,0.25,0.075
2020-07-02,"United States","Virgin Islands",1.71428571428571,0,-0.285714285714286,0,0.0161140378060118,0.285714285714285,0.0857142857142855
2020-07-03,"United States","Virgin Islands",2.42857142857143,0,0.714285714285714,0,0.0228282202251834,0.285714285714285,0.0857142857142855
2020-07-04,"United States","Virgin Islands",4.28571428571429,0,1.85714285714286,0,0.0402850945150295,0.178571428571428,0.0535714285714285
2020-07-05,"United States","Virgin Islands",4.28571428571429,0,0,0,0.0402850945150295,0.178571428571428,0.0535714285714285
2020-07-06,"United States","Virgin Islands",4.42857142857143,0,0.142857142857143,0,0.0416279309988638,0.178571428571428,0.0535714285714285
2020-07-07,"United States","Virgin Islands",5,0,0.571428571428571,0,0.0469992769342011,0.5,0.15
2020-07-08,"United States","Virgin Islands",4.57142857142857,0,-0.428571428571429,0,0.0429707674826981,0.428571428571427,0.128571428571428
2020-07-09,"United States","Virgin Islands",7.42857142857143,0,2.85714285714286,0,0.0698274971593844,0.607142857142858,0.182142857142857
2020-07-10,"United States","Virgin Islands",7.85714285714286,0,0.428571428571428,0,0.0738560066108874,1.07142857142857,0.321428571428572
2020-07-11,"United States","Virgin Islands",8,0,0.142857142857143,0,0.0751988430947217,1.07142857142857,0.321428571428572
2020-07-12,"United States","Virgin Islands",10,0,2,0,0.0939985538684021,1.10714285714286,0.332142857142857
2020-07-13,"United States","Virgin Islands",13.4285714285714,0,3.42857142857143,0,0.126226629480425,1.25,0.375
2020-07-14,"United States","Virgin Islands",12.8571428571429,0,-0.571428571428571,0,0.120855283545089,1.14285714285714,0.342857142857143
2020-07-15,"United States","Virgin Islands",17.2857142857143,0,4.42857142857143,0,0.162483214543952,1.85714285714286,0.557142857142857
2020-07-16,"United States","Virgin Islands",15,0,-2.28571428571428,0,0.140997830802603,1.96428571428572,0.589285714285715
2020-07-17,"United States","Virgin Islands",15.7142857142857,0,0.714285714285714,0,0.147712013221775,2,0.6
2020-07-18,"United States","Virgin Islands",16.5714285714286,0,0.857142857142859,0,0.155769032124781,2.5,0.75
2020-07-19,"United States","Virgin Islands",14.5714285714286,0,-2,0,0.1369693213511,3.35714285714285,1.00714285714285
2020-07-20,"United States","Virgin Islands",14,0,-0.571428571428571,0,0.131597975415763,3.21428571428573,0.964285714285718
2020-07-21,"United States","Virgin Islands",14,0,0,0,0.131597975415763,4.32142857142857,1.29642857142857
2020-07-22,"United States","Virgin Islands",11,0.142857142857143,-3,0.142857142857143,0.103398409255242,3.75,1.125
2020-07-23,"United States","Virgin Islands",12.4285714285714,0.142857142857143,1.42857142857143,0,0.116826774093585,3.92857142857142,1.17857142857143
2020-07-24,"United States","Virgin Islands",12.7142857142857,0.142857142857143,0.285714285714285,0,0.119512447061254,4.14285714285715,1.24285714285715
2020-07-25,"United States","Virgin Islands",9.85714285714286,0.142857142857143,-2.85714285714286,0,0.0926557173845678,3.64285714285715,1.09285714285714
2020-07-26,"United States","Virgin Islands",9.85714285714286,0.142857142857143,0,0,0.0926557173845678,3.5,1.05
2020-07-27,"United States","Virgin Islands",8.57142857142857,0.142857142857143,-1.28571428571429,0,0.0805701890300589,3.5,1.05
2020-07-28,"United States","Virgin Islands",10.1428571428571,0.142857142857143,1.57142857142857,0,0.095341390352236,2.75,0.825
2020-07-29,"United States","Virgin Islands",9.28571428571429,0.142857142857143,-0.857142857142856,0,0.0872843714492306,3.10714285714285,0.932142857142855
2020-07-30,"United States","Virgin Islands",7,0.142857142857143,-2.28571428571429,0,0.0657989877078815,3.17857142857142,0.953571428571427
2020-07-31,"United States","Virgin Islands",7.71428571428571,0.142857142857143,0.714285714285714,0,0.072513170127053,2.46428571428571,0.739285714285714
2020-08-01,"United States","Virgin Islands",9.85714285714286,0.142857142857143,2.14285714285714,0,0.0926557173845678,2.46428571428571,0.739285714285714
2020-08-02,"United States","Virgin Islands",9.85714285714286,0.142857142857143,0,0,0.0926557173845678,2.14285714285714,0.642857142857143
2020-08-03,"United States","Virgin Islands",10.7142857142857,0.142857142857143,0.857142857142856,0,0.100712736287574,2.53571428571427,0.760714285714282
2020-08-04,"United States","Virgin Islands",12.5714285714286,0.142857142857143,1.85714285714286,0,0.11816961057742,2.32142857142857,0.696428571428572
2020-08-05,"United States","Virgin Islands",13.7142857142857,0,1.14285714285714,-0.142857142857143,0.128912302448094,1.75,0.525
2020-08-06,"United States","Virgin Islands",16.5714285714286,0.142857142857143,2.85714285714286,0.142857142857143,0.155769032124781,1.92857142857143,0.578571428571428
2020-08-07,"United States","Virgin Islands",16.5714285714286,0.142857142857143,0,0,0.155769032124781,2.46428571428571,0.739285714285714
2020-08-08,"United States","Virgin Islands",15.2857142857143,0.142857142857143,-1.28571428571429,0,0.143683503770272,2.46428571428571,0.739285714285714
2020-08-09,"United States","Virgin Islands",15.2857142857143,0.142857142857143,0,0,0.143683503770272,2.67857142857142,0.803571428571427
2020-08-10,"United States","Virgin Islands",15.4285714285714,0.142857142857143,0.142857142857142,0,0.145026340254106,3.14285714285715,0.942857142857145
2020-08-11,"United States","Virgin Islands",16.1428571428571,0.142857142857143,0.714285714285714,0,0.151740522673277,3.42857142857142,1.02857142857143
2020-08-12,"United States","Virgin Islands",22.5714285714286,0.142857142857143,6.42857142857143,0,0.212168164445822,4.14285714285715,1.24285714285715
2020-08-13,"United States","Virgin Islands",25.8571428571429,0,3.28571428571428,-0.142857142857143,0.243053403574012,4.14285714285715,1.24285714285715
2020-08-14,"United States","Virgin Islands",26,0,0.142857142857142,0,0.244396240057845,3.82142857142858,1.14642857142857
2020-08-15,"United States","Virgin Islands",29.4285714285714,0,3.42857142857143,0,0.276624315669869,3.82142857142858,1.14642857142857
2020-08-16,"United States","Virgin Islands",30.4285714285714,0,1,0,0.286024171056709,3.85714285714285,1.15714285714286
2020-08-17,"United States","Virgin Islands",30.4285714285714,0,0,0,0.286024171056709,4.03571428571427,1.21071428571428
2020-08-18,"United States","Virgin Islands",31.4285714285714,0,1,0,0.295424026443549,5.64285714285715,1.69285714285715
2020-08-19,"United States","Virgin Islands",27,0,-4.42857142857143,0,0.253796095444686,6.46428571428573,1.93928571428572
2020-08-20,"United States","Virgin Islands",26.7142857142857,0.142857142857143,-0.285714285714285,0.142857142857143,0.251110422477017,6.5,1.95
2020-08-21,"United States","Virgin Islands",32.5714285714286,0.142857142857143,5.85714285714285,0,0.306166718314224,7.35714285714285,2.20714285714285
2020-08-22,"United States","Virgin Islands",32.2857142857143,0.142857142857143,-0.285714285714285,0,0.303481045346556,7.60714285714285,2.28214285714285
2020-08-23,"United States","Virgin Islands",34.1428571428571,0.285714285714286,1.85714285714286,0.142857142857143,0.320937919636401,7.60714285714285,2.28214285714285
2020-08-24,"United States","Virgin Islands",32,0.285714285714286,-2.14285714285715,0,0.300795372378887,7.85714285714285,2.35714285714285
2020-08-25,"United States","Virgin Islands",28.8571428571429,0.428571428571429,-3.14285714285714,0.142857142857143,0.271252969734532,6.75,2.025
2020-08-26,"United States","Virgin Islands",28.8571428571429,0.714285714285714,0,0.285714285714286,0.271252969734532,6.67857142857143,2.00357142857143
2020-08-27,"United States","Virgin Islands",26.1428571428571,0.571428571428571,-2.71428571428572,-0.142857142857143,0.245739076541679,8.14285714285715,2.44285714285714
2020-08-28,"United States","Virgin Islands",20.4285714285714,0.571428571428571,-5.71428571428572,0,0.192025617188307,8.07142857142857,2.42142857142857
2020-08-29,"United States","Virgin Islands",22.5714285714286,0.571428571428571,2.14285714285715,0,0.212168164445822,8.53571428571428,2.56071428571428
2020-08-30,"United States","Virgin Islands",21.2857142857143,0.428571428571429,-1.28571428571429,-0.142857142857143,0.200082636091313,8,2.4
2020-08-31,"United States","Virgin Islands",21.4285714285714,0.428571428571429,0.142857142857142,0,0.201425472575147,7.21428571428573,2.16428571428572
2020-09-01,"United States","Virgin Islands",20.7142857142857,0.428571428571429,-0.714285714285712,0,0.194711290155976,7.21428571428573,2.16428571428572
2020-09-02,"United States","Virgin Islands",16.2857142857143,0.142857142857143,-4.42857142857143,-0.285714285714286,0.153083359157112,6.53571428571427,1.96071428571428
2020-09-03,"United States","Virgin Islands",14,0.285714285714286,-2.28571428571428,0.142857142857143,0.131597975415763,5.10714285714285,1.53214285714285
2020-09-04,"United States","Virgin Islands",10.7142857142857,0.285714285714286,-3.28571428571429,0,0.100712736287574,5.64285714285715,1.69285714285715
2020-09-05,"United States","Virgin Islands",7,0.285714285714286,-3.71428571428571,0,0.0657989877078815,5.32142857142857,1.59642857142857
2020-09-06,"United States","Virgin Islands",7.42857142857143,0.428571428571429,0.428571428571429,0.142857142857143,0.0698274971593844,5.35714285714285,1.60714285714285
2020-09-07,"United States","Virgin Islands",8,0.428571428571429,0.571428571428571,0,0.0751988430947217,5.17857142857143,1.55357142857143
2020-09-08,"United States","Virgin Islands",6.85714285714286,0.428571428571429,-1.14285714285714,0,0.0644561512240472,4.07142857142857,1.22142857142857
2020-09-09,"United States","Virgin Islands",7.57142857142857,0.428571428571429,0.714285714285714,0,0.0711703336432187,3.5,1.05
2020-09-10,"United States","Virgin Islands",7.28571428571429,0.285714285714286,-0.285714285714286,-0.142857142857143,0.0684846606755501,2.67857142857142,0.803571428571427
2020-09-11,"United States","Virgin Islands",7.28571428571429,0.285714285714286,0,0,0.0684846606755501,1.75,0.525
2020-09-12,"United States","Virgin Islands",6.28571428571429,0.428571428571429,-1,0.142857142857143,0.0590848052887099,1.85714285714286,0.557142857142857
2020-09-13,"United States","Virgin Islands",5.57142857142857,0.285714285714286,-0.714285714285714,-0.142857142857143,0.0523706228695383,2,0.6
2020-09-14,"United States","Virgin Islands",4.42857142857143,0.285714285714286,-1.14285714285714,0,0.0416279309988638,1.71428571428572,0.514285714285714
