"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Libya","",0,0,0,0,0,0,0
2020-01-02,"Libya","",0,0,NA,NA,0,0,0
2020-01-03,"Libya","",0,0,NA,NA,0,0,0
2020-01-04,"Libya","",0,0,NA,NA,0,0,0
2020-01-05,"Libya","",0,0,NA,NA,0,0,0
2020-01-06,"Libya","",0,0,NA,NA,0,0,0
2020-01-07,"Libya","",0,0,NA,NA,0,0,0
2020-01-08,"Libya","",0,0,NA,NA,0,0,0
2020-01-09,"Libya","",0,0,NA,NA,0,0,0
2020-01-10,"Libya","",0,0,NA,NA,0,0,0
2020-01-11,"Libya","",0,0,NA,NA,0,0,0
2020-01-12,"Libya","",0,0,NA,NA,0,0,0
2020-01-13,"Libya","",0,0,NA,NA,0,0,0
2020-01-14,"Libya","",0,0,NA,NA,0,0,0
2020-01-15,"Libya","",0,0,NA,NA,0,0,0
2020-01-16,"Libya","",0,0,NA,NA,0,0,0
2020-01-17,"Libya","",0,0,NA,NA,0,0,0
2020-01-18,"Libya","",0,0,NA,NA,0,0,0
2020-01-19,"Libya","",0,0,NA,NA,0,0,0
2020-01-20,"Libya","",0,0,NA,NA,0,0,0
2020-01-21,"Libya","",0,0,NA,NA,0,0,0
2020-01-22,"Libya","",0,0,NA,NA,0,0,0
2020-01-23,"Libya","",0,0,NA,NA,0,0,0
2020-01-24,"Libya","",0,0,NA,NA,0,0,0
2020-01-25,"Libya","",0,0,NA,NA,0,0,0
2020-01-26,"Libya","",0,0,NA,NA,0,0,0
2020-01-27,"Libya","",0,0,NA,NA,0,0,0
2020-01-28,"Libya","",0,0,NA,NA,0,0,0
2020-01-29,"Libya","",0,0,NA,NA,0,0,0
2020-01-30,"Libya","",0,0,0,0,0,0,0
2020-01-31,"Libya","",0,0,0,0,0,0,0
2020-02-01,"Libya","",0,0,0,0,0,0,0
2020-02-02,"Libya","",0,0,0,0,0,0,0
2020-02-03,"Libya","",0,0,0,0,0,0,0
2020-02-04,"Libya","",0,0,0,0,0,0,0
2020-02-05,"Libya","",0,0,0,0,0,0,0
2020-02-06,"Libya","",0,0,0,0,0,0,0
2020-02-07,"Libya","",0,0,0,0,0,0,0
2020-02-08,"Libya","",0,0,0,0,0,0,0
2020-02-09,"Libya","",0,0,0,0,0,0,0
2020-02-10,"Libya","",0,0,0,0,0,0,0
2020-02-11,"Libya","",0,0,0,0,0,0,0
2020-02-12,"Libya","",0,0,0,0,0,0,0
2020-02-13,"Libya","",0,0,0,0,0,0,0
2020-02-14,"Libya","",0,0,0,0,0,0,0
2020-02-15,"Libya","",0,0,0,0,0,0,0
2020-02-16,"Libya","",0,0,0,0,0,0,0
2020-02-17,"Libya","",0,0,0,0,0,0,0
2020-02-18,"Libya","",0,0,0,0,0,0,0
2020-02-19,"Libya","",0,0,0,0,0,0,0
2020-02-20,"Libya","",0,0,0,0,0,0,0
2020-02-21,"Libya","",0,0,0,0,0,0,0
2020-02-22,"Libya","",0,0,0,0,0,0,0
2020-02-23,"Libya","",0,0,0,0,0,0,0
2020-02-24,"Libya","",0,0,0,0,0,0,0
2020-02-25,"Libya","",0,0,0,0,0,0,0
2020-02-26,"Libya","",0,0,0,0,0,0,0
2020-02-27,"Libya","",0,0,0,0,0,0,0
2020-02-28,"Libya","",0,0,0,0,0,0,0
2020-02-29,"Libya","",0,0,0,0,0,0,0
2020-03-01,"Libya","",0,0,0,0,0,0,0
2020-03-02,"Libya","",0,0,0,0,0,0,0
2020-03-03,"Libya","",0,0,0,0,0,0,0
2020-03-04,"Libya","",0,0,0,0,0,0,0
2020-03-05,"Libya","",0,0,0,0,0,0,0
2020-03-06,"Libya","",0,0,0,0,0,0,0
2020-03-07,"Libya","",0,0,0,0,0,0,0
2020-03-08,"Libya","",0,0,0,0,0,0,0
2020-03-09,"Libya","",0,0,0,0,0,0,0
2020-03-10,"Libya","",0,0,0,0,0,0,0
2020-03-11,"Libya","",0,0,0,0,0,0,0
2020-03-12,"Libya","",0,0,0,0,0,0,0
2020-03-13,"Libya","",0,0,0,0,0,0,0
2020-03-14,"Libya","",0,0,0,0,0,0,0
2020-03-15,"Libya","",0,0,0,0,0,0,0
2020-03-16,"Libya","",0,0,0,0,0,0,0
2020-03-17,"Libya","",0,0,0,0,0,0,0
2020-03-18,"Libya","",0,0,0,0,0,0,0
2020-03-19,"Libya","",0,0,0,0,0,0,0
2020-03-20,"Libya","",0,0,0,0,0,0,0
2020-03-21,"Libya","",0,0,0,0,0,0,0
2020-03-22,"Libya","",0,0,0,0,0,0,0
2020-03-23,"Libya","",0,0,0,0,0,0,0
2020-03-24,"Libya","",0.142857142857143,0,0.142857142857143,0,0.00198423780039041,0,0
2020-03-25,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0,0
2020-03-26,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0,0
2020-03-27,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0,0
2020-03-28,"Libya","",0.428571428571429,0,0.285714285714286,0,0.00595271340117123,0,0
2020-03-29,"Libya","",1.14285714285714,0,0.714285714285714,0,0.0158739024031232,0,0
2020-03-30,"Libya","",1.14285714285714,0,0,0,0.0158739024031232,0.0357142857142857,0.0107142857142857
2020-03-31,"Libya","",1.28571428571429,0,0.142857142857143,0,0.0178581402035137,0.0357142857142857,0.0107142857142857
2020-04-01,"Libya","",1.28571428571429,0,0,0,0.0178581402035137,0.0357142857142857,0.0107142857142857
2020-04-02,"Libya","",1.42857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.0198423780039041,0.0357142857142857,0.0107142857142857
2020-04-03,"Libya","",1.42857142857143,0.142857142857143,0,0,0.0198423780039041,0.107142857142857,0.0321428571428572
2020-04-04,"Libya","",2.14285714285714,0.142857142857143,0.714285714285714,0,0.0297635670058561,0.285714285714285,0.0857142857142855
2020-04-05,"Libya","",1.42857142857143,0.142857142857143,-0.714285714285714,0,0.0198423780039041,0.285714285714285,0.0857142857142855
2020-04-06,"Libya","",1.57142857142857,0.142857142857143,0.142857142857143,0,0.0218266158042945,0.321428571428573,0.0964285714285718
2020-04-07,"Libya","",1.42857142857143,0.142857142857143,-0.142857142857143,0,0.0198423780039041,0.321428571428573,0.0964285714285718
2020-04-08,"Libya","",1.57142857142857,0.142857142857143,0.142857142857143,0,0.0218266158042945,0.357142857142857,0.107142857142857
2020-04-09,"Libya","",1.85714285714286,0,0.285714285714286,-0.142857142857143,0.0257950914050754,0.357142857142857,0.107142857142857
2020-04-10,"Libya","",1.85714285714286,0,0,0,0.0257950914050754,0.535714285714285,0.160714285714286
2020-04-11,"Libya","",0.857142857142857,0,-1,0,0.0119054268023425,0.357142857142857,0.107142857142857
2020-04-12,"Libya","",1,0,0.142857142857143,0,0.0138896646027329,0.392857142857143,0.117857142857143
2020-04-13,"Libya","",1,0,0,0,0.0138896646027329,0.357142857142857,0.107142857142857
2020-04-14,"Libya","",2.14285714285714,0,1.14285714285714,0,0.0297635670058561,0.392857142857143,0.117857142857143
2020-04-15,"Libya","",3.85714285714286,0,1.71428571428571,0,0.0535744206105411,0.464285714285715,0.139285714285715
2020-04-16,"Libya","",3.57142857142857,0,-0.285714285714286,0,0.0496059450097602,0.464285714285715,0.139285714285715
2020-04-17,"Libya","",3.57142857142857,0,0,0,0.0496059450097602,0.214285714285714,0.0642857142857143
2020-04-18,"Libya","",3.57142857142857,0,0,0,0.0496059450097602,0.25,0.075
2020-04-19,"Libya","",3.71428571428571,0,0.142857142857143,0,0.0515901828101506,0.25,0.075
2020-04-20,"Libya","",3.57142857142857,0,-0.142857142857143,0,0.0496059450097602,0.535714285714285,0.160714285714286
2020-04-21,"Libya","",2.28571428571429,0,-1.28571428571429,0,0.0317478048062466,0.964285714285715,0.289285714285714
2020-04-22,"Libya","",1.57142857142857,0,-0.714285714285714,0,0.0218266158042945,0.892857142857142,0.267857142857143
2020-04-23,"Libya","",1.57142857142857,0.142857142857143,0,0.142857142857143,0.0218266158042945,0.892857142857142,0.267857142857143
2020-04-24,"Libya","",1.71428571428571,0.142857142857143,0.142857142857143,0,0.0238108536046849,0.892857142857142,0.267857142857143
2020-04-25,"Libya","",1.71428571428571,0.142857142857143,0,0,0.0238108536046849,0.928571428571427,0.278571428571428
2020-04-26,"Libya","",1.42857142857143,0.142857142857143,-0.285714285714286,0,0.0198423780039041,0.892857142857142,0.267857142857143
2020-04-27,"Libya","",1.42857142857143,0.142857142857143,0,0,0.0198423780039041,0.571428571428573,0.171428571428572
2020-04-28,"Libya","",1.42857142857143,0.142857142857143,0,0,0.0198423780039041,0.392857142857143,0.117857142857143
2020-04-29,"Libya","",0.285714285714286,0.142857142857143,-1.14285714285714,0,0.00396847560078082,0.392857142857143,0.117857142857143
2020-04-30,"Libya","",0.142857142857143,0.142857142857143,-0.142857142857143,0,0.00198423780039041,0.428571428571427,0.128571428571428
2020-05-01,"Libya","",0.285714285714286,0.142857142857143,0.142857142857143,0,0.00396847560078082,0.428571428571427,0.128571428571428
2020-05-02,"Libya","",0.285714285714286,0.142857142857143,0,0,0.00396847560078082,0.357142857142857,0.107142857142857
2020-05-03,"Libya","",0.285714285714286,0.142857142857143,0,0,0.00396847560078082,0.357142857142857,0.107142857142857
2020-05-04,"Libya","",0.285714285714286,0.142857142857143,0,0,0.00396847560078082,0.357142857142857,0.107142857142857
2020-05-05,"Libya","",0.285714285714286,0.142857142857143,0,0,0.00396847560078082,0.0714285714285715,0.0214285714285714
2020-05-06,"Libya","",0.428571428571429,0.142857142857143,0.142857142857143,0,0.00595271340117123,0.0357142857142857,0.0107142857142857
2020-05-07,"Libya","",0.428571428571429,0,0,-0.142857142857143,0.00595271340117123,0.0714285714285715,0.0214285714285714
2020-05-08,"Libya","",0.142857142857143,0,-0.285714285714286,0,0.00198423780039041,0.0714285714285715,0.0214285714285714
2020-05-09,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.0714285714285715,0.0214285714285714
2020-05-10,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.0714285714285715,0.0214285714285714
2020-05-11,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.0714285714285715,0.0214285714285714
2020-05-12,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.107142857142857,0.0321428571428572
2020-05-13,"Libya","",0,0,-0.142857142857143,0,0,0.107142857142857,0.0321428571428572
2020-05-14,"Libya","",0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-05-15,"Libya","",0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-05-16,"Libya","",0.142857142857143,0,0.142857142857143,0,0.00198423780039041,0.0357142857142857,0.0107142857142857
2020-05-17,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.0357142857142857,0.0107142857142857
2020-05-18,"Libya","",0.142857142857143,0,0,0,0.00198423780039041,0.0357142857142857,0.0107142857142857
2020-05-19,"Libya","",0.571428571428571,0,0.428571428571429,0,0.00793695120156163,0,0
2020-05-20,"Libya","",0.714285714285714,0,0.142857142857143,0,0.00992118900195204,0,0
2020-05-21,"Libya","",1,0,0.285714285714286,0,0.0138896646027329,0,0
2020-05-22,"Libya","",1.14285714285714,0,0.142857142857143,0,0.0158739024031232,0.0357142857142857,0.0107142857142857
2020-05-23,"Libya","",1.42857142857143,0,0.285714285714286,0,0.0198423780039041,0.0357142857142857,0.0107142857142857
