"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Algeria","",0,0,0,0,0,0,0
2020-01-02,"Algeria","",0,0,NA,NA,0,0,0
2020-01-03,"Algeria","",0,0,NA,NA,0,0,0
2020-01-04,"Algeria","",0,0,NA,NA,0,0,0
2020-01-05,"Algeria","",0,0,NA,NA,0,0,0
2020-01-06,"Algeria","",0,0,NA,NA,0,0,0
2020-01-07,"Algeria","",0,0,NA,NA,0,0,0
2020-01-08,"Algeria","",0,0,NA,NA,0,0,0
2020-01-09,"Algeria","",0,0,NA,NA,0,0,0
2020-01-10,"Algeria","",0,0,NA,NA,0,0,0
2020-01-11,"Algeria","",0,0,NA,NA,0,0,0
2020-01-12,"Algeria","",0,0,NA,NA,0,0,0
2020-01-13,"Algeria","",0,0,NA,NA,0,0,0
2020-01-14,"Algeria","",0,0,NA,NA,0,0,0
2020-01-15,"Algeria","",0,0,NA,NA,0,0,0
2020-01-16,"Algeria","",0,0,NA,NA,0,0,0
2020-01-17,"Algeria","",0,0,NA,NA,0,0,0
2020-01-18,"Algeria","",0,0,NA,NA,0,0,0
2020-01-19,"Algeria","",0,0,NA,NA,0,0,0
2020-01-20,"Algeria","",0,0,NA,NA,0,0,0
2020-01-21,"Algeria","",0,0,NA,NA,0,0,0
2020-01-22,"Algeria","",0,0,NA,NA,0,0,0
2020-01-23,"Algeria","",0,0,NA,NA,0,0,0
2020-01-24,"Algeria","",0,0,NA,NA,0,0,0
2020-01-25,"Algeria","",0,0,NA,NA,0,0,0
2020-01-26,"Algeria","",0,0,NA,NA,0,0,0
2020-01-27,"Algeria","",0,0,NA,NA,0,0,0
2020-01-28,"Algeria","",0,0,NA,NA,0,0,0
2020-01-29,"Algeria","",0,0,NA,NA,0,0,0
2020-01-30,"Algeria","",0,0,0,0,0,0,0
2020-01-31,"Algeria","",0,0,0,0,0,0,0
2020-02-01,"Algeria","",0,0,0,0,0,0,0
2020-02-02,"Algeria","",0,0,0,0,0,0,0
2020-02-03,"Algeria","",0,0,0,0,0,0,0
2020-02-04,"Algeria","",0,0,0,0,0,0,0
2020-02-05,"Algeria","",0,0,0,0,0,0,0
2020-02-06,"Algeria","",0,0,0,0,0,0,0
2020-02-07,"Algeria","",0,0,0,0,0,0,0
2020-02-08,"Algeria","",0,0,0,0,0,0,0
2020-02-09,"Algeria","",0,0,0,0,0,0,0
2020-02-10,"Algeria","",0,0,0,0,0,0,0
2020-02-11,"Algeria","",0,0,0,0,0,0,0
2020-02-12,"Algeria","",0,0,0,0,0,0,0
2020-02-13,"Algeria","",0,0,0,0,0,0,0
2020-02-14,"Algeria","",0,0,0,0,0,0,0
2020-02-15,"Algeria","",0,0,0,0,0,0,0
2020-02-16,"Algeria","",0,0,0,0,0,0,0
2020-02-17,"Algeria","",0,0,0,0,0,0,0
2020-02-18,"Algeria","",0,0,0,0,0,0,0
2020-02-19,"Algeria","",0,0,0,0,0,0,0
2020-02-20,"Algeria","",0,0,0,0,0,0,0
2020-02-21,"Algeria","",0,0,0,0,0,0,0
2020-02-22,"Algeria","",0,0,0,0,0,0,0
2020-02-23,"Algeria","",0,0,0,0,0,0,0
2020-02-24,"Algeria","",0,0,0,0,0,0,0
2020-02-25,"Algeria","",0.142857142857143,0,0.142857142857143,0,0.00343362978705752,0,0
2020-02-26,"Algeria","",0.142857142857143,0,0,0,0.00343362978705752,0,0
2020-02-27,"Algeria","",0.142857142857143,0,0,0,0.00343362978705752,0,0
2020-02-28,"Algeria","",0.142857142857143,0,0,0,0.00343362978705752,0,0
2020-02-29,"Algeria","",0.142857142857143,0,0,0,0.00343362978705752,0,0
2020-03-01,"Algeria","",0.142857142857143,0,0,0,0.00343362978705752,0,0
2020-03-02,"Algeria","",0.428571428571429,0,0.285714285714286,0,0.0103008893611725,0.0357142857142857,0.0107142857142857
2020-03-03,"Algeria","",0.571428571428571,0,0.142857142857143,0,0.01373451914823,0.0357142857142857,0.0107142857142857
