"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"United States","Louisiana",0,0,0,0,0,0,0
2020-01-02,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-03,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-04,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-05,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-06,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-07,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-08,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-09,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-10,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-11,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-12,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-13,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-14,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-15,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-16,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-17,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-18,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-19,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-20,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-21,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-22,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-23,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-24,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-25,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-26,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-27,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-28,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-29,"United States","Louisiana",0,0,NA,NA,0,0,0
2020-01-30,"United States","Louisiana",0,0,0,0,0,0,0
2020-01-31,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-01,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-02,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-03,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-04,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-05,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-06,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-07,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-08,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-09,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-10,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-11,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-12,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-13,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-14,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-15,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-16,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-17,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-18,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-19,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-20,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-21,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-22,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-23,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-24,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-25,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-26,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-27,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-28,"United States","Louisiana",0,0,0,0,0,0,0
2020-02-29,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-01,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-02,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-03,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-04,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-05,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-06,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-07,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-08,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-09,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-10,"United States","Louisiana",0,0,0,0,0,0,0
2020-03-11,"United States","Louisiana",0.714285714285714,0,0.714285714285714,0,0.0129518743021342,0,0
2020-03-12,"United States","Louisiana",2.71428571428571,0,2,0,0.0492171223481099,0,0
2020-03-13,"United States","Louisiana",4.14285714285714,0,1.42857142857143,0,0.0751208709523783,0,0
2020-03-14,"United States","Louisiana",11,0.142857142857143,6.85714285714286,0.142857142857143,0.199458864252867,0,0
2020-03-15,"United States","Louisiana",12.4285714285714,0.285714285714286,1.42857142857143,0.142857142857143,0.225362612857134,0,0
2020-03-16,"United States","Louisiana",16.4285714285714,0.428571428571429,4,0.142857142857143,0.297893108949086,0,0
