"Date","CountryName","RegionName","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","DeathsFromIFR","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Eritrea","",0,0,0,0,0,0,0
2020-01-02,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-03,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-04,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-05,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-06,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-07,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-08,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-09,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-10,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-11,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-12,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-13,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-14,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-15,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-16,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-17,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-18,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-19,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-20,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-21,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-22,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-23,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-24,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-25,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-26,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-27,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-28,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-29,"Eritrea","",0,0,NA,NA,0,0,0
2020-01-30,"Eritrea","",0,0,0,0,0,0,0
2020-01-31,"Eritrea","",0,0,0,0,0,0,0
2020-02-01,"Eritrea","",0,0,0,0,0,0,0
2020-02-02,"Eritrea","",0,0,0,0,0,0,0
2020-02-03,"Eritrea","",0,0,0,0,0,0,0
2020-02-04,"Eritrea","",0,0,0,0,0,0,0
2020-02-05,"Eritrea","",0,0,0,0,0,0,0
2020-02-06,"Eritrea","",0,0,0,0,0,0,0
2020-02-07,"Eritrea","",0,0,0,0,0,0,0
2020-02-08,"Eritrea","",0,0,0,0,0,0,0
2020-02-09,"Eritrea","",0,0,0,0,0,0,0
2020-02-10,"Eritrea","",0,0,0,0,0,0,0
2020-02-11,"Eritrea","",0,0,0,0,0,0,0
2020-02-12,"Eritrea","",0,0,0,0,0,0,0
2020-02-13,"Eritrea","",0,0,0,0,0,0,0
2020-02-14,"Eritrea","",0,0,0,0,0,0,0
2020-02-15,"Eritrea","",0,0,0,0,0,0,0
2020-02-16,"Eritrea","",0,0,0,0,0,0,0
2020-02-17,"Eritrea","",0,0,0,0,0,0,0
2020-02-18,"Eritrea","",0,0,0,0,0,0,0
2020-02-19,"Eritrea","",0,0,0,0,0,0,0
2020-02-20,"Eritrea","",0,0,0,0,0,0,0
2020-02-21,"Eritrea","",0,0,0,0,0,0,0
2020-02-22,"Eritrea","",0,0,0,0,0,0,0
2020-02-23,"Eritrea","",0,0,0,0,0,0,0
2020-02-24,"Eritrea","",0,0,0,0,0,0,0
2020-02-25,"Eritrea","",0,0,0,0,0,0,0
2020-02-26,"Eritrea","",0,0,0,0,0,0,0
2020-02-27,"Eritrea","",0,0,0,0,0,0,0
2020-02-28,"Eritrea","",0,0,0,0,0,0,0
2020-02-29,"Eritrea","",0,0,0,0,0,0,0
2020-03-01,"Eritrea","",0,0,0,0,0,0,0
2020-03-02,"Eritrea","",0,0,0,0,0,0,0
2020-03-03,"Eritrea","",0,0,0,0,0,0,0
2020-03-04,"Eritrea","",0,0,0,0,0,0,0
2020-03-05,"Eritrea","",0,0,0,0,0,0,0
2020-03-06,"Eritrea","",0,0,0,0,0,0,0
2020-03-07,"Eritrea","",0,0,0,0,0,0,0
2020-03-08,"Eritrea","",0,0,0,0,0,0,0
2020-03-09,"Eritrea","",0,0,0,0,0,0,0
2020-03-10,"Eritrea","",0,0,0,0,0,0,0
2020-03-11,"Eritrea","",0,0,0,0,0,0,0
2020-03-12,"Eritrea","",0,0,0,0,0,0,0
2020-03-13,"Eritrea","",0,0,0,0,0,0,0
2020-03-14,"Eritrea","",0,0,0,0,0,0,0
2020-03-15,"Eritrea","",0,0,0,0,0,0,0
2020-03-16,"Eritrea","",0,0,0,0,0,0,0
2020-03-17,"Eritrea","",0,0,0,0,0,0,0
2020-03-18,"Eritrea","",0,0,0,0,0,0,0
2020-03-19,"Eritrea","",0,0,0,0,0,0,0
2020-03-20,"Eritrea","",0,0,0,0,0,0,0
2020-03-21,"Eritrea","",0.142857142857143,0,0.142857142857143,0,0,0,0
2020-03-22,"Eritrea","",0.142857142857143,0,0,0,0,0,0
2020-03-23,"Eritrea","",0.142857142857143,0,0,0,0,0,0
2020-03-24,"Eritrea","",0.142857142857143,0,0,0,0,0,0
2020-03-25,"Eritrea","",0.571428571428571,0,0.428571428571429,0,0,0,0
2020-03-26,"Eritrea","",0.857142857142857,0,0.285714285714286,0,0,0,0
2020-03-27,"Eritrea","",0.857142857142857,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-03-28,"Eritrea","",0.714285714285714,0,-0.142857142857143,0,0,0.0357142857142857,0.0107142857142857
2020-03-29,"Eritrea","",1.57142857142857,0,0.857142857142857,0,0,0.0357142857142857,0.0107142857142857
2020-03-30,"Eritrea","",1.57142857142857,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-03-31,"Eritrea","",2,0,0.428571428571429,0,0,0.142857142857143,0.0428571428571428
2020-04-01,"Eritrea","",1.57142857142857,0,-0.428571428571429,0,0,0.214285714285714,0.0642857142857143
2020-04-02,"Eritrea","",2.28571428571429,0,0.714285714285714,0,0,0.214285714285714,0.0642857142857143
2020-04-03,"Eritrea","",2.28571428571429,0,0,0,0,0.178571428571428,0.0535714285714285
2020-04-04,"Eritrea","",3.28571428571429,0,1,0,0,0.392857142857143,0.117857142857143
2020-04-05,"Eritrea","",2.42857142857143,0,-0.857142857142857,0,0,0.392857142857143,0.117857142857143
2020-04-06,"Eritrea","",2.71428571428571,0,0.285714285714286,0,0,0.5,0.15
2020-04-07,"Eritrea","",2.28571428571429,0,-0.428571428571429,0,0,0.392857142857143,0.117857142857143
2020-04-08,"Eritrea","",2.57142857142857,0,0.285714285714286,0,0,0.571428571428573,0.171428571428572
2020-04-09,"Eritrea","",1.57142857142857,0,-1,0,0,0.571428571428573,0.171428571428572
2020-04-10,"Eritrea","",1.71428571428571,0,0.142857142857143,0,0,0.821428571428573,0.246428571428572
2020-04-11,"Eritrea","",0.714285714285714,0,-1,0,0,0.607142857142858,0.182142857142857
2020-04-12,"Eritrea","",0.714285714285714,0,0,0,0,0.678571428571427,0.203571428571428
2020-04-13,"Eritrea","",0.428571428571429,0,-0.285714285714286,0,0,0.571428571428573,0.171428571428572
2020-04-14,"Eritrea","",0.428571428571429,0,0,0,0,0.642857142857142,0.192857142857143
2020-04-15,"Eritrea","",0.285714285714286,0,-0.142857142857143,0,0,0.392857142857143,0.117857142857143
2020-04-16,"Eritrea","",0.285714285714286,0,0,0,0,0.428571428571427,0.128571428571428
2020-04-17,"Eritrea","",0.142857142857143,0,-0.142857142857143,0,0,0.178571428571428,0.0535714285714285
2020-04-18,"Eritrea","",0.714285714285714,0,0.571428571428571,0,0,0.178571428571428,0.0535714285714285
2020-04-19,"Eritrea","",0.714285714285714,0,0,0,0,0.107142857142857,0.0321428571428572
2020-04-20,"Eritrea","",0.714285714285714,0,0,0,0,0.107142857142857,0.0321428571428572
2020-04-21,"Eritrea","",0.714285714285714,0,0,0,0,0.0714285714285715,0.0214285714285714
2020-04-22,"Eritrea","",0.571428571428571,0,-0.142857142857143,0,0,0.0714285714285715,0.0214285714285714
2020-04-23,"Eritrea","",0.571428571428571,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-04-24,"Eritrea","",0.571428571428571,0,0,0,0,0.178571428571428,0.0535714285714285
2020-04-25,"Eritrea","",0,0,-0.571428571428571,0,0,0.178571428571428,0.0535714285714285
2020-04-26,"Eritrea","",0,0,0,0,0,0.178571428571428,0.0535714285714285
2020-04-27,"Eritrea","",0,0,0,0,0,0.178571428571428,0.0535714285714285
2020-04-28,"Eritrea","",0,0,0,0,0,0.142857142857143,0.0428571428571428
2020-04-29,"Eritrea","",0,0,0,0,0,0.142857142857143,0.0428571428571428
2020-04-30,"Eritrea","",0,0,0,0,0,0.142857142857143,0.0428571428571428
2020-05-01,"Eritrea","",0,0,0,0,0,0,0
2020-05-02,"Eritrea","",0,0,0,0,0,0,0
2020-05-03,"Eritrea","",0,0,0,0,0,0,0
2020-05-04,"Eritrea","",0,0,0,0,0,0,0
2020-05-05,"Eritrea","",0,0,0,0,0,0,0
2020-05-06,"Eritrea","",0,0,0,0,0,0,0
2020-05-07,"Eritrea","",0,0,0,0,0,0,0
2020-05-08,"Eritrea","",0,0,0,0,0,0,0
2020-05-09,"Eritrea","",0,0,0,0,0,0,0
2020-05-10,"Eritrea","",0,0,0,0,0,0,0
2020-05-11,"Eritrea","",0,0,0,0,0,0,0
2020-05-12,"Eritrea","",0,0,0,0,0,0,0
2020-05-13,"Eritrea","",0,0,0,0,0,0,0
2020-05-14,"Eritrea","",0,0,0,0,0,0,0
2020-05-15,"Eritrea","",0,0,0,0,0,0,0
2020-05-16,"Eritrea","",0,0,0,0,0,0,0
2020-05-17,"Eritrea","",0,0,0,0,0,0,0
2020-05-18,"Eritrea","",0,0,0,0,0,0,0
2020-05-19,"Eritrea","",0,0,0,0,0,0,0
2020-05-20,"Eritrea","",0,0,0,0,0,0,0
2020-05-21,"Eritrea","",0,0,0,0,0,0,0
2020-05-22,"Eritrea","",0,0,0,0,0,0,0
2020-05-23,"Eritrea","",0,0,0,0,0,0,0
2020-05-24,"Eritrea","",0,0,0,0,0,0,0
2020-05-25,"Eritrea","",0,0,0,0,0,0,0
2020-05-26,"Eritrea","",0,0,0,0,0,0,0
2020-05-27,"Eritrea","",0,0,0,0,0,0,0
2020-05-28,"Eritrea","",0,0,0,0,0,0,0
2020-05-29,"Eritrea","",0,0,0,0,0,0,0
2020-05-30,"Eritrea","",0,0,0,0,0,0,0
2020-05-31,"Eritrea","",0,0,0,0,0,0,0
2020-06-01,"Eritrea","",0,0,0,0,0,0,0
2020-06-02,"Eritrea","",0,0,0,0,0,0,0
2020-06-03,"Eritrea","",0,0,0,0,0,0,0
2020-06-04,"Eritrea","",0,0,0,0,0,0,0
2020-06-05,"Eritrea","",0,0,0,0,0,0,0
2020-06-06,"Eritrea","",0,0,0,0,0,0,0
2020-06-07,"Eritrea","",0,0,0,0,0,0,0
2020-06-08,"Eritrea","",0,0,0,0,0,0,0
2020-06-09,"Eritrea","",0,0,0,0,0,0,0
2020-06-10,"Eritrea","",0.285714285714286,0,0.285714285714286,0,0,0,0
2020-06-11,"Eritrea","",0.285714285714286,0,0,0,0,0,0
2020-06-12,"Eritrea","",0.285714285714286,0,0,0,0,0,0
2020-06-13,"Eritrea","",3.71428571428571,0,3.42857142857143,0,0,0,0
2020-06-14,"Eritrea","",8.14285714285714,0,4.42857142857143,0,0,0,0
2020-06-15,"Eritrea","",10,0,1.85714285714286,0,0,0,0
2020-06-16,"Eritrea","",11.7142857142857,0,1.71428571428571,0,0,0.0714285714285715,0.0214285714285714
2020-06-17,"Eritrea","",12.8571428571429,0,1.14285714285714,0,0,0.0714285714285715,0.0214285714285714
2020-06-18,"Eritrea","",14.4285714285714,0,1.57142857142857,0,0,0.0714285714285715,0.0214285714285714
2020-06-19,"Eritrea","",14.4285714285714,0,0,0,0,0.928571428571427,0.278571428571428
2020-06-20,"Eritrea","",11.1428571428571,0,-3.28571428571429,0,0,2.03571428571429,0.610714285714286
2020-06-21,"Eritrea","",6.71428571428571,0,-4.42857142857143,0,0,2.5,0.75
2020-06-22,"Eritrea","",4.85714285714286,0,-1.85714285714286,0,0,2.92857142857142,0.878571428571427
2020-06-23,"Eritrea","",3.14285714285714,0,-1.71428571428571,0,0,3.21428571428573,0.964285714285718
2020-06-24,"Eritrea","",1.85714285714286,0,-1.28571428571429,0,0,3.60714285714285,1.08214285714286
2020-06-25,"Eritrea","",0.285714285714286,0,-1.57142857142857,0,0,3.60714285714285,1.08214285714286
2020-06-26,"Eritrea","",3.57142857142857,0,3.28571428571429,0,0,2.78571428571427,0.835714285714282
2020-06-27,"Eritrea","",6.85714285714286,0,3.28571428571429,0,0,1.67857142857143,0.503571428571428
2020-06-28,"Eritrea","",6.85714285714286,0,0,0,0,1.21428571428572,0.364285714285714
2020-06-29,"Eritrea","",6.85714285714286,0,0,0,0,0.785714285714285,0.235714285714285
2020-06-30,"Eritrea","",8.57142857142857,0,1.71428571428571,0,0,0.464285714285715,0.139285714285715
2020-07-01,"Eritrea","",8.42857142857143,0,-0.142857142857142,0,0,0.0714285714285715,0.0214285714285714
2020-07-02,"Eritrea","",10.1428571428571,0,1.71428571428571,0,0,0.892857142857142,0.267857142857143
2020-07-03,"Eritrea","",6.85714285714286,0,-3.28571428571429,0,0,1.71428571428572,0.514285714285714
2020-07-04,"Eritrea","",3.42857142857143,0,-3.42857142857143,0,0,1.71428571428572,0.514285714285714
2020-07-05,"Eritrea","",3.42857142857143,0,0,0,0,1.71428571428572,0.514285714285714
2020-07-06,"Eritrea","",3.42857142857143,0,0,0,0,2.14285714285714,0.642857142857143
2020-07-07,"Eritrea","",1.71428571428571,0,-1.71428571428571,0,0,2.10714285714286,0.632142857142857
2020-07-08,"Eritrea","",1.71428571428571,0,0,0,0,2.53571428571427,0.760714285714282
2020-07-09,"Eritrea","",2.42857142857143,0,0.714285714285714,0,0,1.71428571428572,0.514285714285714
2020-07-10,"Eritrea","",2.42857142857143,0,0,0,0,0.857142857142858,0.257142857142857
2020-07-11,"Eritrea","",2.42857142857143,0,0,0,0,0.857142857142858,0.257142857142857
2020-07-12,"Eritrea","",2.42857142857143,0,0,0,0,0.857142857142858,0.257142857142857
2020-07-13,"Eritrea","",2.42857142857143,0,0,0,0,0.428571428571427,0.128571428571428
2020-07-14,"Eritrea","",2.42857142857143,0,0,0,0,0.428571428571427,0.128571428571428
2020-07-15,"Eritrea","",2.42857142857143,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-16,"Eritrea","",2.71428571428571,0,0.285714285714286,0,0,0.607142857142858,0.182142857142857
2020-07-17,"Eritrea","",2.71428571428571,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-18,"Eritrea","",2.71428571428571,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-19,"Eritrea","",2.71428571428571,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-20,"Eritrea","",2.71428571428571,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-21,"Eritrea","",2.71428571428571,0,0,0,0,0.607142857142858,0.182142857142857
2020-07-22,"Eritrea","",2.71428571428571,0,0,0,0,0.678571428571427,0.203571428571428
2020-07-23,"Eritrea","",1.42857142857143,0,-1.28571428571429,0,0,0.678571428571427,0.203571428571428
2020-07-24,"Eritrea","",1.42857142857143,0,0,0,0,0.678571428571427,0.203571428571428
2020-07-25,"Eritrea","",1.71428571428571,0,0.285714285714286,0,0,0.678571428571427,0.203571428571428
2020-07-26,"Eritrea","",1.71428571428571,0,0,0,0,0.678571428571427,0.203571428571428
2020-07-27,"Eritrea","",2,0,0.285714285714286,0,0,0.678571428571427,0.203571428571428
2020-07-28,"Eritrea","",2,0,0,0,0,0.678571428571427,0.203571428571428
2020-07-29,"Eritrea","",2,0,0,0,0,0.357142857142857,0.107142857142857
2020-07-30,"Eritrea","",2.57142857142857,0,0.571428571428572,0,0,0.357142857142857,0.107142857142857
2020-07-31,"Eritrea","",2.57142857142857,0,0,0,0,0.428571428571427,0.128571428571428
2020-08-01,"Eritrea","",2.28571428571429,0,-0.285714285714286,0,0,0.428571428571427,0.128571428571428
2020-08-02,"Eritrea","",2.28571428571429,0,0,0,0,0.5,0.15
2020-08-03,"Eritrea","",2.42857142857143,0,0.142857142857143,0,0,0.5,0.15
2020-08-04,"Eritrea","",2.42857142857143,0,0,0,0,0.5,0.15
2020-08-05,"Eritrea","",2.42857142857143,0,0,0,0,0.642857142857142,0.192857142857143
2020-08-06,"Eritrea","",0.428571428571429,0,-2,0,0,0.642857142857142,0.192857142857143
2020-08-07,"Eritrea","",0.857142857142857,0,0.428571428571429,0,0,0.571428571428573,0.171428571428572
2020-08-08,"Eritrea","",0.857142857142857,0,0,0,0,0.571428571428573,0.171428571428572
2020-08-09,"Eritrea","",0.857142857142857,0,0,0,0,0.607142857142858,0.182142857142857
2020-08-10,"Eritrea","",0.428571428571429,0,-0.428571428571429,0,0,0.607142857142858,0.182142857142857
2020-08-11,"Eritrea","",0.428571428571429,0,0,0,0,0.607142857142858,0.182142857142857
2020-08-12,"Eritrea","",0.428571428571429,0,0,0,0,0.107142857142857,0.0321428571428572
2020-08-13,"Eritrea","",0.428571428571429,0,0,0,0,0.214285714285714,0.0642857142857143
2020-08-14,"Eritrea","",0,0,-0.428571428571429,0,0,0.214285714285714,0.0642857142857143
2020-08-15,"Eritrea","",0,0,0,0,0,0.214285714285714,0.0642857142857143
2020-08-16,"Eritrea","",0,0,0,0,0,0.107142857142857,0.0321428571428572
2020-08-17,"Eritrea","",0,0,0,0,0,0.107142857142857,0.0321428571428572
2020-08-18,"Eritrea","",2.71428571428571,0,2.71428571428571,0,0,0.107142857142857,0.0321428571428572
2020-08-19,"Eritrea","",2.71428571428571,0,0,0,0,0.107142857142857,0.0321428571428572
2020-08-20,"Eritrea","",3,0,0.285714285714286,0,0,0,0
2020-08-21,"Eritrea","",3,0,0,0,0,0,0
2020-08-22,"Eritrea","",3,0,0,0,0,0,0
2020-08-23,"Eritrea","",3,0,0,0,0,0,0
2020-08-24,"Eritrea","",3,0,0,0,0,0.678571428571427,0.203571428571428
2020-08-25,"Eritrea","",1.57142857142857,0,-1.42857142857143,0,0,0.678571428571427,0.203571428571428
2020-08-26,"Eritrea","",1.57142857142857,0,0,0,0,0.75,0.225
2020-08-27,"Eritrea","",1.57142857142857,0,0,0,0,0.75,0.225
2020-08-28,"Eritrea","",1.57142857142857,0,0,0,0,0.75,0.225
2020-08-29,"Eritrea","",1.71428571428571,0,0.142857142857143,0,0,0.75,0.225
2020-08-30,"Eritrea","",1.71428571428571,0,0,0,0,0.75,0.225
2020-08-31,"Eritrea","",1.85714285714286,0,0.142857142857143,0,0,0.392857142857143,0.117857142857143
2020-09-01,"Eritrea","",0.571428571428571,0,-1.28571428571429,0,0,0.392857142857143,0.117857142857143
2020-09-02,"Eritrea","",0.571428571428571,0,0,0,0,0.392857142857143,0.117857142857143
2020-09-03,"Eritrea","",1.85714285714286,0,1.28571428571429,0,0,0.392857142857143,0.117857142857143
2020-09-04,"Eritrea","",1.85714285714286,0,0,0,0,0.428571428571427,0.128571428571428
2020-09-05,"Eritrea","",1.71428571428571,0,-0.142857142857143,0,0,0.428571428571427,0.128571428571428
2020-09-06,"Eritrea","",1.71428571428571,0,0,0,0,0.464285714285715,0.139285714285715
2020-09-07,"Eritrea","",1.57142857142857,0,-0.142857142857143,0,0,0.142857142857143,0.0428571428571428
2020-09-08,"Eritrea","",3.14285714285714,0,1.57142857142857,0,0,0.142857142857143,0.0428571428571428
2020-09-09,"Eritrea","",3.14285714285714,0,0,0,0,0.464285714285715,0.139285714285715
2020-09-10,"Eritrea","",4.42857142857143,0,1.28571428571429,0,0,0.464285714285715,0.139285714285715
2020-09-11,"Eritrea","",4.42857142857143,0,0,0,0,0.428571428571427,0.128571428571428
2020-09-12,"Eritrea","",4.42857142857143,0,0,0,0,0.428571428571427,0.128571428571428
2020-09-13,"Eritrea","",4.42857142857143,0,0,0,0,0.392857142857143,0.117857142857143
2020-09-14,"Eritrea","",4.42857142857143,0,0,0,0,0.785714285714285,0.235714285714285
2020-09-15,"Eritrea","",3.28571428571429,0,-1.14285714285714,0,0,0.785714285714285,0.235714285714285
2020-09-16,"Eritrea","",3.28571428571429,0,0,0,0,1.10714285714286,0.332142857142857
2020-09-17,"Eritrea","",0.428571428571429,0,-2.85714285714286,0,0,1.10714285714286,0.332142857142857
2020-09-18,"Eritrea","",0.428571428571429,0,0,0,0,1.10714285714286,0.332142857142857
2020-09-19,"Eritrea","",0.428571428571429,0,0,0,0,1.10714285714286,0.332142857142857
2020-09-20,"Eritrea","",0.428571428571429,0,0,0,0,1.10714285714286,0.332142857142857
2020-09-21,"Eritrea","",0.428571428571429,0,0,0,0,0.821428571428573,0.246428571428572
2020-09-22,"Eritrea","",0,0,-0.428571428571429,0,0,0.821428571428573,0.246428571428572
2020-09-23,"Eritrea","",0,0,0,0,0,0.107142857142857,0.0321428571428572
2020-09-24,"Eritrea","",0.714285714285714,0,0.714285714285714,0,0,0.107142857142857,0.0321428571428572
2020-09-25,"Eritrea","",0.714285714285714,0,0,0,0,0.107142857142857,0.0321428571428572
2020-09-26,"Eritrea","",1.57142857142857,0,0.857142857142857,0,0,0.107142857142857,0.0321428571428572
2020-09-27,"Eritrea","",1.57142857142857,0,0,0,0,0.107142857142857,0.0321428571428572
2020-09-28,"Eritrea","",1.57142857142857,0,0,0,0,0,0
