"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Spain","",0,0,0,0,0,0,0,0
2020-01-02,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-03,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-04,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-05,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-06,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-07,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-08,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-09,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-10,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-11,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-12,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-13,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-14,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-15,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-16,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-17,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-18,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-19,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-20,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-21,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-22,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-23,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-24,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-25,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-26,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-27,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-28,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-29,"Spain","",0,0,0,NA,NA,0,0,0
2020-01-30,"Spain","",0,0,0,0,0,0,0,0
2020-01-31,"Spain","",0,0,0,0,0,0,0,0
2020-02-01,"Spain","",1,0.142857142857143,0,0.142857142857143,0,0,0,0
2020-02-02,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-03,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-04,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-05,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-06,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-07,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-08,"Spain","",0,0,0,-0.142857142857143,0,0,0.0357142857142857,0.0107142857142857
2020-02-09,"Spain","",1,0.142857142857143,0,0.142857142857143,0,0,0.0357142857142857,0.0107142857142857
2020-02-10,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-11,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-12,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-13,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-14,"Spain","",0,0.142857142857143,0,0,0,0,0,0
2020-02-15,"Spain","",0,0.142857142857143,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-16,"Spain","",0,0,0,-0.142857142857143,0,0,0.0357142857142857,0.0107142857142857
2020-02-17,"Spain","",0,0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-18,"Spain","",0,0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-19,"Spain","",0,0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-20,"Spain","",0,0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-21,"Spain","",0,0,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-02-22,"Spain","",0,0,0,0,0,0,0,0
2020-02-23,"Spain","",0,0,0,0,0,0,0,0
2020-02-24,"Spain","",0,0,0,0,0,0,0,0
2020-02-25,"Spain","",4,0.571428571428571,0,0.571428571428571,0,0,0,0
2020-02-26,"Spain","",7,1.57142857142857,0,1,0,0,0,0
2020-02-27,"Spain","",2,1.85714285714286,0,0.285714285714286,0,0,0,0
2020-02-28,"Spain","",17,4.28571428571429,0,2.42857142857143,0,0,0,0
2020-02-29,"Spain","",13,6.14285714285714,0,1.85714285714286,0,0,0,0
2020-03-01,"Spain","",39,11.7142857142857,0,5.57142857142857,0,0,0,0
2020-03-02,"Spain","",36,16.8571428571429,0,5.14285714285714,0,0,0.142857142857143,0.0428571428571428
2020-03-03,"Spain","",45,22.7142857142857,0.142857142857143,5.85714285714286,0.142857142857143,0,0.392857142857143,0.117857142857143
2020-03-04,"Spain","",57,29.8571428571429,0.285714285714286,7.14285714285714,0.142857142857143,0,0.464285714285715,0.139285714285715
2020-03-05,"Spain","",37,34.8571428571429,0.428571428571429,5,0.142857142857143,0,1.07142857142857,0.321428571428572
2020-03-06,"Spain","",141,52.5714285714286,0.714285714285714,17.7142857142857,0.285714285714286,0,1.53571428571428,0.460714285714285
2020-03-07,"Spain","",100,65,1.42857142857143,12.4285714285714,0.714285714285714,0,2.92857142857142,0.878571428571427
2020-03-08,"Spain","",173,84.1428571428571,2.42857142857143,19.1428571428571,1,0,4.21428571428573,1.26428571428572
2020-03-09,"Spain","",400,136.142857142857,4,52,1.57142857142857,0,5.67857142857143,1.70357142857143
