"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Mexico","",0,0,0,0,0,0,0,0
2020-01-02,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-03,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-04,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-05,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-06,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-07,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-08,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-09,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-10,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-11,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-12,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-13,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-14,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-15,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-16,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-17,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-18,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-19,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-20,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-21,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-22,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-23,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-24,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-25,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-26,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-27,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-28,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-29,"Mexico","",0,0,0,NA,NA,0,0,0
2020-01-30,"Mexico","",0,0,0,0,0,0,0,0
2020-01-31,"Mexico","",0,0,0,0,0,0,0,0
2020-02-01,"Mexico","",0,0,0,0,0,0,0,0
2020-02-02,"Mexico","",0,0,0,0,0,0,0,0
2020-02-03,"Mexico","",0,0,0,0,0,0,0,0
2020-02-04,"Mexico","",0,0,0,0,0,0,0,0
2020-02-05,"Mexico","",0,0,0,0,0,0,0,0
2020-02-06,"Mexico","",0,0,0,0,0,0,0,0
2020-02-07,"Mexico","",0,0,0,0,0,0,0,0
2020-02-08,"Mexico","",0,0,0,0,0,0,0,0
2020-02-09,"Mexico","",0,0,0,0,0,0,0,0
2020-02-10,"Mexico","",0,0,0,0,0,0,0,0
2020-02-11,"Mexico","",0,0,0,0,0,0,0,0
2020-02-12,"Mexico","",0,0,0,0,0,0,0,0
2020-02-13,"Mexico","",0,0,0,0,0,0,0,0
2020-02-14,"Mexico","",0,0,0,0,0,0,0,0
2020-02-15,"Mexico","",0,0,0,0,0,0,0,0
2020-02-16,"Mexico","",0,0,0,0,0,0,0,0
2020-02-17,"Mexico","",0,0,0,0,0,0,0,0
2020-02-18,"Mexico","",0,0,0,0,0,0,0,0
2020-02-19,"Mexico","",0,0,0,0,0,0,0,0
2020-02-20,"Mexico","",0,0,0,0,0,0,0,0
2020-02-21,"Mexico","",0,0,0,0,0,0,0,0
2020-02-22,"Mexico","",0,0,0,0,0,0,0,0
2020-02-23,"Mexico","",0,0,0,0,0,0,0,0
2020-02-24,"Mexico","",0,0,0,0,0,0,0,0
2020-02-25,"Mexico","",0,0,0,0,0,0,0,0
2020-02-26,"Mexico","",0,0,0,0,0,0,0,0
2020-02-27,"Mexico","",0,0,0,0,0,0,0,0
2020-02-28,"Mexico","",1,0.142857142857143,0,0.142857142857143,0,0,0,0
2020-02-29,"Mexico","",3,0.571428571428571,0,0.428571428571429,0,0,0,0
2020-03-01,"Mexico","",1,0.714285714285714,0,0.142857142857143,0,0,0,0
2020-03-02,"Mexico","",0,0.714285714285714,0,0,0,0,0,0
2020-03-03,"Mexico","",0,0.714285714285714,0,0,0,0,0,0
2020-03-04,"Mexico","",0,0.714285714285714,0,0,0,0,0,0
2020-03-05,"Mexico","",0,0.714285714285714,0,0,0,0,0.0357142857142857,0.0107142857142857
2020-03-06,"Mexico","",1,0.714285714285714,0,0,0,0,0.142857142857143,0.0428571428571428
2020-03-07,"Mexico","",0,0.285714285714286,0,-0.428571428571429,0,0,0.178571428571428,0.0535714285714285
2020-03-08,"Mexico","",1,0.285714285714286,0,0,0,0,0.178571428571428,0.0535714285714285
2020-03-09,"Mexico","",0,0.285714285714286,0,0,0,0,0.178571428571428,0.0535714285714285
2020-03-10,"Mexico","",0,0.285714285714286,0,0,0,0,0.178571428571428,0.0535714285714285
2020-03-11,"Mexico","",1,0.428571428571429,0,0.142857142857143,0,0,0.178571428571428,0.0535714285714285
2020-03-12,"Mexico","",4,1,0,0.571428571428571,0,0,0.178571428571428,0.0535714285714285
2020-03-13,"Mexico","",14,2.85714285714286,0,1.85714285714286,0,0,0.0714285714285715,0.0214285714285714
2020-03-14,"Mexico","",15,5,0,2.14285714285714,0,0,0.0714285714285715,0.0214285714285714
2020-03-15,"Mexico","",12,6.57142857142857,0,1.57142857142857,0,0,0.0714285714285715,0.0214285714285714
2020-03-16,"Mexico","",29,10.7142857142857,0,4.14285714285714,0,0,0.0714285714285715,0.0214285714285714
2020-03-17,"Mexico","",11,12.2857142857143,0,1.57142857142857,0,0,0.107142857142857,0.0321428571428572
2020-03-18,"Mexico","",25,15.7142857142857,0,3.42857142857143,0,0,0.25,0.075
2020-03-19,"Mexico","",46,21.7142857142857,0.142857142857143,6,0.142857142857143,0,0.714285714285715,0.214285714285714
2020-03-20,"Mexico","",39,25.2857142857143,0.285714285714286,3.57142857142857,0.142857142857143,0,1.25,0.375
2020-03-21,"Mexico","",48,30,0.285714285714286,4.71428571428572,0,0,1.64285714285714,0.492857142857143
2020-03-22,"Mexico","",65,37.5714285714286,0.428571428571429,7.57142857142857,0.142857142857143,0,2.67857142857142,0.803571428571427
2020-03-23,"Mexico","",51,40.7142857142857,0.571428571428571,3.14285714285715,0.142857142857143,0,3.07142857142858,0.921428571428572
2020-03-24,"Mexico","",38,44.5714285714286,0.714285714285714,3.85714285714285,0.142857142857143,0,3.92857142857142,1.17857142857143
2020-03-25,"Mexico","",70,51,0.857142857142857,6.42857142857143,0.142857142857143,0,5.42857142857143,1.62857142857143
2020-03-26,"Mexico","",110,60.1428571428571,1,9.14285714285715,0.142857142857143,0,6.32142857142857,1.89642857142857
2020-03-27,"Mexico","",132,73.4285714285714,1.42857142857143,13.2857142857143,0.428571428571429,0,7.5,2.25
2020-03-28,"Mexico","",131,85.2857142857143,2,11.8571428571429,0.571428571428571,0,9.39285714285715,2.81785714285714
2020-03-29,"Mexico","",145,96.7142857142857,2.42857142857143,11.4285714285714,0.428571428571428,0,10.1785714285714,3.05357142857143
2020-03-30,"Mexico","",101,103.857142857143,3.42857142857143,7.14285714285715,1,0,11.1428571428571,3.34285714285714
2020-03-31,"Mexico","",121,115.714285714286,3.42857142857143,11.8571428571428,0,0,12.75,3.825
2020-04-01,"Mexico","",163,129,4.42857142857143,13.2857142857143,1,0,15.0357142857143,4.51071428571428
2020-04-02,"Mexico","",132,132.142857142857,6,3.14285714285714,1.57142857142857,0,18.3571428571429,5.50714285714286
2020-04-03,"Mexico","",178,138.714285714286,6.85714285714286,6.57142857142858,0.857142857142857,0,21.3214285714286,6.39642857142857
2020-04-04,"Mexico","",202,148.857142857143,9,10.1428571428571,2.14285714285714,0,24.1785714285714,7.25357142857143
2020-04-05,"Mexico","",253,164.285714285714,10.5714285714286,15.4285714285714,1.57142857142857,0,25.9642857142858,7.78928571428573
2020-04-06,"Mexico","",296,192.142857142857,13.8571428571429,27.8571428571429,3.28571428571429,0,28.9285714285715,8.67857142857145
2020-04-07,"Mexico","",346,224.285714285714,16,32.1428571428571,2.14285714285714,0,32.25,9.675
2020-04-08,"Mexico","",396,257.571428571429,19.5714285714286,33.2857142857143,3.57142857142857,0,33.0357142857142,9.91071428571427
2020-04-09,"Mexico","",260,275.857142857143,20.5714285714286,18.2857142857143,1,0,34.6785714285715,10.4035714285714
2020-04-10,"Mexico","",403,308,24.7142857142857,32.1428571428572,4.14285714285714,0,37.2142857142858,11.1642857142857
2020-04-11,"Mexico","",375,332.714285714286,27.7142857142857,24.7142857142857,3,0,41.0714285714285,12.3214285714285
2020-04-12,"Mexico","",442,359.714285714286,28.8571428571429,27,1.14285714285714,0,48.0357142857142,14.4107142857143
2020-04-13,"Mexico","",353,367.857142857143,29.5714285714286,8.14285714285711,0.714285714285715,0,56.0714285714285,16.8214285714285
2020-04-14,"Mexico","",385,373.428571428571,37.8571428571429,5.57142857142861,8.28571428571428,0,64.3928571428573,19.3178571428572
2020-04-15,"Mexico","",448,380.857142857143,39.2857142857143,7.42857142857139,1.42857142857143,0,68.9642857142858,20.6892857142857
2020-04-16,"Mexico","",450,408,41.7142857142857,27.1428571428572,2.42857142857143,0,77,23.1
2020-04-17,"Mexico","",578,433,44.7142857142857,25,3,0,83.1785714285715,24.9535714285715
2020-04-18,"Mexico","",622,468.285714285714,53.8571428571429,35.2857142857143,9.14285714285714,0,89.9285714285715,26.9785714285714
2020-04-19,"Mexico","",764,514.285714285714,55.7142857142857,46.0000000000001,1.85714285714286,0,91.9642857142858,27.5892857142857
2020-04-20,"Mexico","",511,536.857142857143,54.2857142857143,22.5714285714286,-1.42857142857143,0,93.3571428571427,28.0071428571428
2020-04-21,"Mexico","",729,586,64.4285714285714,49.1428571428571,10.1428571428571,0,95.2142857142858,28.5642857142857
2020-04-22,"Mexico","",1043,671,74.4285714285714,85,10,0,102,30.6
2020-04-23,"Mexico","",1089,762.285714285714,83.2857142857143,91.2857142857143,8.85714285714286,0,108.25,32.475
2020-04-24,"Mexico","",1239,856.714285714286,96.4285714285714,94.4285714285713,13.1428571428571,0,117.071428571428,35.1214285714285
2020-04-25,"Mexico","",970,906.428571428571,93.5714285714286,49.7142857142858,-2.85714285714286,0,128.571428571428,38.5714285714285
2020-04-26,"Mexico","",835,916.571428571429,95,10.1428571428571,1.42857142857143,0,134.214285714286,40.2642857142857
2020-04-27,"Mexico","",852,965.285714285714,103.142857142857,48.7142857142858,8.14285714285714,0,146.5,43.95
2020-04-28,"Mexico","",1223,1035.85714285714,101.714285714286,70.5714285714286,-1.42857142857143,0,167.75,50.325
2020-04-29,"Mexico","",1047,1036.42857142857,108.857142857143,0.571428571428442,7.14285714285715,0,190.571428571428,57.1714285714285
2020-04-30,"Mexico","",1425,1084.42857142857,112.857142857143,48,4,0,214.178571428572,64.2535714285714
2020-05-01,"Mexico","",1515,1123.85714285714,107.285714285714,39.4285714285716,-5.57142857142857,0,226.607142857143,67.9821428571428
2020-05-02,"Mexico","",1349,1178,108,54.1428571428571,0.714285714285708,0,229.142857142857,68.7428571428572
2020-05-03,"Mexico","",1383,1256.28571428571,114.714285714286,78.2857142857142,6.71428571428571,0,241.321428571428,72.3964285714285
2020-05-04,"Mexico","",1434,1339.42857142857,119.571428571429,83.1428571428571,4.85714285714286,0,258.964285714285,77.6892857142855
2020-05-05,"Mexico","",1120,1324.71428571429,134,-14.7142857142856,14.4285714285714,0,259.107142857142,77.7321428571427
2020-05-06,"Mexico","",1609,1405,138.857142857143,80.2857142857142,4.85714285714286,0,271.107142857142,81.3321428571427
2020-05-07,"Mexico","",1982,1484.57142857143,157.428571428571,79.5714285714287,18.5714285714286,0,280.964285714285,84.2892857142855
2020-05-08,"Mexico","",1906,1540.42857142857,169.714285714286,55.8571428571427,12.2857142857143,0,294.5,88.35
2020-05-09,"Mexico","",1938,1624.57142857143,184.571428571429,84.1428571428573,14.8571428571429,0,314.071428571427,94.2214285714282
2020-05-10,"Mexico","",1562,1650.14285714286,187.285714285714,25.5714285714284,2.71428571428569,0,334.857142857142,100.457142857143
2020-05-11,"Mexico","",1305,1631.71428571429,186,-18.4285714285713,-1.28571428571428,0,331.178571428573,99.3535714285718
2020-05-12,"Mexico","",1997,1757,202.714285714286,125.285714285714,16.7142857142857,0,351.25,105.375
2020-05-13,"Mexico","",1862,1793.14285714286,216.571428571429,36.1428571428571,13.8571428571429,0,371.142857142858,111.342857142857
2020-05-14,"Mexico","",2409,1854.14285714286,216.571428571429,61,0,0,385.107142857142,115.532142857143
2020-05-15,"Mexico","",2437,1930,229.571428571429,75.8571428571429,13,0,406.142857142858,121.842857142857
2020-05-16,"Mexico","",2112,1954.85714285714,241.714285714286,24.8571428571429,12.1428571428571,0,412.535714285715,123.760714285714
2020-05-17,"Mexico","",2075,2028.14285714286,244.571428571429,73.2857142857142,2.85714285714286,0,407.928571428573,122.378571428572
2020-05-18,"Mexico","",2414,2186.57142857143,251.285714285714,158.428571428571,6.71428571428569,0,439.25,131.775
2020-05-19,"Mexico","",2713,2288.85714285714,248.571428571429,102.285714285714,-2.71428571428569,0,448.285714285715,134.485714285714
2020-05-20,"Mexico","",2248,2344,267.142857142857,55.1428571428573,18.5714285714286,0,463.535714285715,139.060714285715
2020-05-21,"Mexico","",2973,2424.57142857143,290.428571428571,80.5714285714284,23.2857142857143,0,482.5,144.75
2020-05-22,"Mexico","",2960,2499.28571428571,317.428571428571,74.7142857142858,27,0,488.714285714285,146.614285714286
2020-05-23,"Mexico","",3329,2673.14285714286,304.857142857143,173.857142857143,-12.5714285714286,0,507.035714285715,152.110714285714
2020-05-24,"Mexico","",2764,2771.57142857143,316.714285714286,98.4285714285711,11.8571428571429,0,546.642857142857,163.992857142857
2020-05-25,"Mexico","",2485,2781.71428571429,328.714285714286,10.1428571428573,12,0,572.214285714285,171.664285714285
2020-05-26,"Mexico","",3455,2887.71428571429,352.571428571429,106,23.8571428571428,0,586,175.8
2020-05-27,"Mexico","",3463,3061.28571428571,358.142857142857,173.571428571428,5.57142857142861,0,606.142857142857,181.842857142857
2020-05-28,"Mexico","",3377,3119,362,57.7142857142858,3.85714285714283,0,624.821428571428,187.446428571428
2020-05-29,"Mexico","",3227,3157.14285714286,346.571428571429,38.1428571428573,-15.4285714285714,0,668.285714285715,200.485714285714
2020-05-30,"Mexico","",2885,3093.71428571429,371.428571428571,-63.4285714285716,24.8571428571429,0,692.892857142857,207.867857142857
2020-05-31,"Mexico","",3152,3149.14285714286,362.285714285714,55.4285714285716,-9.14285714285717,0,695.428571428572,208.628571428572
2020-06-01,"Mexico","",2771,3190,362,40.8571428571427,-0.285714285714278,0,721.928571428572,216.578571428572
2020-06-02,"Mexico","",3891,3252.28571428571,357.571428571429,62.2857142857142,-4.42857142857144,0,765.321428571428,229.596428571428
2020-06-03,"Mexico","",3912,3316.42857142857,447.428571428571,64.1428571428573,89.8571428571429,0,779.75,233.925
2020-06-04,"Mexico","",4442,3468.57142857143,500.142857142857,152.142857142857,52.7142857142857,0,789.285714285715,236.785714285715
2020-06-05,"Mexico","",4346,3628.42857142857,536.428571428571,159.857142857143,36.2857142857143,0,773.428571428572,232.028571428572
2020-06-06,"Mexico","",3593,3729.57142857143,533.142857142857,101.142857142857,-3.28571428571433,0,787.285714285715,236.185714285714
2020-06-07,"Mexico","",3484,3777,538.428571428571,47.4285714285716,5.28571428571433,0,797.5,239.25
2020-06-08,"Mexico","",2999,3809.57142857143,555.142857142857,32.5714285714284,16.7142857142857,0,813.071428571428,243.921428571428
2020-06-09,"Mexico","",4199,3853.57142857143,573.142857142857,44,18,0,829.107142857143,248.732142857143
2020-06-10,"Mexico","",4883,3992.28571428571,518.285714285714,138.714285714286,-54.8571428571428,0,867.142857142857,260.142857142857
2020-06-11,"Mexico","",4790,4042,485.571428571429,49.7142857142858,-32.7142857142858,0,907.107142857143,272.132142857143
2020-06-12,"Mexico","",5222,4167.14285714286,468.285714285714,125.142857142857,-17.2857142857143,0,932.392857142857,279.717857142857
2020-06-13,"Mexico","",3494,4153,480.142857142857,-14.1428571428569,11.8571428571429,0,944.25,283.275
