"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"Saudi Arabia","",0,0,0,0,0,0,0
2020-01-02,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-03,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-04,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-05,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-06,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-07,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-08,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-09,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-10,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-11,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-12,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-13,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-14,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-15,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-16,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-17,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-18,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-19,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-20,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-21,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-22,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-23,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-24,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-25,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-26,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-27,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-28,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-29,"Saudi Arabia","",0,0,0,NA,NA,0,0
2020-01-30,"Saudi Arabia","",0,0,0,0,0,0,0
2020-01-31,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-01,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-02,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-03,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-04,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-05,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-06,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-07,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-08,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-09,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-10,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-11,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-12,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-13,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-14,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-15,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-16,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-17,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-18,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-19,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-20,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-21,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-22,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-23,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-24,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-25,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-26,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-27,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-28,"Saudi Arabia","",0,0,0,0,0,0,0
2020-02-29,"Saudi Arabia","",0,0,0,0,0,0,0
2020-03-01,"Saudi Arabia","",0,0,0,0,0,0,0
2020-03-02,"Saudi Arabia","",1,0.142857142857143,0,0.142857142857143,0,0,0
2020-03-03,"Saudi Arabia","",0,0.142857142857143,0,0,0,0,0
2020-03-04,"Saudi Arabia","",0,0.142857142857143,0,0,0,0,0
2020-03-05,"Saudi Arabia","",4,0.714285714285714,0,0.571428571428571,0,0,0
2020-03-06,"Saudi Arabia","",0,0.714285714285714,0,0,0,0,0
2020-03-07,"Saudi Arabia","",0,0.714285714285714,0,0,0,0,0
2020-03-08,"Saudi Arabia","",6,1.57142857142857,0,0.857142857142857,0,0.0357142857142857,0.0107142857142857
2020-03-09,"Saudi Arabia","",4,2,0,0.428571428571429,0,0.0357142857142857,0.0107142857142857
2020-03-10,"Saudi Arabia","",5,2.71428571428571,0,0.714285714285714,0,0.0357142857142857,0.0107142857142857
2020-03-11,"Saudi Arabia","",1,2.85714285714286,0,0.142857142857143,0,0.178571428571428,0.0535714285714285
2020-03-12,"Saudi Arabia","",24,5.71428571428571,0,2.85714285714286,0,0.178571428571428,0.0535714285714285
2020-03-13,"Saudi Arabia","",41,11.5714285714286,0,5.85714285714286,0,0.178571428571428,0.0535714285714285
2020-03-14,"Saudi Arabia","",17,14,0,2.42857142857143,0,0.392857142857143,0.117857142857143
2020-03-15,"Saudi Arabia","",0,13.1428571428571,0,-0.857142857142858,0,0.5,0.15
2020-03-16,"Saudi Arabia","",15,14.7142857142857,0,1.57142857142857,0,0.678571428571427,0.203571428571428
