"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","isSpecialty","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"United States","Alabama",0,0,0,0,0,0,0,0
2020-01-02,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-03,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-04,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-05,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-06,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-07,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-08,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-09,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-10,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-11,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-12,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-13,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-14,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-15,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-16,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-17,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-18,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-19,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-20,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-21,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-22,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-23,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-24,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-25,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-26,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-27,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-28,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-29,"United States","Alabama",0,0,0,NA,NA,0,0,0
2020-01-30,"United States","Alabama",0,0,0,0,0,0,0,0
2020-01-31,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-01,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-02,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-03,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-04,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-05,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-06,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-07,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-08,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-09,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-10,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-11,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-12,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-13,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-14,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-15,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-16,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-17,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-18,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-19,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-20,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-21,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-22,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-23,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-24,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-25,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-26,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-27,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-28,"United States","Alabama",0,0,0,0,0,0,0,0
2020-02-29,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-01,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-02,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-03,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-04,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-05,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-06,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-07,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-08,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-09,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-10,"United States","Alabama",0,0,0,0,0,0,0,0
2020-03-11,"United States","Alabama",3,0.428571428571429,0,0.428571428571429,0,0,0,0
2020-03-12,"United States","Alabama",1,0.571428571428571,0,0.142857142857143,0,0,0,0
2020-03-13,"United States","Alabama",4,1.14285714285714,0,0.571428571428571,0,0,0,0
2020-03-14,"United States","Alabama",7,2.14285714285714,0,1,0,0,0,0
2020-03-15,"United States","Alabama",13,4,0,1.85714285714286,0,0,0,0
2020-03-16,"United States","Alabama",8,5.14285714285714,0,1.14285714285714,0,0,0,0
2020-03-17,"United States","Alabama",15,7.28571428571429,0,2.14285714285714,0,0,0.107142857142857,0.0321428571428572
2020-03-18,"United States","Alabama",10,8.28571428571429,0,1,0,0,0.142857142857143,0.0428571428571428
2020-03-19,"United States","Alabama",27,12,0,3.71428571428571,0,0,0.285714285714285,0.0857142857142855
2020-03-20,"United States","Alabama",27,15.2857142857143,0,3.28571428571429,0,0,0.535714285714285,0.160714285714286
2020-03-21,"United States","Alabama",34,19.1428571428571,0,3.85714285714286,0,0,1,0.3
2020-03-22,"United States","Alabama",31,21.7142857142857,0,2.57142857142857,0,0,1.28571428571428,0.385714285714285
2020-03-23,"United States","Alabama",44,26.8571428571429,0,5.14285714285714,0,0,1.82142857142857,0.546428571428572
2020-03-24,"United States","Alabama",74,35.2857142857143,0,8.42857142857143,0,0,2.07142857142857,0.621428571428572
2020-03-25,"United States","Alabama",174,58.7142857142857,0.142857142857143,23.4285714285714,0.142857142857143,0,3,0.9
2020-03-26,"United States","Alabama",102,69.4285714285714,0.142857142857143,10.7142857142857,0,0,3.82142857142858,1.14642857142857
2020-03-27,"United States","Alabama",110,81.2857142857143,0.571428571428571,11.8571428571429,0.428571428571429,0,4.78571428571427,1.43571428571428
2020-03-28,"United States","Alabama",117,93.1428571428571,0.571428571428571,11.8571428571428,0,0,5.42857142857143,1.62857142857143
2020-03-29,"United States","Alabama",79,100,1.42857142857143,6.85714285714286,0.857142857142857,0,6.71428571428573,2.01428571428572
2020-03-30,"United States","Alabama",121,111,1.42857142857143,11,0,0,8.82142857142857,2.64642857142857
2020-03-31,"United States","Alabama",62,109.285714285714,3.28571428571429,-1.71428571428571,1.85714285714286,0,14.6785714285714,4.40357142857143
2020-04-01,"United States","Alabama",112,100.428571428571,3.71428571428571,-8.85714285714286,0.428571428571429,0,17.3571428571429,5.20714285714285
2020-04-02,"United States","Alabama",196,113.857142857143,4.42857142857143,13.4285714285714,0.714285714285714,0,20.3214285714286,6.09642857142857
2020-04-03,"United States","Alabama",235,131.714285714286,4.85714285714286,17.8571428571429,0.428571428571428,0,23.2857142857143,6.98571428571428
2020-04-04,"United States","Alabama",121,132.285714285714,5.71428571428571,0.571428571428555,0.857142857142858,0,25,7.5
2020-04-05,"United States","Alabama",178,146.428571428571,5,14.1428571428571,-0.714285714285714,0,27.75,8.325
2020-04-06,"United States","Alabama",174,154,5.57142857142857,7.57142857142858,0.571428571428571,0,27.3214285714285,8.19642857142855
2020-04-07,"United States","Alabama",229,177.857142857143,5.85714285714286,23.8571428571429,0.285714285714286,0,25.1071428571428,7.53214285714282
2020-04-08,"United States","Alabama",306,205.571428571429,5.57142857142857,27.7142857142857,-0.285714285714286,0,28.4642857142858,8.53928571428573
2020-04-09,"United States","Alabama",340,226.142857142857,5.42857142857143,20.5714285714286,-0.142857142857142,0,32.9285714285715,9.87857142857145
2020-04-10,"United States","Alabama",158,215.142857142857,6,-11,0.571428571428571,0,33.0714285714285,9.92142857142855
2020-04-11,"United States","Alabama",234,231.285714285714,6.85714285714286,16.1428571428571,0.857142857142857,0,36.6071428571427,10.9821428571428
2020-04-12,"United States","Alabama",321,251.714285714286,6.85714285714286,20.4285714285714,0,0,38.5,11.55
2020-04-13,"United States","Alabama",203,255.857142857143,7.14285714285714,4.14285714285714,0.285714285714286,0,44.4642857142858,13.3392857142857
2020-04-14,"United States","Alabama",171,247.571428571429,7.14285714285714,-8.28571428571428,0,0,51.3928571428573,15.4178571428572
2020-04-15,"United States","Alabama",266,241.857142857143,7.42857142857143,-5.71428571428572,0.285714285714286,0,56.5357142857142,16.9607142857143
2020-04-16,"United States","Alabama",158,215.857142857143,9,-26,1.57142857142857,0,53.7857142857142,16.1357142857143
2020-04-17,"United States","Alabama",92,206.428571428571,9.71428571428571,-9.42857142857144,0.714285714285714,0,57.8214285714285,17.3464285714286
2020-04-18,"United States","Alabama",231,206,8.71428571428571,-0.428571428571416,-1,0,62.9285714285715,18.8785714285715
2020-04-19,"United States","Alabama",190,187.285714285714,9.14285714285714,-18.7142857142857,0.428571428571429,0,63.9642857142858,19.1892857142857
2020-04-20,"United States","Alabama",185,184.714285714286,9.14285714285714,-2.57142857142856,0,0,61.8928571428573,18.5678571428572
2020-04-21,"United States","Alabama",241,194.714285714286,9.85714285714286,10,0.714285714285715,0,60.4642857142858,18.1392857142857
2020-04-22,"United States","Alabama",288,197.857142857143,11.1428571428571,3.14285714285714,1.28571428571428,0,53.9642857142858,16.1892857142857
2020-04-23,"United States","Alabama",207,204.857142857143,9.85714285714286,7,-1.28571428571428,0,51.6071428571427,15.4821428571428
2020-04-24,"United States","Alabama",193,219.285714285714,8.71428571428571,14.4285714285714,-1.14285714285714,0,51.5,15.45
2020-04-25,"United States","Alabama",182,212.285714285714,8,-7,-0.714285714285714,0,46.8214285714285,14.0464285714285
2020-04-26,"United States","Alabama",201,213.857142857143,8.85714285714286,1.57142857142858,0.857142857142858,0,46.1785714285715,13.8535714285715
2020-04-27,"United States","Alabama",146,208.285714285714,9.28571428571429,-5.57142857142858,0.428571428571429,0,48.6785714285715,14.6035714285714
2020-04-28,"United States","Alabama",199,202.285714285714,8.42857142857143,-6,-0.857142857142858,0,49.4642857142858,14.8392857142857
2020-04-29,"United States","Alabama",159,183.857142857143,8.57142857142857,-18.4285714285714,0.142857142857142,0,51.2142857142858,15.3642857142857
2020-04-30,"United States","Alabama",208,184,10,0.142857142857139,1.42857142857143,0,54.8214285714285,16.4464285714285
2020-05-01,"United States","Alabama",253,192.571428571429,11.4285714285714,8.57142857142858,1.42857142857143,0,53.0714285714285,15.9214285714285
2020-05-02,"United States","Alabama",260,203.714285714286,11.2857142857143,11.1428571428571,-0.142857142857142,0,53.4642857142858,16.0392857142857
2020-05-03,"United States","Alabama",277,214.571428571429,10.1428571428571,10.8571428571429,-1.14285714285714,0,52.0714285714285,15.6214285714285
2020-05-04,"United States","Alabama",226,226,10,11.4285714285714,-0.142857142857142,0,50.5714285714285,15.1714285714285
2020-05-05,"United States","Alabama",317,242.857142857143,10.4285714285714,16.8571428571429,0.428571428571429,0,45.9642857142858,13.7892857142857
2020-05-06,"United States","Alabama",249,255.714285714286,12.4285714285714,12.8571428571429,2,0,46,13.8
2020-05-07,"United States","Alabama",346,275.428571428571,13.8571428571429,19.7142857142857,1.42857142857143,0,48.1428571428573,14.4428571428572
2020-05-08,"United States","Alabama",322,285.285714285714,13.4285714285714,9.85714285714283,-0.428571428571429,0,50.9285714285715,15.2785714285714
