"Date","CountryName","RegionName","cases","PredictedDailyNewCases","PredictedDailyNewDeaths","avgcases7days_delta","avgdeaths7days_delta","PredictedDailyNewHospital","PredictedDailyNewICU"
2020-01-01,"United States","Florida",0,0,0,0,0,0,0
2020-01-02,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-03,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-04,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-05,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-06,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-07,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-08,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-09,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-10,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-11,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-12,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-13,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-14,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-15,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-16,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-17,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-18,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-19,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-20,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-21,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-22,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-23,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-24,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-25,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-26,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-27,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-28,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-29,"United States","Florida",0,0,0,NA,NA,0,0
2020-01-30,"United States","Florida",0,0,0,0,0,0,0
2020-01-31,"United States","Florida",0,0,0,0,0,0,0
2020-02-01,"United States","Florida",0,0,0,0,0,0,0
2020-02-02,"United States","Florida",0,0,0,0,0,0,0
2020-02-03,"United States","Florida",0,0,0,0,0,0,0
2020-02-04,"United States","Florida",0,0,0,0,0,0,0
2020-02-05,"United States","Florida",0,0,0,0,0,0,0
2020-02-06,"United States","Florida",0,0,0,0,0,0,0
2020-02-07,"United States","Florida",0,0,0,0,0,0,0
2020-02-08,"United States","Florida",0,0,0,0,0,0,0
2020-02-09,"United States","Florida",0,0,0,0,0,0,0
2020-02-10,"United States","Florida",0,0,0,0,0,0,0
2020-02-11,"United States","Florida",0,0,0,0,0,0,0
2020-02-12,"United States","Florida",0,0,0,0,0,0,0
2020-02-13,"United States","Florida",0,0,0,0,0,0,0
2020-02-14,"United States","Florida",0,0,0,0,0,0,0
2020-02-15,"United States","Florida",0,0,0,0,0,0,0
2020-02-16,"United States","Florida",0,0,0,0,0,0,0
2020-02-17,"United States","Florida",0,0,0,0,0,0,0
2020-02-18,"United States","Florida",0,0,0,0,0,0,0
2020-02-19,"United States","Florida",0,0,0,0,0,0,0
2020-02-20,"United States","Florida",0,0,0,0,0,0,0
2020-02-21,"United States","Florida",0,0,0,0,0,0,0
2020-02-22,"United States","Florida",0,0,0,0,0,0,0
2020-02-23,"United States","Florida",0,0,0,0,0,0,0
2020-02-24,"United States","Florida",0,0,0,0,0,0,0
2020-02-25,"United States","Florida",0,0,0,0,0,0,0
2020-02-26,"United States","Florida",0,0,0,0,0,0,0
2020-02-27,"United States","Florida",0,0,0,0,0,0,0
2020-02-28,"United States","Florida",0,0,0,0,0,0,0
2020-02-29,"United States","Florida",0,0,0,0,0,0,0
2020-03-01,"United States","Florida",0,0,0,0,0,0,0
2020-03-02,"United States","Florida",1,0.142857142857143,0,0.142857142857143,0,0,0
2020-03-03,"United States","Florida",1,0.285714285714286,0,0.142857142857143,0,0,0
2020-03-04,"United States","Florida",0,0.285714285714286,0,0,0,0,0
2020-03-05,"United States","Florida",1,0.428571428571429,0,0.142857142857143,0,0,0
2020-03-06,"United States","Florida",0,0.428571428571429,0,0,0,0,0
2020-03-07,"United States","Florida",4,1,0,0.571428571428571,0,0,0
2020-03-08,"United States","Florida",3,1.42857142857143,0.285714285714286,0.428571428571429,0.285714285714286,0.0357142857142857,0.0107142857142857
2020-03-09,"United States","Florida",3,1.71428571428571,0.285714285714286,0.285714285714286,0,0.0714285714285715,0.0214285714285714
2020-03-10,"United States","Florida",2,1.85714285714286,0.285714285714286,0.142857142857143,0,0.0714285714285715,0.0214285714285714
2020-03-11,"United States","Florida",9,3.14285714285714,0.285714285714286,1.28571428571429,0,0.107142857142857,0.0321428571428572
2020-03-12,"United States","Florida",6,3.85714285714286,0.285714285714286,0.714285714285714,0,0.107142857142857,0.0321428571428572
2020-03-13,"United States","Florida",20,6.71428571428571,0.285714285714286,2.85714285714286,0,0.25,0.075
2020-03-14,"United States","Florida",26,9.85714285714286,0.285714285714286,3.14285714285714,0,0.357142857142857,0.107142857142857
2020-03-15,"United States","Florida",24,12.8571428571429,0.142857142857143,3,-0.142857142857143,0.428571428571427,0.128571428571428
2020-03-16,"United States","Florida",1,12.5714285714286,0.142857142857143,-0.285714285714286,0,0.464285714285715,0.139285714285715
2020-03-17,"United States","Florida",89,25,0.428571428571429,12.4285714285714,0.285714285714286,0.785714285714285,0.235714285714285
2020-03-18,"United States","Florida",116,40.2857142857143,0.714285714285714,15.2857142857143,0.285714285714286,0.964285714285715,0.289285714285714
2020-03-19,"United States","Florida",126,57.4285714285714,1,17.1428571428571,0.285714285714286,1.67857142857143,0.503571428571428
2020-03-20,"United States","Florida",132,73.4285714285714,1.28571428571429,16,0.285714285714286,2.46428571428571,0.739285714285714
2020-03-21,"United States","Florida",199,98.1428571428571,1.57142857142857,24.7142857142857,0.285714285714286,3.21428571428573,0.964285714285718
2020-03-22,"United States","Florida",241,129.142857142857,1.42857142857143,31,-0.142857142857143,3.14285714285715,0.942857142857145
2020-03-23,"United States","Florida",223,160.857142857143,2.14285714285714,31.7142857142857,0.714285714285714,6.25,1.875
2020-03-24,"United States","Florida",185,174.571428571429,1.85714285714286,13.7142857142857,-0.285714285714286,10.0714285714286,3.02142857142857
2020-03-25,"United States","Florida",270,196.571428571429,2.28571428571429,22,0.428571428571428,14.3571428571429,4.30714285714286
2020-03-26,"United States","Florida",675,275,2.85714285714286,78.4285714285714,0.571428571428572,18.3571428571429,5.50714285714286
2020-03-27,"United States","Florida",543,333.714285714286,3.42857142857143,58.7142857142857,0.571428571428571,24.5357142857143,7.36071428571428
2020-03-28,"United States","Florida",863,428.571428571429,5.85714285714286,94.8571428571428,2.42857142857143,32.2857142857142,9.68571428571427
2020-03-29,"United States","Florida",483,463.142857142857,6.14285714285714,34.5714285714286,0.285714285714286,40.2142857142858,12.0642857142857
2020-03-30,"United States","Florida",1227,606.571428571429,6.42857142857143,143.428571428571,0.285714285714286,43.6428571428573,13.0928571428572
2020-03-31,"United States","Florida",1268,761.285714285714,9.57142857142857,154.714285714286,3.14285714285714,49.1428571428573,14.7428571428572
2020-04-01,"United States","Florida",215,753.428571428571,9.14285714285714,-7.85714285714289,-0.428571428571429,68.75,20.625
2020-04-02,"United States","Florida",2052,950.142857142857,19.2857142857143,196.714285714286,10.1428571428571,83.4285714285715,25.0285714285714
2020-04-03,"United States","Florida",1260,1052.57142857143,19.2857142857143,102.428571428572,0,107.142857142857,32.1428571428572
2020-04-04,"United States","Florida",1269,1110.57142857143,20.1428571428571,58,0.857142857142858,115.785714285714,34.7357142857143
2020-04-05,"United States","Florida",813,1157.71428571429,23.5714285714286,47.1428571428571,3.42857142857143,151.642857142857,45.4928571428572
2020-04-06,"United States","Florida",974,1121.57142857143,24.7142857142857,-36.1428571428571,1.14285714285714,190.321428571428,57.0964285714285
2020-04-07,"United States","Florida",1221,1114.85714285714,28.2857142857143,-6.71428571428578,3.57142857142857,188.357142857143,56.5071428571428
2020-04-08,"United States","Florida",911,1214.28571428571,31.7142857142857,99.4285714285713,3.42857142857143,237.535714285714,71.2607142857143
2020-04-09,"United States","Florida",908,1050.85714285714,27.1428571428571,-163.428571428571,-4.57142857142857,263.142857142858,78.9428571428572
2020-04-10,"United States","Florida",1167,1037.57142857143,31.4285714285714,-13.2857142857142,4.28571428571428,277.642857142858,83.2928571428572
2020-04-11,"United States","Florida",963,993.857142857143,34.7142857142857,-43.7142857142858,3.28571428571429,289.428571428573,86.8285714285717
2020-04-12,"United States","Florida",1401,1077.85714285714,34.2857142857143,84,-0.428571428571431,280.392857142858,84.1178571428572
2020-04-13,"United States","Florida",1124,1099.28571428571,37.5714285714286,21.4285714285713,3.28571428571428,278.714285714285,83.6142857142855
2020-04-14,"United States","Florida",609,1011.85714285714,41.1428571428571,-87.4285714285713,3.57142857142858,303.571428571427,91.0714285714282
2020-04-15,"United States","Florida",883,1007.85714285714,41,-4,-0.142857142857146,262.714285714285,78.8142857142855
2020-04-16,"United States","Florida",832,997,44.8571428571429,-10.8571428571429,3.85714285714285,259.392857142858,77.8178571428572
2020-04-17,"United States","Florida",1416,1032.57142857143,47.8571428571429,35.5714285714287,3,248.464285714286,74.5392857142857
2020-04-18,"United States","Florida",733,999.714285714286,44.2857142857143,-32.857142857143,-3.57142857142857,269.464285714285,80.8392857142855
2020-04-19,"United States","Florida",822,917,44.7142857142857,-82.7142857142857,0.428571428571431,274.821428571427,82.4464285714282
2020-04-20,"United States","Florida",745,862.857142857143,46.1428571428571,-54.1428571428571,1.42857142857143,252.964285714285,75.8892857142855
2020-04-21,"United States","Florida",810,891.571428571429,42.2857142857143,28.7142857142857,-3.85714285714286,251.964285714285,75.5892857142855
2020-04-22,"United States","Florida",440,828.285714285714,42.4285714285714,-63.2857142857142,0.142857142857146,249.25,74.775
2020-04-23,"United States","Florida",1339,900.714285714286,45.5714285714286,72.4285714285713,3.14285714285714,258.142857142858,77.4428571428572
2020-04-24,"United States","Florida",885,824.857142857143,45.8571428571429,-75.8571428571428,0.285714285714285,249.928571428572,74.9785714285714
2020-04-25,"United States","Florida",306,763.857142857143,43.8571428571429,-61,-2,229.25,68.775
2020-04-26,"United States","Florida",693,745.428571428571,43,-18.4285714285714,-0.857142857142854,215.714285714286,64.7142857142857
2020-04-27,"United States","Florida",606,725.571428571429,38,-19.8571428571429,-5,222.892857142857,66.8678571428572
2020-04-28,"United States","Florida",710,711.285714285714,43.4285714285714,-14.2857142857142,5.42857142857143,207.071428571428,62.1214285714285
2020-04-29,"United States","Florida",345,697.714285714286,46.4285714285714,-13.5714285714287,3,225.178571428572,67.5535714285714
2020-04-30,"United States","Florida",497,577.428571428571,40.1428571428571,-120.285714285714,-6.28571428571428,206.214285714286,61.8642857142857
2020-05-01,"United States","Florida",1038,599.285714285714,38.2857142857143,21.8571428571429,-1.85714285714286,190.964285714286,57.2892857142857
2020-05-02,"United States","Florida",735,660.571428571429,44.1428571428571,61.2857142857142,5.85714285714286,186.357142857143,55.9071428571428
2020-05-03,"United States","Florida",615,649.428571428571,43.4285714285714,-11.1428571428571,-0.714285714285715,181.392857142857,54.4178571428572
2020-05-04,"United States","Florida",819,679.857142857143,44.4285714285714,30.4285714285714,1,177.821428571428,53.3464285714285
2020-05-05,"United States","Florida",542,655.857142857143,42.8571428571429,-24,-1.57142857142858,174.428571428572,52.3285714285715
2020-05-06,"United States","Florida",563,687,45.8571428571429,31.1428571428571,3,144.357142857143,43.3071428571428
2020-05-07,"United States","Florida",826,734,47.4285714285714,47,1.57142857142858,149.821428571428,44.9464285714285
2020-05-08,"United States","Florida",371,638.714285714286,50.7142857142857,-95.2857142857143,3.28571428571428,165.142857142857,49.5428571428572
2020-05-09,"United States","Florida",802,648.285714285714,50.1428571428571,9.57142857142867,-0.571428571428569,162.357142857143,48.7071428571428
2020-05-10,"United States","Florida",595,645.428571428571,48.8571428571429,-2.85714285714289,-1.28571428571429,169.964285714286,50.9892857142857
2020-05-11,"United States","Florida",386,583.571428571429,48,-61.8571428571429,-0.857142857142854,163.964285714286,49.1892857142857
2020-05-12,"United States","Florida",941,640.571428571429,44,57,-4,171.75,51.525
2020-05-13,"United States","Florida",479,628.571428571429,41.1428571428571,-12,-2.85714285714285,183.5,55.05
2020-05-14,"United States","Florida",808,626,39.2857142857143,-2.57142857142856,-1.85714285714286,159.678571428572,47.9035714285714
2020-05-15,"United States","Florida",928,705.571428571429,35.4285714285714,79.5714285714286,-3.85714285714285,162.071428571428,48.6214285714285
2020-05-16,"United States","Florida",673,687.142857142857,35.5714285714286,-18.4285714285714,0.142857142857139,161.357142857143,48.4071428571428
2020-05-17,"United States","Florida",777,713.142857142857,36,26,0.428571428571431,145.892857142857,43.7678571428572
2020-05-18,"United States","Florida",854,780,37.4285714285714,66.8571428571429,1.42857142857143,160.142857142857,48.0428571428572
2020-05-19,"United States","Florida",502,717.285714285714,39,-62.7142857142857,1.57142857142857,157.142857142857,47.1428571428572
2020-05-20,"United States","Florida",527,724.142857142857,38.4285714285714,6.85714285714278,-0.571428571428569,156.5,46.95
2020-05-21,"United States","Florida",1204,780.714285714286,38.4285714285714,56.5714285714286,0,176.392857142857,52.9178571428572
2020-05-22,"United States","Florida",776,759,39,-21.7142857142857,0.571428571428569,171.785714285714,51.5357142857143
2020-05-23,"United States","Florida",676,759.428571428571,38.4285714285714,0.428571428571445,-0.571428571428569,178.285714285714,53.4857142857143
2020-05-24,"United States","Florida",740,754.142857142857,37.7142857142857,-5.28571428571433,-0.714285714285715,195,58.5
2020-05-25,"United States","Florida",879,757.714285714286,36.4285714285714,3.57142857142856,-1.28571428571428,179.321428571428,53.7964285714285
2020-05-26,"United States","Florida",509,758.714285714286,29.5714285714286,1,-6.85714285714286,181.035714285714,54.3107142857143
2020-05-27,"United States","Florida",379,737.571428571429,31.8571428571429,-21.1428571428571,2.28571428571428,195.178571428572,58.5535714285714
2020-05-28,"United States","Florida",651,658.571428571429,31.4285714285714,-79,-0.428571428571431,189.75,56.925
2020-05-29,"United States","Florida",1212,720.857142857143,31.8571428571429,62.2857142857143,0.428571428571431,189.857142857143,56.9571428571428
2020-05-30,"United States","Florida",927,756.714285714286,30.5714285714286,35.8571428571428,-1.28571428571428,188.535714285714,56.5607142857143
2020-05-31,"United States","Florida",739,756.571428571429,30.5714285714286,-0.14285714285711,0,189.428571428572,56.8285714285715
2020-06-01,"United States","Florida",667,726.285714285714,29.7142857142857,-30.2857142857142,-0.857142857142858,189.678571428572,56.9035714285714
2020-06-02,"United States","Florida",617,741.714285714286,38.7142857142857,15.4285714285713,9,184.392857142857,55.3178571428572
2020-06-03,"United States","Florida",1317,875.714285714286,35.2857142857143,134,-3.42857142857143,164.642857142857,49.3928571428572
2020-06-04,"United States","Florida",1419,985.428571428571,34.7142857142857,109.714285714286,-0.571428571428569,180.214285714286,54.0642857142857
2020-06-05,"United States","Florida",1305,998.714285714286,35.2857142857143,13.2857142857142,0.571428571428569,189.178571428572,56.7535714285714
2020-06-06,"United States","Florida",1270,1047.71428571429,34.4285714285714,49.0000000000001,-0.857142857142854,189.142857142857,56.7428571428572
2020-06-07,"United States","Florida",1180,1110.71428571429,35.5714285714286,63,1.14285714285714,181.571428571428,54.4714285714285
2020-06-08,"United States","Florida",966,1153.42857142857,36,42.7142857142856,0.428571428571431,185.428571428572,55.6285714285714
2020-06-09,"United States","Florida",1096,1221.85714285714,33.5714285714286,68.4285714285716,-2.42857142857143,218.928571428572,65.6785714285714
2020-06-10,"United States","Florida",1371,1229.57142857143,33.5714285714286,7.71428571428578,0,246.357142857143,73.9071428571428
2020-06-11,"United States","Florida",1698,1269.42857142857,34.4285714285714,39.8571428571427,0.857142857142861,249.678571428572,74.9035714285715
2020-06-12,"United States","Florida",1902,1354.71428571429,31,85.2857142857144,-3.42857142857143,261.928571428573,78.5785714285717
2020-06-13,"United States","Florida",2581,1542,33.8571428571429,187.285714285714,2.85714285714285,277.678571428573,83.3035714285718
2020-06-14,"United States","Florida",2016,1661.42857142857,33,119.428571428571,-0.857142857142854,288.357142857142,86.5071428571427
2020-06-15,"United States","Florida",1758,1774.57142857143,32.2857142857143,113.142857142857,-0.714285714285715,305.464285714285,91.6392857142855
2020-06-16,"United States","Florida",2783,2015.57142857143,32.5714285714286,241,0.285714285714285,307.392857142858,92.2178571428573
2020-06-17,"United States","Florida",2610,2192.57142857143,31,177,-1.57142857142857,317.357142857142,95.2071428571427
2020-06-18,"United States","Florida",3207,2408.14285714286,30.4285714285714,215.571428571429,-0.571428571428573,338.678571428573,101.603571428572
2020-06-19,"United States","Florida",3822,2682.42857142857,32.4285714285714,274.285714285714,2,385.5,115.65
2020-06-20,"United States","Florida",4049,2892.14285714286,31.2857142857143,209.714285714286,-1.14285714285715,415.357142857142,124.607142857143
2020-06-21,"United States","Florida",3494,3103.28571428571,32.8571428571429,211.142857142857,1.57142857142857,443.642857142858,133.092857142857
2020-06-22,"United States","Florida",2926,3270.14285714286,33.5714285714286,166.857142857143,0.714285714285715,503.892857142858,151.167857142857
2020-06-23,"United States","Florida",3286,3342,35,71.8571428571427,1.42857142857143,548.142857142857,164.442857142857
2020-06-24,"United States","Florida",5511,3756.42857142857,37.5714285714286,414.428571428572,2.57142857142857,602.035714285715,180.610714285714
2020-06-25,"United States","Florida",5004,4013.14285714286,38,256.714285714286,0.428571428571431,670.607142857143,201.182142857143
2020-06-26,"United States","Florida",8942,4744.57142857143,37.4285714285714,731.428571428571,-0.571428571428569,723.035714285715,216.910714285715
2020-06-27,"United States","Florida",9585,5535.42857142857,35.1428571428571,790.857142857143,-2.28571428571428,775.821428571428,232.746428571428
2020-06-28,"United States","Florida",8530,6254.85714285714,36.8571428571429,719.428571428572,1.71428571428571,817.535714285715,245.260714285714
2020-06-29,"United States","Florida",5266,6589.14285714286,39.1428571428571,334.285714285714,2.28571428571429,835.5,250.65
2020-06-30,"United States","Florida",6093,6990.14285714286,38.1428571428571,401,-1,939.107142857143,281.732142857143
2020-07-01,"United States","Florida",6563,7140.42857142857,38.4285714285714,150.285714285715,0.285714285714285,1003.28571428572,300.985714285714
2020-07-02,"United States","Florida",10109,7869.71428571429,41.4285714285714,729.285714285714,3,1186.14285714286,355.842857142857
2020-07-03,"United States","Florida",9488,7947.71428571429,45.4285714285714,78,4,1383.85714285714,415.157142857143
2020-07-04,"United States","Florida",11458,8215.28571428571,44.5714285714286,267.571428571428,-0.857142857142861,1563.71428571429,469.114285714286
2020-07-05,"United States","Florida",10059,8433.71428571429,44.5714285714286,218.428571428572,0,1647.28571428571,494.185714285714
2020-07-06,"United States","Florida",6336,8586.57142857143,47.2857142857143,152.857142857143,2.71428571428572,1747.53571428571,524.260714285714
2020-07-07,"United States","Florida",7347,8765.71428571429,48,179.142857142857,0.714285714285715,1785.10714285714,535.532142857143
2020-07-08,"United States","Florida",9989,9255.14285714286,48.4285714285714,489.428571428571,0.428571428571431,1967.42857142857,590.228571428572
2020-07-09,"United States","Florida",8935,9087.42857142857,56,-167.714285714286,7.57142857142857,1986.92857142857,596.078571428572
2020-07-10,"United States","Florida",11433,9365.28571428571,59.7142857142857,277.857142857143,3.71428571428572,2053.82142857143,616.146428571428
2020-07-11,"United States","Florida",10360,9208.42857142857,70.7142857142857,-156.857142857143,11,2108.42857142857,632.528571428572
2020-07-12,"United States","Florida",15300,9957.14285714286,73,748.714285714286,2.28571428571429,2146.64285714286,643.992857142857
2020-07-13,"United States","Florida",12624,10855.4285714286,71.2857142857143,898.285714285714,-1.71428571428571,2191.42857142857,657.428571428572
