"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","rt_avgcases7days","rt_lower_avgcases7days","rt_upper_avgcases7days","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_total_tests","owid_new_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_year_week","hosp_date","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_hosp_weekly_admission","hosp_icu_weekly_admission","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1298,35,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,59,2,35,1.71428571428571,-31,2,4.57142857142857,0.285714285714286,2759631,"LT",1.0124001317472,0.714285714285714,1.28571428571429,"LTU","Europe","Lithuania","2020-04-19",1298,59,35,35,2,1.714,476.804,21.673,12.857,12.857,0.735,0.63,0.92,NA,NA,NA,NA,NA,NA,38.971,14.315,59486,2768,21.851,1.017,3355,1.232,0.01,95.9,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/19","LT",2759631,59,2,1298,35,3948.46072935068,3735.1442560337,4173.95984265938,257.189533465735,1911.60575193797,1911.60575193797,0.0014307930043367,0.00135349409251951,0.0015125065063624,9.31970736180796e-05,0.000692703391119308,0.000692703391119308,"2020/04/19","LT",2759631,59,2,1298,35,3333.33333333333,72.463768115942,652.173913043478,1231.88405797101,0.000470352739188681,1.26828550628689e-05,0.00120789095836847,2.62584990949667e-05,0.0002363264918547,0.000446394484614434,"2020-W16","2020-04-19","LT","Lithuania",NA,1.43154495194304,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-19",-58,-32,30,-49,-25,8
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1326,37,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,28,2,37.7142857142857,1.85714285714286,-31,0,2.71428571428572,0.142857142857143,2759631,"LT",0.818734368105353,0.556818181818182,1.08712121212121,"LTU","Europe","Lithuania","2020-04-20",1326,28,37.714,37,2,1.857,487.09,10.285,13.854,13.591,0.735,0.682,0.89,NA,NA,NA,NA,NA,NA,NA,NA,62637,3151,23.009,1.157,3697,1.358,0.01,98,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/04/20","LT",2794184,264,12,1325,36,1326,36,1326,1326,0.000474557151569116,9.44819668282404e-05,0.000474557151569116,0.000474557151569116,"2020/04/20","LT",2759631,28,2,1326,37,4101.54700554657,3891.37444690948,4323.07095300699,153.086276195886,2064.69202813385,2064.69202813385,0.00148626646299689,0.00141010680301442,0.00156653949495675,5.54734586601926e-05,0.000748176849779501,0.000748176849779501,"2020/04/20","LT",2759631,28,2,1326,37,3333.33333333333,0,579.710144927536,1159.42028985507,0.000480499023238977,1.340758963789e-05,0.00120789095836847,0,0.000210067992759734,0.000420135985519467,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-20",-51,-25,39,-54,-50,19
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1350,38,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,24,1,40,1.28571428571429,-4,-1,2.28571428571428,-0.571428571428571,2759631,"LT",0.646202108023863,0.425,0.875,"LTU","Europe","Lithuania","2020-04-21",1350,24,40,38,1,1.286,495.906,8.816,14.694,13.959,0.367,0.472,0.87,NA,NA,NA,NA,NA,NA,NA,NA,68181,5544,25.045,2.037,4258,1.564,0.009,106.4,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/21","LT",2759631,24,1,1350,38,4122.7053132048,3916.56144100994,4339.69933972088,21.1583076582328,1845.69420201559,2085.85033579209,0.00149393354155132,0.00141923374574714,0.00157256507834594,7.66707855442733e-06,0.00066881920155832,0.000755843928333928,"2020/04/21","LT",2759631,24,1,1350,38,3333.33333333333,0,579.710144927536,1014.49275362319,0.000489195838139229,1.37699569254005e-05,0.00120789095836847,0,0.000210067992759734,0.000367618987329534,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-21",-50,-20,70,-50,-49,17
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1370,38,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,20,0,39.8571428571429,1.14285714285714,-4,-1,-0.142857142857146,-0.142857142857143,2759631,"LT",0.529850426104472,0.326164874551971,0.727598566308244,"LTU","Europe","Lithuania","2020-04-22",1370,20,39.857,38,0,1.143,503.253,7.347,14.641,13.959,0,0.42,0.84,NA,NA,NA,NA,NA,NA,NA,NA,74862,6681,27.5,2.454,4782,1.757,0.008,120,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/22","LT",2759631,20,0,1370,38,4024.74843802548,3823.19228551839,4236.93049673335,0,1056.49150646276,2085.85033579209,0.00145843717439958,0.00138539981813452,0.00153532501147195,0,0.000382837961474836,0.000755843928333928,"2020/04/22","LT",2759631,20,0,1370,38,3333.33333333333,0,434.782608695652,942.028985507246,0.00049644318388944,1.37699569254005e-05,0.00120789095836847,0,0.0001575509945698,0.000341360488234567,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-22",-49,-19,89,-49,-49,16
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1398,40,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,28,2,38.5714285714286,1.14285714285714,8,2,-1.28571428571428,0,2759631,"LT",0.480989760491466,0.285185185185185,0.674074074074074,"LTU","Europe","Lithuania","2020-04-23",1398,28,38.571,40,2,1.143,513.538,10.285,14.169,14.694,0.735,0.42,0.82,NA,NA,NA,NA,NA,NA,NA,NA,82216,7354,30.201,2.701,5224,1.919,0.007,135.4,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/23","LT",2759631,28,2,1398,40,4165.72083094524,3967.01619635953,4374.37842005684,0,1056.49150646276,2085.85033579209,0.00150952095803578,0.00143751689858519,0.00158513164262064,0,0.000382837961474836,0.000755843928333928,"2020/04/23","LT",2759631,28,2,1398,40,3478.26086956522,144.927536231884,579.710144927536,1086.95652173913,0.000506589467939735,1.44946915004216e-05,0.0012604079565584,5.25169981899334e-05,0.000210067992759734,0.0003938774864245,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-23",-48,-18,69,-47,-49,16
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1410,40,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,12,0,37.2857142857143,1,-16,-2,-1.28571428571428,-0.142857142857143,2759631,"LT",0.482551128554433,0.268199233716475,0.670498084291188,"LTU","Europe","Lithuania","2020-04-24",1410,12,37.286,40,0,1,517.946,4.408,13.696,14.694,0,0.367,0.81,NA,NA,NA,NA,NA,NA,NA,NA,89645,7429,32.93,2.729,5533,2.032,0.007,148.4,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/24","LT",2759631,12,0,1410,40,4056.63786448439,3862.87374585934,4260.12131025722,0,1056.49150646276,2085.85033579209,0.00146999285936576,0.00139977908128273,0.00154372860366376,0,0.000382837961474836,0.000755843928333928,"2020/04/24","LT",2759631,12,0,1410,40,3550.72463768116,72.463768115942,579.710144927536,1014.49275362319,0.000510937875389862,1.44946915004216e-05,0.00128666645565337,2.62584990949667e-05,0.000210067992759734,0.000367618987329534,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-24",-48,-13,67,-47,-47,16
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1426,41,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,16,1,26.7142857142857,1.14285714285714,4,1,-10.5714285714286,0.142857142857143,2759631,"LT",0.513437846466149,0.262032085561497,0.748663101604278,"LTU","Europe","Lithuania","2020-04-25",1426,16,26.714,41,1,1.143,523.824,5.877,9.813,15.061,0.367,0.42,0.79,NA,NA,NA,NA,NA,NA,NA,NA,96431,6786,35.423,2.493,5673,2.084,0.005,212.4,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/25","LT",2759631,16,1,1426,41,4068.93770054074,3878.97285929658,4268.20568522466,0,1056.49150646276,2085.85033579209,0.00147444991759432,0.00140561287335031,0.00154665811669193,0,0.000382837961474836,0.000755843928333928,"2020/04/25","LT",2759631,16,1,1426,41,3550.72463768116,0,579.710144927536,869.565217391304,0.000516735751990031,1.48570587879322e-05,0.00128666645565337,0,0.000210067992759734,0.0003151019891396,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-25",-49,-16,46,-37,-21,5
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1438,41,81.48,81.48,90.48,90.48,70,70,69.23,69.23,75,75,12,0,20,0.857142857142857,-4,-1,-6.71428571428572,-0.285714285714286,2759631,"LT",0.556790596967633,0.25,0.85,"LTU","Europe","Lithuania","2020-04-26",1438,12,20,41,0,0.857,528.232,4.408,7.347,15.061,0,0.315,0.78,NA,NA,NA,NA,NA,NA,27.28,10.021,99644,3213,36.603,1.18,5737,2.107,0.003,286.9,"tests performed",NA,NA,NA,NA,NA,81.48,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/26","LT",2759631,12,0,1438,41,3979.43376396414,3793.42809459847,4174.55997237085,0,1056.49150646276,2085.85033579209,0.00144201661887554,0.00137461424900592,0.0015127239737381,0,0.000382837961474836,0.000755843928333928,"2020/04/26","LT",2759631,12,0,1438,41,3550.72463768116,0,579.710144927536,797.101449275362,0.000521084159440157,1.48570587879322e-05,0.00128666645565337,0,0.000210067992759734,0.000288843490044634,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-26",-47,-20,56,-39,-17,4
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-27,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1449,41,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,11,0,17.5714285714286,0.571428571428571,-1,0,-2.42857142857143,-0.285714285714286,2759631,"LT",0.600067656478201,0.284552845528455,0.910569105691057,"LTU","Europe","Lithuania","2020-04-27",1449,11,17.571,41,0,0.571,532.272,4.041,6.455,15.061,0,0.21,0.77,NA,NA,NA,NA,NA,NA,NA,NA,102417,2773,37.622,1.019,5683,2.088,0.003,323.4,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/04/27","LT",2794184,112,5,1437,41,1438,41,1438,1438,0.000514640410223521,4.0083258654405e-05,0.000514640410223521,0.000514640410223521,"2020/04/27","LT",2759631,11,0,1449,41,3897.90804276829,3715.52876586704,4089.23953151852,0,773.684351365436,1845.69420201559,0.00141247436442346,0.00134638608055463,0.00148180663701724,0,0.000280357899793645,0.00066881920155832,"2020/04/27","LT",2759631,11,0,1449,41,3623.1884057971,72.463768115942,434.782608695652,869.565217391304,0.000525070199602773,1.48570587879322e-05,0.00131292495474833,2.62584990949667e-05,0.0001575509945698,0.0003151019891396,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-27",-40,-16,75,-45,-45,15
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-28,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1344,44,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,0,3,14.1428571428571,0.857142857142857,-11,3,-3.42857142857143,0.285714285714286,2759631,"LT",0.635129926409889,0.282828282828283,0.98989898989899,"LTU","Europe","Lithuania","2020-04-28",1344,-105,-0.857,44,3,0.857,493.702,-38.57,-0.315,16.163,1.102,0.315,0.76,NA,NA,NA,NA,NA,NA,NA,NA,108279,5862,39.775,2.153,5728,2.104,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/28","LT",2759631,-105,3,1344,44,3780.09183188823,3614.81887460554,3952.92122598186,0,588.655976100656,1056.49150646276,0.00136978162366209,0.00130989211043272,0.00143240934240189,0,0.000213309669336464,0.000382837961474836,"2020/04/28","LT",2759631,0,3,1449,44,3623.1884057971,0,362.31884057971,724.63768115942,0.000525070199602773,1.59441606504638e-05,0.00131292495474833,0,0.000131292495474833,0.000262584990949667,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-28",-40,-13,64,-45,-45,14
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-29,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1375,45,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,31,1,15.7142857142857,1,31,-2,1.57142857142857,0.142857142857143,2759631,"LT",0.654595932319707,0.318181818181818,1.01818181818182,"LTU","Europe","Lithuania","2020-04-29",1375,31,0.714,45,1,1,505.089,11.387,0.262,16.53,0.367,0.367,0.76,NA,NA,NA,NA,NA,NA,NA,NA,115200,6921,42.317,2.542,5763,2.117,0,8071.4,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/29","LT",2759631,31,1,1375,45,3867.40380902638,3701.83815717196,4040.37442671403,0,562.797570936152,1056.49150646276,0.00140142062798482,0.00134142505181742,0.00146409952153532,0,0.000203939429197654,0.000382837961474836,"2020/04/29","LT",2759631,31,1,1480,45,3623.1884057971,0,362.31884057971,724.63768115942,0.0005363035855156,1.63065279379743e-05,0.00131292495474833,0,0.000131292495474833,0.000262584990949667,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-29",-39,-11,52,-44,-45,16
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-04-30,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1385,45,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,10,0,13.1428571428571,0.714285714285714,-21,-1,-2.57142857142857,-0.285714285714286,2759631,"LT",0.654848948929709,0.228260869565217,1.06521739130435,"LTU","Europe","Lithuania","2020-04-30",1385,10,-1.857,45,0,0.714,508.763,3.673,-0.682,16.53,0,0.262,0.75,NA,NA,NA,NA,NA,NA,NA,NA,122839,7639,45.123,2.806,5803,2.132,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/30","LT",2759631,10,0,1385,45,3827.02053581813,3663.07346795484,3998.30533285778,0,431.434117319854,1056.49150646276,0.00138678705081155,0.00132737799653462,0.0014488550581066,0,0.0001563376108327,0.000382837961474836,"2020/04/30","LT",2759631,10,0,1490,45,3913.04347826087,289.855072463768,652.173913043478,942.028985507246,0.000539927258390705,1.63065279379743e-05,0.0014179589511282,0.000105033996379867,0.0002363264918547,0.000341360488234567,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-04-30",-30,1,84,-35,-44,12
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-05-01,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1399,45,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,14,0,13.4285714285714,0.714285714285714,4,0,0.285714285714286,0,2759631,"LT",0.637098442193638,0.223404255319149,0.968085106382979,"LTU","Europe","Lithuania","2020-05-01",1399,14,-1.571,45,0,0.714,513.905,5.143,-0.577,16.53,0,0.262,0.75,NA,NA,NA,NA,NA,NA,NA,NA,129919,7080,47.724,2.601,5753,2.113,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/01","LT",2759631,14,0,1399,45,3808.6847205348,3645.43216742386,3979.2481753093,0,174.244583854119,1056.49150646276,0.00138014275116303,0.00132098536631305,0.0014419493676181,0,6.314053721462e-05,0.000382837961474836,"2020/05/01","LT",2759631,14,0,1504,45,3913.04347826087,0,579.710144927536,942.028985507246,0.000545000400415853,1.63065279379743e-05,0.0014179589511282,0,0.000210067992759733,0.000341360488234567,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-05-01",-49,-15,136,-47,-76,18
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-05-02,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1406,46,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,7,1,12.1428571428571,0.714285714285714,-7,1,-1.28571428571429,0,2759631,"LT",0.620906010258473,0.247058823529412,0.988235294117647,"LTU","Europe","Lithuania","2020-05-02",1406,7,-2.857,46,1,0.714,516.477,2.571,-1.05,16.898,0.367,0.262,0.75,NA,NA,NA,NA,NA,NA,NA,NA,132631,2712,48.72,0.996,5171,1.9,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/02","LT",2759631,7,1,1406,46,3861.57753612259,3699.47936092916,4030.77828328291,0,21.1583076582328,1056.49150646276,0.00139930937727638,0.00134057030122113,0.00146062219306962,0,7.66707855442733e-06,0.000382837961474836,"2020/05/02","LT",2759631,7,1,1511,46,3913.04347826087,0,579.710144927536,942.028985507246,0.000547536971428426,1.66688952254849e-05,0.0014179589511282,0,0.000210067992759733,0.000341360488234567,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-05-02",-43,-9,35,-36,-21,5
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-05-03,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1410,46,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,4,0,11,0.714285714285714,-3,-1,-1.14285714285714,0,2759631,"LT",0.647068776858991,0.181818181818182,1,"LTU","Europe","Lithuania","2020-05-03",1410,4,-4,46,0,0.714,517.946,1.469,-1.469,16.898,0,0.262,0.75,NA,NA,NA,NA,NA,NA,14.614,5.368,135009,2378,49.594,0.874,5052,1.856,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/03","LT",2759631,4,0,1410,46,3825.79463650066,3665.12630481621,3993.50619416408,0,0,773.684351365436,0.00138634282500112,0.00132812187745978,0.00144711600723578,0,0,0.000280357899793645,"2020/05/03","LT",2759631,4,0,1515,46,3985.50724637681,72.463768115942,652.173913043478,797.101449275362,0.000548986440578469,1.66688952254849e-05,0.00144421745022317,2.62584990949667e-05,0.0002363264918547,0.000288843490044634,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-05-03",-35,4,80,-23,-6,-2
"Lithuania","LTU",NA,NA,"NAT_TOTAL",2020-05-04,3,1,2,1,2,1,4,1,1,1,1,1,1,1,4,2,1,1,0,0,2,1,2,2,0,0,0,NA,0,NA,NA,1419,46,77.78,77.78,86.9,86.9,67.78,67.78,66.67,66.67,75,75,9,0,10.7142857142857,0.714285714285714,5,0,-0.285714285714286,0,2759631,"LT",0.746599972180099,0.28,1.21333333333333,"LTU","Europe","Lithuania","2020-05-04",1419,9,-4.286,46,0,0.714,521.252,3.306,-1.574,16.898,0,0.262,0.75,NA,NA,NA,NA,NA,NA,NA,NA,139036,4027,51.073,1.479,5231,1.922,NA,NA,"tests performed",NA,NA,NA,NA,NA,77.78,2722291,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38,NA,6.56,75.93,0.858,"2020/05/04","LT",2794184,-28,5,1396,46,1410,46,1410,1410,0.00050461959555992,1.00208146636013e-05,0.00050461959555992,0.00050461959555992,"2020/05/04","LT",2759631,9,0,1419,46,3806.83885368529,3646.90108315339,3973.79082335763,0,0,588.655976100656,0.00137947386939967,0.00132151765332155,0.00143997180179438,0,0,0.000213309669336464,"2020/05/04","LT",2759631,9,0,1524,46,4057.97101449275,72.463768115942,724.63768115942,797.101449275362,0.000552247746166063,1.66688952254849e-05,0.00147047594931813,2.62584990949667e-05,0.000262584990949667,0.000288843490044634,NA,NA,NA,NA,NA,NA,NA,"LT","Lithuania",NA,NA,NA,NA,NA,"2020-05-04",-38,-17,81,-44,-42,14
