"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","rt_avgcases7days","rt_lower_avgcases7days","rt_upper_avgcases7days","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_total_tests","owid_new_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdapi_date","umdapi_iso_code","umdapi_country","umdapi_sample_size","umdapi_percent_cli","umdapi_cli_se","umdapi_percent_cli_unw","umdapi_cli_se_unw","umdapi_percent_ili","umdapi_ili_se","umdapi_percent_ili_unw","umdapi_ili_se_unw","umdapi_percent_mc","umdapi_mc_se","umdapi_percent_mc_unw","umdapi_mc_se_unw","umdapi_percent_dc","umdapi_dc_se","umdapi_percent_dc_unw","umdapi_dc_se_unw","umdapi_percent_hf","umdapi_hf_se","umdapi_percent_hf_unw","umdapi_hf_se_unw","umdapi_percent_cli_smooth","umdapi_percent_cli_smooth_low","umdapi_percent_cli_smooth_high","umdapi_percent_cli_unw_smooth","umdapi_percent_cli_unw_smooth_low","umdapi_percent_cli_unw_smooth_high","umdapi_percent_ili_smooth","umdapi_percent_ili_smooth_low","umdapi_percent_ili_smooth_high","umdapi_percent_ili_unw_smooth","umdapi_percent_ili_unw_smooth_low","umdapi_percent_ili_unw_smooth_high","umdapi_percent_mc_smooth","umdapi_percent_mc_smooth_low","umdapi_percent_mc_smooth_high","umdapi_percent_mc_unw_smooth","umdapi_percent_mc_unw_smooth_low","umdapi_percent_mc_unw_smooth_high","umdapi_percent_dc_smooth","umdapi_percent_dc_smooth_low","umdapi_percent_dc_smooth_high","umdapi_percent_dc_unw_smooth","umdapi_percent_dc_unw_smooth_low","umdapi_percent_dc_unw_smooth_high","umdapi_percent_hf_smooth","umdapi_percent_hf_smooth_low","umdapi_percent_hf_smooth_high","umdapi_percent_hf_unw_smooth","umdapi_percent_hf_unw_smooth_low","umdapi_percent_hf_unw_smooth_high","umdapi_population","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-24,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,441,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.32594905640792,0,0,"TWN","Asia","Taiwan","2020-05-24",441,0,0.143,7,0,0,18.516,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,70883,183,2.976,0.008,213,0.009,0.001,1489.5,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/24","TW",23568378,0,0,440,7,518.501021322309,392.921813199599,684.215790727069,0,0,0,2.19998602077032e-05,1.66715678609533e-05,2.90310937276663e-05,0,0,0,"2020/05/24","TW",23568378,0,0,440,7,507.246376811594,0,0,0,1.8669082785417e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-24","TWN","Taiwan",3124,0.00074,0.000816,0.00064,0.000453,0.000982,0.000939,0.00096,0.000554,0.883618,0.005922,0.887949,0.006021,0.361045,0.009139,0.412677,0.008916,0.223993,0.008068,0.236016,0.007922,0.00149656591184124,0.00107955680562881,0.00191357501805368,0.00154608424616176,0.00122980392923382,0.00186236456308969,0.0016146886300709,0.00113820676629506,0.00209117049384673,0.00152353851222038,0.00103347125649359,0.00201360576794717,0.899426219757862,0.878529550990325,0.920322888525398,0.897397142952504,0.881720531027231,0.913073754877778,0.399841595213449,0.388751591984696,0.410931598442201,0.431551849453818,0.422522258857377,0.440581440050259,0.236379484989709,0.230747289728801,0.242011680250618,0.24889517688065,0.241418686162586,0.256371667598714,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-24",0,10,19,-17,-5,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-25,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,441,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.29034762022354,0,0,"TWN","Asia","Taiwan","2020-05-25",441,0,0.143,7,0,0,18.516,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,71105,222,2.986,0.009,207,0.009,0.001,1447.6,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/25","TW",23568378,0,0,440,7,517.778012941013,392.369765404464,683.268932326593,0,0,0,2.1969183154692e-05,1.66481446200695e-05,2.89909187779742e-05,0,0,0,"2020/05/25","TW",23568378,0,0,440,7,507.246376811594,0,0,0,1.8669082785417e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-25","TWN","Taiwan",2932,0.001293,0.001044,0.001364,0.000682,0.001809,0.001235,0.002046,0.000835,0.864755,0.006324,0.87718,0.006589,0.427954,0.009498,0.450273,0.009445,0.251207,0.008476,0.251431,0.008473,0.00149557246309846,0.00108106265226155,0.00191008227393538,0.00154376199172307,0.00122816105608719,0.00185936292735894,0.00160884336121098,0.00113338125630324,0.00208430546611871,0.00154540692489998,0.00105078363428443,0.00204003021551552,0.890095984411037,0.869029002849938,0.911162965972135,0.889395578965698,0.873546225631658,0.905244932299738,0.401585513329771,0.39036534824606,0.412805678413482,0.433415794114547,0.424279193102013,0.442552395127082,0.234851114116652,0.229226147276281,0.240476080957023,0.247990212170722,0.240289946472309,0.255690477869134,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-25",-7,9,-6,-16,4,3
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-26,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,441,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.39528360111315,0,0,"TWN","Asia","Taiwan","2020-05-26",441,0,0.143,7,0,0,18.516,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,71404,299,2.998,0.013,218,0.009,0.001,1524.5,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/26","TW",23568378,0,0,440,7,517.096595912263,391.849265827374,682.376905669249,0,0,0,2.19402708116894e-05,1.6626059961673e-05,2.89530703245361e-05,0,0,0,"2020/05/26","TW",23568378,0,0,440,7,507.246376811594,0,0,0,1.8669082785417e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-26","TWN","Taiwan",3036,0.000427,0.000607,0.000988,0.00057,0.000812,0.000836,0.001647,0.000736,0.888422,0.006036,0.887391,0.006012,0.418563,0.009367,0.435605,0.00932,0.227016,0.008313,0.24656,0.00808,0.00149492010193012,0.00108253122677177,0.00190730897708847,0.00154200012125043,0.00122685145988196,0.0018571487826189,0.00160379086683562,0.00112901533534772,0.00207856639832352,0.00157045642415552,0.0010692772504599,0.00207163559785114,0.880665667621139,0.858912868544318,0.902418466697959,0.881293784050517,0.864893250834099,0.897694317266934,0.403467369034934,0.391907117508955,0.415027620560913,0.435411813394614,0.425974911721614,0.444848715067615,0.23336516746118,0.227747408883358,0.238982926039001,0.246950302003617,0.239114274235264,0.25478632977197,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-26",-14,1,-15,-19,8,3
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-27,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,441,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.56049029163331,0,0,"TWN","Asia","Taiwan","2020-05-27",441,0,0.143,7,0,0,18.516,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,71587,183,3.006,0.008,211,0.009,0.001,1475.5,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/27","TW",23568378,0,0,440,7,516.46069152448,391.367385518242,681.537746270663,0,0,0,2.19132895579187e-05,1.66056139085279e-05,2.89174650148034e-05,0,0,0,"2020/05/27","TW",23568378,0,0,440,7,507.246376811594,0,0,0,1.8669082785417e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-27","TWN","Taiwan",3097,0.000788,0.00085,0.000969,0.000559,0.000906,0.000911,0.001292,0.000645,0.863506,0.006481,0.863929,0.006489,0.42839,0.009286,0.447891,0.00924,0.224284,0.008211,0.244898,0.007964,0.00149461111209327,0.00108400880429665,0.00190521341988988,0.00154079741138038,0.00122591884759563,0.00185567597516512,0.00159951874893947,0.0011251629039525,0.00207387459392644,0.00159848072683265,0.00108928424074618,0.00210767721291913,0.8715454981173,0.848829310188137,0.894261686046463,0.873376579359217,0.856227453584075,0.89052570513436,0.405483930692706,0.393456600947611,0.417511260437801,0.437537510076975,0.42768287322804,0.447392146925911,0.2319222727263,0.226314739574821,0.23752980587778,0.245736642872922,0.23790549935359,0.253567786392254,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-27",-20,-5,-26,-19,6,4
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-28,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,441,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.67448789966194,0,0,"TWN","Asia","Taiwan","2020-05-28",441,0,0.143,7,0,0,18.516,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,71757,170,3.013,0.007,202,0.008,0.001,1412.6,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/28","TW",23568378,0,0,440,7,515.870496992899,390.916047463789,680.766040161992,0,0,0,2.18882477611696e-05,1.65864637551124e-05,2.88847217301925e-05,0,0,0,"2020/05/28","TW",23568378,0,0,440,7,507.246376811594,0,0,0,1.8669082785417e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-28","TWN","Taiwan",2918,0.000653,0.00078,0.000343,0.000343,0.000942,0.000937,0.000685,0.000484,0.873643,0.006384,0.875514,0.006425,0.399604,0.009521,0.438926,0.009397,0.239813,0.008487,0.250671,0.008361,0.00149464801046439,0.00108554674526997,0.0019037492756588,0.00154015324445866,0.00122541383349255,0.00185489265542477,0.00159601580758561,0.00112188765078943,0.00207014396438179,0.00162926697141185,0.00111142140757212,0.00214711253525159,0.863128950365702,0.839456637349866,0.886801263381539,0.865918677714022,0.848037967436414,0.883799387991631,0.407632003174586,0.395122182306815,0.420141824042357,0.439790524286144,0.429502692513674,0.450078356058614,0.230522811835179,0.224929450959808,0.236116172710549,0.244341361252866,0.236659636451772,0.252023086053959,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-28",-20,-9,-38,-22,4,1
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-29,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,442,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,1,0,0.142857142857143,0,1,0,0,0,23568378,"TW",1.61950887582311,0,0,"TWN","Asia","Taiwan","2020-05-29",442,1,0.143,7,0,0,18.558,0.042,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,71913,156,3.019,0.007,198,0.008,0.001,1384.6,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/29","TW",23568378,1,0,441,7,516.495389296392,391.389577992858,681.590676308964,0,0,0,2.19147617751375e-05,1.66065555293138e-05,2.89197108222281e-05,0,0,0,"2020/05/29","TW",23568378,1,0,441,7,507.246376811594,0,0,0,1.87115125190202e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-29","TWN","Taiwan",2919,0.000656,0.000747,0.001028,0.000593,0.00032,0.000522,0.000685,0.000484,0.872384,0.006336,0.879349,0.00649,0.431794,0.009597,0.462222,0.009534,0.244785,0.008518,0.248544,0.008475,0.00149503355308928,0.00108719912261771,0.00190286798356084,0.00154006760867252,0.00122539057866004,0.00185474463868499,0.00159327200171282,0.00111925798659112,0.00206728601683451,0.00166259050653981,0.00113650840652962,0.00218867260655,0.855795054925855,0.831439213085665,0.880150896766045,0.85918570255648,0.840790008949575,0.877581396163385,0.409908414076115,0.397017841418269,0.422798986733962,0.442168523784026,0.431538084625458,0.452798962942594,0.22916685657596,0.223590136156335,0.234743576995585,0.242796082739883,0.235355030939176,0.250237134540589,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-29",-9,3,-17,-11,3,3
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-30,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,442,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,-1,0,0,0,23568378,"TW",1.37560212353978,0,0,"TWN","Asia","Taiwan","2020-05-30",442,0,0.143,7,0,0,18.558,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,72087,174,3.027,0.007,198,0.008,0.001,1384.6,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/30","TW",23568378,0,0,441,7,515.9706580578,390.987869488046,680.905318942992,0,0,0,2.18924975684708e-05,1.65895111444685e-05,2.8890631291767e-05,0,0,0,"2020/05/30","TW",23568378,0,0,441,7,507.246376811594,0,0,0,1.87115125190202e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-30","TWN","Taiwan",3037,0.004798,0.002058,0.001976,0.000806,0.001298,0.001072,0.001646,0.000736,0.856695,0.006704,0.854815,0.006668,0.388869,0.009357,0.440696,0.009188,0.232429,0.008174,0.237075,0.008118,0.00149577074005868,0.00108901943946481,0.00190252204065256,0.00154054109583525,0.00122590218910216,0.00185518000256835,0.00159127840830354,0.00111734024494315,0.00206521657166393,0.00169820996703588,0.00116544511377691,0.00223097482029486,0.84991229309716,0.825359994127194,0.874464592067127,0.853435952089748,0.834903121255071,0.871968782924424,0.4123099920927,0.399246827837016,0.425373156348384,0.444669186182055,0.433882275784659,0.45545609657945,0.227854463952804,0.222295000370664,0.233413927534945,0.241134642644782,0.233958827081077,0.248310458208487,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-30",-4,9,2,-17,2,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-05-31,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,442,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.142857142857143,0,0,0,0,0,23568378,"TW",1.03058126905324,0,0,"TWN","Asia","Taiwan","2020-05-31",442,0,0.143,7,0,0,18.558,0,0.006,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,72324,237,3.037,0.01,206,0.009,0.001,1440.6,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/05/31","TW",23568378,0,0,441,7,515.446393098749,390.590596433493,680.213467975154,0,0,0,2.18702531459207e-05,1.65726549545961e-05,2.88612762395085e-05,0,0,0,"2020/05/31","TW",23568378,0,0,441,7,507.246376811594,0,0,0,1.87115125190202e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-05-31","TWN","Taiwan",3057,0.000218,0.000424,0.000327,0.000327,0.000218,0.000424,0.000327,0.000327,0.851639,0.006708,0.853746,0.006748,0.395539,0.009318,0.419815,0.009232,0.223424,0.008247,0.242884,0.00801,0.00149686116501559,0.00109104586281841,0.00190267646721277,0.00154157109677634,0.00122697865638136,0.00185616353717131,0.00159002186833911,0.00111616677410531,0.00206387696257291,0.00173583993670032,0.00119873490633915,0.00227294496706148,0.845698163009363,0.821530073627645,0.869866252391082,0.848822005971598,0.830597970672769,0.867046041270426,0.414824432128571,0.401854854009308,0.427794010247834,0.447280970157067,0.436575982254999,0.457985958059134,0.226585698266207,0.221042396813837,0.232128999718577,0.239390225182758,0.232437089861601,0.246343360503914,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-05-31",-2,8,19,-15,-6,1
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-06-01,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,443,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,1,0,0.285714285714286,0,1,0,0.142857142857143,0,23568378,"TW",0.687946562455705,0,0,"TWN","Asia","Taiwan","2020-06-01",443,1,0.286,7,0,0,18.6,0.042,0.012,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,72510,186,3.044,0.008,201,0.008,0.001,702.8,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/06/01","TW",23568378,1,0,442,7,516.102268269541,391.087599958157,681.078999542465,0,0,0,2.18980817546944e-05,1.65937426817474e-05,2.88980005133346e-05,0,0,0,"2020/06/01","TW",23568378,1,0,442,7,507.246376811594,0,0,0,1.87539422526234e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-06-01","TWN","Taiwan",2490,0.002491,0.0017,0.003213,0.001134,0.002753,0.001787,0.003614,0.001203,0.86993,0.007244,0.86271,0.007081,0.407235,0.010332,0.440693,0.010225,0.238955,0.009429,0.268116,0.009077,0.00149830183976625,0.00109327826267324,0.00190332541685925,0.00154314449238395,0.00122859246750881,0.0018576965172591,0.00158947478603005,0.00111568694696048,0.00206326262509961,0.0017750996190914,0.00123569195052521,0.00231450728765758,0.842949637248363,0.819611382193089,0.866287892303637,0.845203513019617,0.827626014707392,0.862781011331842,0.417412428767361,0.404754936646256,0.430069920888465,0.4499650768051,0.439538945896801,0.460391207713398,0.225360631943615,0.219831118294511,0.230890145592719,0.237595230976361,0.230767510264659,0.244422951688063,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-06-01",-10,6,-10,-17,5,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-06-02,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,443,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.285714285714286,0,-1,0,0,0,23568378,"TW",0.430686614652207,0,0,"TWN","Asia","Taiwan","2020-06-02",443,0,0.286,7,0,0,18.6,0,0.012,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,72688,178,3.052,0.007,183,0.008,0.002,639.9,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/06/02","TW",23568378,0,0,442,7,515.594885577451,390.69906358275,680.416491393305,0,0,0,2.18765536422342e-05,1.65772571868438e-05,2.88698904690558e-05,0,0,0,"2020/06/02","TW",23568378,0,0,442,7,507.246376811594,0,0,0,1.87539422526234e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-06-02","TWN","Taiwan",2584,0.000392,0.000617,0.000774,0.000547,0.000592,0.000758,0.001161,0.00067,0.869963,0.007068,0.863309,0.006921,0.414847,0.010127,0.451987,0.010026,0.217805,0.008861,0.238774,0.008579,0.00150008913306048,0.00109570637334589,0.00190447189277508,0.00154524667696073,0.00123070208843933,0.00185979126548212,0.00158960776781685,0.00111583086819466,0.00206338466743904,0.00181555792349583,0.00127513270774553,0.00235598313924612,0.841397615955544,0.819117627968347,0.863677603942742,0.842393119155425,0.825629003922273,0.859157234388577,0.420028838289611,0.407812161276913,0.432245515302309,0.452676866485161,0.442647585412405,0.462706147557916,0.22417934637399,0.218660586075755,0.229698106672225,0.235781188831183,0.228953078735519,0.242609298926846,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-06-02",-10,6,-6,-17,9,2
"Taiwan","TWN",NA,NA,"NAT_TOTAL",2020-06-03,1,1,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,1,0,1,0,0,2,1,3,2,0,0,1,1,0,NA,NA,443,7,25.93,25.93,35.71,35.71,35.56,35.56,35.26,35.26,37.5,37.5,0,0,0.285714285714286,0,0,0,0,0,23568378,"TW",0.27707566483778,0,0,"TWN","Asia","Taiwan","2020-06-03",443,0,0.286,7,0,0,18.6,0,0.012,0.294,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,72876,188,3.06,0.008,184,0.008,0.002,643.4,"people tested",NA,NA,NA,NA,NA,25.93,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,"2020/06/03","TW",23568378,0,0,442,7,515.079619363068,390.308613574252,679.736508640312,0,0,0,2.18546910340231e-05,1.65606904969978e-05,2.88410389819916e-05,0,0,0,"2020/06/03","TW",23568378,0,0,442,7,507.246376811594,0,0,0,1.87539422526234e-05,2.97008135222543e-07,2.15223286393147e-05,0,0,0,"2020-06-03","TWN","Taiwan",2523,0.001202,0.001109,0.001585,0.000792,0.001202,0.001109,0.001585,0.000792,0.857522,0.007576,0.842333,0.007266,0.429186,0.010259,0.457397,0.010193,0.225751,0.009037,0.2447,0.008788,0.00150221963425838,0.00109831951835111,0.00190611975016566,0.00154786351120593,0.00123326655063043,0.00186246047178142,0.00159039230862979,0.00111653059731126,0.00206425401994832,0.00185674118393161,0.00131565747615951,0.0023978248917037,0.840780785204568,0.819535818461995,0.86202575194714,0.840208496701872,0.82422910975434,0.856187883649403,0.422627378549177,0.410871381830196,0.434383375268157,0.455370617282821,0.445759448843332,0.464981785722309,0.22304193274751,0.217530938485619,0.228552927009402,0.233978710074699,0.227030221457959,0.240927198691439,23568378,"TW","Taiwan",NA,NA,NA,NA,NA,"2020-06-03",-10,5,0,-14,8,2
