"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_total_tests","owid_new_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","hosp_date","hosp_year_week","hosp_countrycode","hosp_countryname","hosp_hosp_occupancy","hosp_icu_occupancy","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-11,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3888,101,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,2,0,8.57142857142857,0.714285714285714,-7,0,-0.285714285714286,0,61573,"LU","LUX","Europe","Luxembourg","2020-05-11",3888,2,8.571,101,0,0.714,6211.101,3.195,13.693,161.348,0,1.141,0.66,22,35.145,78,124.605,NA,NA,NA,NA,54398,1050,86.901,1.677,1052,1.681,0.008,122.7,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/05/11","LU",613894,62,5,3088,93,3886,101,3886,3886,0.00633008304365249,0.000100994634252819,0.00633008304365249,0.00633008304365249,"2020/05/11","LU",61573,2,0,3888,101,7856.7594582238,7695.37840998758,8021.52485500563,0,1870.8034672701,1870.8034672701,0.127600725289068,0.124979754275211,0.130276661117789,0,0.0303835036017427,0.0303835036017427,"2020/05/11","LU",61573,2,0,3888,103,8115.94202898551,72.463768115942,579.710144927536,869.565217391304,0.0631445601156351,0.00167281113475062,0.131810079563859,0.0011768757103916,0.0094150056831328,0.0141225085246992,"2020-05-11","2020-W20","LU","Luxembourg",78,22,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-11",-45,-18,-27,-49,-49,22
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-12,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3894,102,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,6,1,7.71428571428571,0.857142857142857,4,1,-0.857142857142857,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-12",3894,6,7.714,102,1,0.857,6220.686,9.585,12.324,162.946,1.598,1.369,0.68,22,35.145,79,126.203,NA,NA,NA,NA,55794,1396,89.131,2.23,1068,1.706,0.007,138.4,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/12","LU",61573,6,1,3894,102,7903.23499122058,7742.34918860569,8067.46399637679,0,1870.8034672701,1870.8034672701,0.128355529066646,0.125742601279874,0.131022753420765,0,0.0303835036017427,0.0303835036017427,"2020/05/12","LU",61573,6,1,3894,104,8115.94202898551,0,507.246376811594,724.63768115942,0.0632420054244555,0.00168905201955403,0.131810079563859,0,0.0082381299727412,0.011768757103916,"2020-05-12","2020-W20","LU","Luxembourg",79,22,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-12",-47,-19,7,-43,-49,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-13,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3904,103,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,10,1,7.57142857142857,0.714285714285714,4,0,-0.142857142857143,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-13",3904,10,7.571,103,1,0.714,6236.661,15.975,12.095,164.543,1.598,1.141,0.7,11,17.573,70,111.825,NA,NA,NA,NA,57001,1207,91.059,1.928,1035,1.653,0.007,136.7,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/13","LU",61573,10,1,3904,103,7960.26076473978,7799.6472776069,8124.18166967386,0,1366.00060538775,1870.8034672701,0.129281678085196,0.126673172942798,0.1319438986191,0,0.0221850584734827,0.0303835036017427,"2020/05/13","LU",61573,10,1,3904,105,8115.94202898551,0,507.246376811594,724.63768115942,0.0634044142724896,0.00170529290435743,0.131810079563859,0,0.0082381299727412,0.011768757103916,"2020-05-13","2020-W20","LU","Luxembourg",70,11,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-13",-51,-21,-7,-45,-49,21
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-14,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3915,103,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,11,0,8,0.428571428571429,1,-1,0.428571428571429,-0.285714285714286,61573,"LU","LUX","Europe","Luxembourg","2020-05-14",3915,11,8,103,0,0.429,6254.233,17.573,12.78,164.543,0,0.685,0.72,11,17.573,74,118.215,NA,NA,NA,NA,58295,1294,93.127,2.067,1031,1.647,0.008,128.9,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/14","LU",61573,11,0,3915,103,7944.35061012843,7784.03887889967,8107.96395014529,0,413.182849934648,1870.8034672701,0.129023283096949,0.126419678737428,0.131680508504463,0,0.00671045506853082,0.0303835036017427,"2020/05/14","LU",61573,11,0,3915,105,8115.94202898551,0,434.782608695652,652.173913043478,0.063583064005327,0.00170529290435743,0.131810079563859,0,0.0070612542623496,0.0105918813935244,"2020-05-14","2020-W20","LU","Luxembourg",74,11,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-14",-50,-22,-5,-45,-49,20
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-15,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3923,104,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,8,1,7.42857142857143,0.571428571428571,-3,1,-0.571428571428571,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-15",3923,8,7.429,104,1,0.571,6267.013,12.78,11.867,166.141,1.598,0.913,0.73,15,23.963,65,103.838,NA,NA,NA,NA,59572,1277,95.167,2.04,1025,1.637,0.007,138,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/15","LU",61573,8,1,3923,104,8001.20977865933,7841.16603134708,8164.52013210532,0,138.482263531706,1870.8034672701,0.129946726303076,0.127347474239473,0.132599030940596,0,0.00224907448933308,0.0303835036017427,"2020/05/15","LU",61573,8,1,3923,106,8115.94202898551,0,434.782608695652,652.173913043478,0.0637129910837542,0.00172153378916083,0.131810079563859,0,0.0070612542623496,0.0105918813935244,"2020-05-15","2020-W20","LU","Luxembourg",65,15,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-15",-51,-17,19,-45,-48,22
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-16,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3930,104,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,7,0,7.57142857142857,0.428571428571429,-1,-1,0.142857142857142,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-16",3930,7,7.571,104,0,0.429,6278.196,11.183,12.095,166.141,0,0.685,0.74,13,20.768,55,87.863,NA,NA,NA,NA,60590,1018,96.793,1.626,1065,1.701,0.007,140.7,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/16","LU",61573,7,0,3930,104,7980.47795236635,7820.83100579423,8143.38377865738,37.167349074567,175.649612606273,1907.97081634467,0.129610023100488,0.127017215431995,0.132255757859084,0.000603630634767951,0.00285270512410103,0.0309871342365106,"2020/05/16","LU",61573,7,0,3930,106,8115.94202898551,0,217.391304347826,652.173913043478,0.0638266772773781,0.00172153378916083,0.131810079563859,0,0.0035306271311748,0.0105918813935244,"2020-05-16","2020-W20","LU","Luxembourg",55,13,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-16",-53,-20,43,-35,-20,10
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-17,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3945,107,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,15,3,8.42857142857143,0.857142857142857,8,3,0.857142857142858,0.428571428571429,61573,"LU","LUX","Europe","Luxembourg","2020-05-17",3945,15,8.429,107,3,0.857,6302.159,23.963,13.465,170.933,4.793,1.369,0.75,8,12.78,46,73.485,NA,NA,NA,NA,60742,152,97.036,0.243,1056,1.687,0.008,125.3,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/17","LU",61573,15,3,3945,107,8207.532170581,8047.5760290323,8370.6676504953,240.656901127207,416.30651373348,2148.62771747188,0.133297584502639,0.13069975523415,0.135947049039275,0.00390848100835117,0.00676118613245221,0.0348956152448618,"2020/05/17","LU",61573,15,3,3945,109,8115.94202898551,0,217.391304347826,579.710144927536,0.0640702905494291,0.00177025644357105,0.131810079563859,0,0.0035306271311748,0.0094150056831328,"2020-05-17","2020-W20","LU","Luxembourg",46,8,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-17",-65,-33,72,-40,-25,7
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-18,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3947,107,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,2,0,8.42857142857143,0.857142857142857,-13,-3,0,0,61573,"LU","LUX","Europe","Luxembourg","2020-05-18",3947,2,8.429,107,0,0.857,6305.354,3.195,13.465,170.933,0,1.369,0.75,10,15.975,52,83.07,NA,NA,NA,NA,61754,1012,98.652,1.617,1051,1.679,0.008,124.7,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/05/18","LU",613894,59,6,1995,86,3945,107,3945,3945,0.00642619084076404,9.61077971115535e-05,0.00642619084076404,0.00642619084076404,"2020/05/18","LU",61573,2,0,3947,107,8178.54336876998,8019.13528349772,8341.12024179202,0,416.30651373348,2148.62771747188,0.132826780711838,0.1302378523622,0.135467172978286,0,0.00676118613245221,0.0348956152448618,"2020/05/18","LU",61573,2,0,3947,109,8115.94202898551,0,72.463768115942,507.246376811594,0.0641027723190359,0.00177025644357105,0.131810079563859,0,0.0011768757103916,0.0082381299727412,"2020-05-18","2020-W21","LU","Luxembourg",52,10,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-18",-43,-20,21,-43,-46,19
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-19,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3958,109,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,11,2,9.14285714285714,1,9,2,0.714285714285714,0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-19",3958,11,9.143,109,2,1,6322.926,17.573,14.606,174.128,3.195,1.598,0.76,6,9.585,49,78.278,NA,NA,NA,NA,62826,1072,100.365,1.713,1005,1.605,0.009,109.9,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/19","LU",61573,11,2,3958,109,8321.97106198113,8162.49336089941,8484.56461700819,85.4500895891069,501.756603322587,1729.27494517863,0.135156173354898,0.132566114382918,0.137796836551868,0.00138778506145724,0.00814897119390945,0.0280849551780591,"2020/05/19","LU",61573,11,2,3958,111,8115.94202898551,0,72.463768115942,507.246376811594,0.0642814220518734,0.00180273821317785,0.131810079563859,0,0.0011768757103916,0.0082381299727412,"2020-05-19","2020-W21","LU","Luxembourg",49,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-19",-43,-11,35,-40,-46,18
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-20,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,762859300,0,2,1,3,2,0,0,3,1,0,NA,NA,3971,109,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,13,0,9.57142857142857,0.857142857142857,2,-2,0.428571428571429,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-20",3971,13,9.571,109,0,0.857,6343.694,20.768,15.29,174.128,0,1.369,0.76,6,9.585,54,86.265,NA,NA,NA,NA,64343,1517,102.788,2.423,1049,1.676,0.009,109.6,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/20","LU",61573,13,0,3971,109,8317.91163192994,8158.49592209656,8480.4422993222,24.9293717598284,450.646862307004,801.386561485358,0.135090244619069,0.132501192439812,0.137729886465207,0.000404875054972609,0.00731890377774356,0.0130152268280798,"2020/05/20","LU",61573,13,0,3971,111,8115.94202898551,0,72.463768115942,434.782608695652,0.0644925535543176,0.00180273821317785,0.131810079563859,0,0.0011768757103916,0.0070612542623496,"2020-05-20","2020-W21","LU","Luxembourg",54,6,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-20",-40,6,25,-38,-47,16
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-21,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3980,109,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,9,0,9.28571428571429,0.857142857142857,-4,0,-0.285714285714285,0,61573,"LU","LUX","Europe","Luxembourg","2020-05-21",3980,9,9.286,109,0,0.857,6358.071,14.378,14.834,174.128,0,1.369,0.75,5,7.988,41,65.498,NA,NA,NA,NA,65131,788,104.047,1.259,977,1.561,0.01,105.2,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/21","LU",61573,9,0,3980,109,8306.29029884728,8147.08165334927,8468.61016795636,0,388.203711550709,526.685975082415,0.134901503887212,0.132315814615972,0.137537722182716,0,0.00630477175954898,0.00855384624888206,"2020/05/21","LU",61573,9,0,3980,111,8115.94202898551,0,72.463768115942,434.782608695652,0.0646387215175483,0.00180273821317785,0.131810079563859,0,0.0011768757103916,0.0070612542623496,"2020-05-21","2020-W21","LU","Luxembourg",41,5,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-21",-80,-80,95,-66,-86,28
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-22,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3981,109,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,1,0,8.28571428571429,0.714285714285714,-8,0,-1,-0.142857142857143,61573,"LU","LUX","Europe","Luxembourg","2020-05-22",3981,1,8.286,109,0,0.714,6359.669,1.598,13.236,174.128,0,1.141,0.74,8,12.78,45,71.888,NA,NA,NA,NA,66351,1220,105.996,1.949,968,1.546,0.009,116.8,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/22","LU",61573,1,0,3981,109,8278.6013475527,8119.90903048476,8440.39508501856,0,388.203711550709,526.685975082415,0.134451810818909,0.131874507178224,0.137079484271005,0,0.00630477175954898,0.00855384624888206,"2020/05/22","LU",61573,1,0,3981,111,8115.94202898551,0,72.463768115942,217.391304347826,0.0646549624023517,0.00180273821317785,0.131810079563859,0,0.0011768757103916,0.0035306271311748,"2020-05-22","2020-W21","LU","Luxembourg",45,8,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-22",-46,-4,34,-48,-55,23
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-23,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3990,109,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,9,0,8.57142857142857,0.714285714285714,8,0,0.285714285714285,0,61573,"LU","LUX","Europe","Luxembourg","2020-05-23",3990,9,8.571,109,0,0.714,6374.046,14.378,13.693,174.128,0,1.141,0.74,7,11.183,34,54.315,NA,NA,NA,NA,67566,1215,107.937,1.941,997,1.593,0.009,116.3,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/23","LU",61573,9,0,3990,109,8268.46540482811,8109.95310682912,8430.07588949796,0,388.203711550709,526.685975082415,0.134287194140745,0.131712814169021,0.136911891405291,0,0.00630477175954898,0.00855384624888206,"2020/05/23","LU",61573,9,0,3990,111,8115.94202898551,0,0,217.391304347826,0.0648011303655823,0.00180273821317785,0.131810079563859,0,0,0.0035306271311748,"2020-05-23","2020-W21","LU","Luxembourg",34,7,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-23",-52,-18,-14,-49,-23,13
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-24,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3992,110,56.48,56.48,65.48,65.48,65.56,65.56,60.26,60.26,100,100,2,1,6.71428571428571,0.428571428571429,-7,1,-1.85714285714286,-0.285714285714286,61573,"LU","LUX","Europe","Luxembourg","2020-05-24",3992,2,6.714,110,1,0.429,6377.241,3.195,10.726,175.726,1.598,0.685,0.73,4,6.39,32,51.12,NA,NA,NA,NA,67660,94,108.087,0.15,988,1.578,0.007,147.2,"tests performed",NA,NA,NA,NA,NA,56.48,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/24","LU",61573,2,1,3992,110,8320.68240873902,8162.48901442701,8481.9416754779,0,388.203711550709,526.685975082415,0.135135244486041,0.13256604379236,0.137754237660629,0,0.00630477175954898,0.00855384624888206,"2020/05/24","LU",61573,2,1,3992,112,8115.94202898551,0,0,72.4637681159421,0.0648336121351891,0.00181897909798126,0.131810079563859,0,0,0.0011768757103916,"2020-05-24","2020-W21","LU","Luxembourg",32,4,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-24",-69,-34,38,-46,-23,7
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-25,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3993,110,47.22,47.22,59.05,59.05,60,60,53.85,53.85,100,100,1,0,6.57142857142857,0.428571428571429,-1,-1,-0.142857142857143,0,61573,"LU","LUX","Europe","Luxembourg","2020-05-25",3993,1,6.571,110,0,0.429,6378.839,1.598,10.498,175.726,0,0.685,0.73,5,7.988,35,55.913,NA,NA,NA,NA,68606,946,109.598,1.511,979,1.564,0.007,149,"tests performed",NA,NA,NA,NA,NA,47.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,"2020/05/25","LU",613894,47,3,1188,74,3992,110,3991,3992,0.00650275128931053,7.65604485464917e-05,0.00650112234359678,0.00650275128931053,"2020/05/25","LU",61573,1,0,3993,110,8296.24649033177,8138.50462414748,8457.04573591146,0,388.203711550709,526.685975082415,0.134738383550124,0.132176516072751,0.137349905574058,0,0.00630477175954898,0.00855384624888206,"2020/05/25","LU",61573,1,0,3993,112,8115.94202898551,0,0,72.4637681159421,0.0648498530199925,0.00181897909798126,0.131810079563859,0,0,0.0011768757103916,"2020-05-25","2020-W22","LU","Luxembourg",35,5,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-25",-39,-17,18,-36,-40,17
"Luxembourg","LUX",NA,NA,"NAT_TOTAL",2020-05-26,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,3,2,0,0,3,1,0,NA,NA,3995,110,47.22,47.22,59.05,59.05,60,60,53.85,53.85,100,100,2,0,5.28571428571429,0.142857142857143,1,0,-1.28571428571429,-0.285714285714286,61573,"LU","LUX","Europe","Luxembourg","2020-05-26",3995,2,5.286,110,0,0.143,6382.034,3.195,8.444,175.726,0,0.228,0.74,4,6.39,42,67.095,NA,NA,NA,NA,69935,1329,111.722,2.123,1016,1.623,0.005,192.2,"tests performed",NA,NA,NA,NA,NA,47.22,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/05/26","LU",61573,2,0,3995,110,8275.44590122727,8118.08659467631,8435.8554279341,0,388.203711550709,450.646862307004,0.134400563578635,0.131844909208197,0.137005756223249,0,0.00630477175954898,0.00731890377774356,"2020/05/26","LU",61573,2,0,3995,112,8115.94202898551,0,0,72.4637681159421,0.0648823347895993,0.00181897909798126,0.131810079563859,0,0,0.0011768757103916,"2020-05-26","2020-W22","LU","Luxembourg",42,4,"LU","Luxembourg",NA,NA,NA,NA,NA,"2020-05-26",-39,-15,38,-35,-37,15
