"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","W_date","W_country","W_region","W_population","W_p_cases","W_p_cases_recent","W_p_cases_fatalities","W_p_cases_stillsick","W_p_cases_smooth","W_p_cases_smooth_low","W_p_cases_smooth_high","W_p_cases_fatalities_smooth","W_p_cases_fatalities_smooth_low","W_p_cases_fatalities_smooth_high","cmu_date","cmu_iso2","cmu_raw_cli","cmu_smoothed_cli","cmu_raw_ili","cmu_smoothed_ili","cmu_raw_wcli","cmu_smoothed_wcli","cmu_raw_wili","cmu_smoothed_wili","cmu_raw_hh_cmnty_cli","cmu_smoothed_hh_cmnty_cli","cmu_raw_nohh_cmnty_cli","cmu_smoothed_nohh_cmnty_cli","cmu_smoothed_wearing_mask","cmu_smoothed_others_masked","cmu_smoothed_travel_outside_state_5d","cmu_smoothed_work_outside_home_1d","cmu_smoothed_shop_1d","cmu_smoothed_restaurant_1d","cmu_smoothed_spent_time_1d","cmu_smoothed_large_event_1d","cmu_smoothed_public_transit_1d","cmu_smoothed_tested_14d","cmu_smoothed_tested_positive_14d","cmu_smoothed_wanted_test_14d","cmu_smoothed_anxious_5d","cmu_smoothed_depressed_5d","cmu_smoothed_felt_isolated_5d","cmu_smoothed_worried_become_ill","cmu_smoothed_worried_finances","gmob_country_region_code","gmob_country_region","gmob_sub_region_1","gmob_sub_region_2","gmob_metro_area","gmob_iso_3166_2_code","gmob_census_fips_code","gmob_date","gmob_retail_and_recreation_percent_change_from_baseline","gmob_grocery_and_pharmacy_percent_change_from_baseline","gmob_parks_percent_change_from_baseline","gmob_transit_stations_percent_change_from_baseline","gmob_workplaces_percent_change_from_baseline","gmob_residential_percent_change_from_baseline"
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-24,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,5922,116,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,147,1,166.142857142857,2.57142857142857,-16,-1,-4.85714285714286,0.142857142857143,2915918,"US_AR","2020/05/24","US",329064917,147,1,5922,116,11795.6169070308,11581.4701920029,12013.7232933956,47.9187204061272,2482.10944727913,3060.09590328151,3.58458659603352e-05,3.5195092499037e-05,3.65086725224967e-05,1.45620872753589e-07,7.54291727573963e-06,9.29936843823893e-06,"2020/05/24","US_AR",2915918,147,1,5922,116,11159.4202898551,144.927536231884,2681.15942028985,3768.11594202899,0.00203092130848673,3.97816399500946e-05,0.00382706931054134,4.97021988381992e-05,0.000919490678506684,0.00129225716979318,"2020-05-24","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999650547268773,0.00999601271081625,0.00999699823455921,"2020-05-24","US_AR",0.7490929,0.4670788,0.8111724,0.5182387,0.9454643,0.5577935,1.0187767,0.5438047,17.0379809,15.2821856,12.0083135,11.2252834,NA,NA,10.3785218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-24",-6,14,127,-10,-19,2
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-25,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,6029,117,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,107,1,173.714285714286,2.42857142857143,-40,0,7.57142857142858,-0.142857142857143,2915918,"US_AR","2020/05/25","US",329064917,107,1,6029,117,11750.2548265366,11538.4377179616,11965.9603720545,0,2370.40415564778,3060.09590328151,3.57080144965337e-05,3.50643205090187e-05,3.63635251097111e-05,0,7.20345449541734e-06,9.29936843823893e-06,"2020/05/25","US_AR",2915918,107,1,6029,117,11159.4202898551,0,2536.23188405797,3405.79710144928,0.00206761644188897,4.01245851220782e-05,0.00382706931054134,0,0.000869788479668485,0.00116800167269768,"2020-05-25","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999652394174153,0.00999603358765028,0.00999701429583278,"2020-05-25","US_AR",0.3293014,0.4363076,0.4586606,0.5066059,0.3232735,0.5055379,0.4365602,0.5076128,15.1759052,15.0685623,11.5599855,11.0923882,NA,NA,11.0004231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-25",-16,-3,80,-21,-67,18
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-26,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,6180,119,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,151,2,179.571428571429,2.42857142857143,44,1,5.85714285714286,0,2915918,"US_AR","2020/05/26","US",329064917,151,2,6180,119,11886.0519820547,11674.9163461472,12101.0059114239,45.0729945297098,2277.3518541362,3105.16889781122,3.61206903805389e-05,3.54790673298886e-05,3.67739168968412e-05,1.36972956402125e-07,6.92067654886527e-06,9.43634139464105e-06,"2020/05/26","US_AR",2915918,151,2,6180,119,11231.884057971,72.463768115942,2536.23188405797,3260.86956521739,0.00211940116285849,4.08104754660453e-05,0.00385192040996044,2.48510994190996e-05,0.000869788479668485,0.00111829947385948,"2020-05-26","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999654241082945,0.00999605446391,0.0099970303577489,"2020-05-26","US_AR",0.8432755,0.5025299,0.8432755,0.5673793,1.0236428,0.6048214,1.0236428,0.6042564,15.932429,15.3214172,12.6156314,11.4552691,NA,NA,11.2928934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-26",-6,8,55,-14,-29,9
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-27,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,6277,120,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,97,1,182,1.85714285714286,-54,-1,2.42857142857142,-0.571428571428571,2915918,"US_AR","2020/05/27","US",329064917,97,1,6277,120,11819.3139769455,11610.8101130218,12031.5620982334,0,2277.3518541362,3105.16889781122,3.59178793190691e-05,3.52842539972799e-05,3.65628831171736e-05,0,6.92067654886527e-06,9.43634139464105e-06,"2020/05/27","US_AR",2915918,97,1,6277,120,11666.6666666667,434.782608695652,2608.69565217391,3478.26086956522,0.0021526668445409,4.11534206380289e-05,0.00400102700647503,0.000149106596514597,0.000894639579087585,0.00119285277211678,"2020-05-27","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999656087995148,0.00999607533958622,0.00999704642031674,"2020-05-27","US_AR",0.3181435,0.5004198,0.3364727,0.5649997,0.3857002,0.6252083,0.3857002,0.6228097,14.7540987,15.1488954,10.8312161,11.2831256,NA,NA,12.1755739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-27",-3,8,74,-8,-28,8
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-28,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,6538,125,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,261,5,154.285714285714,2.14285714285714,164,4,-27.7142857142857,0.285714285714286,2915918,"US_AR","2020/05/28","US",329064917,261,5,6538,125,12460.3463372493,12248.3861633279,12675.9745140186,598.280511073677,2875.63236520987,3703.4494088849,3.78659215660152e-05,3.72217928152087e-05,3.85211970622155e-05,1.81812305160953e-06,8.7387996004748e-06,1.12544644462506e-05,"2020/05/28","US_AR",2915918,261,5,6538,125,11956.5217391304,289.85507246377,2391.30434782609,3623.1884057971,0.00224217553442861,4.28681464979468e-05,0.00410043140415143,9.94043976763989e-05,0.000820086280830287,0.00124255497095498,"2020-05-28","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999657934910764,0.00999609621466959,0.00999706248354569,"2020-05-28","US_AR",0.6379098,0.5053895,0.5554221,0.5306936,0.7215905,0.6308457,0.476643,0.5768891,16.3845854,15.3284993,13.0293825,11.5277842,NA,NA,12.4996465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-28",-4,8,71,-8,-28,9
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-29,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,6777,132,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,239,7,166.428571428571,2.71428571428571,-22,2,12.1428571428571,0.571428571428572,2915918,"US_AR","2020/05/29","US",329064917,239,7,6777,132,13260.6842896952,13045.8045628234,13479.1033381011,821.713877060933,3682.87569474887,4255.7548026529,4.02980798153428e-05,3.96450787940527e-05,4.09618365305747e-05,2.49711784699592e-06,1.1191942697279e-05,1.29328730678783e-05,"2020/05/29","US_AR",2915918,239,7,6777,132,12391.3043478261,434.782608695652,2753.6231884058,3985.50724637681,0.00232413943053268,4.52687627018318e-05,0.00424953800066603,0.000149106596514597,0.000944341777925785,0.00136681046805048,"2020-05-29","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999659781829792,0.00999611708915054,0.0099970785474453,"2020-05-29","US_AR",0.5830073,0.5350435,0.5830073,0.5562818,0.9193788,0.7088658,0.9193788,0.6509663,19.2531847,15.9641144,14.6423986,12.0180114,NA,NA,12.8739443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-29",-5,7,127,-2,-27,8
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-30,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,7013,133,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,236,1,176.857142857143,2.57142857142857,-3,-6,10.4285714285714,-0.142857142857143,2915918,"US_AR","2020/05/30","US",329064917,236,1,7013,133,13440.2559228249,13223.7939741492,13660.2611643949,179.57163312973,3733.4284220226,4126.74846307318,4.08437825744423e-05,4.01859733170801e-05,4.15123595943682e-05,5.45702759099445e-07,1.13455680905133e-05,1.25408338898467e-05,"2020/05/30","US_AR",2915918,236,1,7013,133,12753.6231884058,362.31884057971,3115.94202898551,4275.36231884058,0.00240507449112081,4.56117078738154e-05,0.00437379349776153,0.000124255497095498,0.00106859727502128,0.00146621486572688,"2020-05-30","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999661628752233,0.00999613796301934,0.00999709461202532,"2020-05-30","US_AR",0.7694092,0.5960361,0.8335266,0.6229246,1.3149459,0.8047738,1.4888714,0.821618,18.0038087,16.5425478,12.3176425,12.3622772,NA,NA,13.2047572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-30",-10,10,109,3,-5,2
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-05-31,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,7253,133,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,240,0,190.142857142857,2.42857142857143,4,-1,13.2857142857143,-0.142857142857143,2915918,"US_AR","2020/05/31","US",329064917,240,0,7253,133,13504.7451012451,13287.0974505434,13725.9579022764,64.4891784202264,3637.79760978965,4079.53234986206,4.10397596448883e-05,4.0378347140979e-05,4.17120063342287e-05,1.95977070446031e-07,1.10549542714991e-05,1.23973481799704e-05,"2020/05/31","US_AR",2915918,240,0,7253,133,12826.0869565217,72.463768115942,3188.40579710145,4202.89855072464,0.00248738133239686,4.56117078738154e-05,0.00439864459718063,2.48510994190996e-05,0.00109344837444038,0.00144136376630778,"2020-05-31","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999663475678086,0.00999615883626604,0.00999711067729568,"2020-05-31","US_AR",0.4014728,0.5498808,0.3951338,0.567671,0.3993835,0.7275099,0.4005529,0.7341531,17.0624813,16.5436868,11.8723639,12.3459497,NA,NA,13.6935668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-05-31",-4,13,114,1,-10,2
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-01,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,7443,133,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,190,0,202,2.28571428571429,-50,0,11.8571428571429,-0.142857142857143,2915918,"US_AR","2020/06/01","US",329064917,190,0,7443,133,13456.2578481743,13239.245872576,13676.8269899441,0,3253.05380424165,3941.40705382076,4.08924110502316e-05,4.02329303083257e-05,4.15627017143979e-05,0,9.88575091474019e-06,1.19775972770162e-05,"2020/06/01","US_AR",2915918,190,0,7443,133,12971.0144927536,144.927536231884,3115.94202898551,4275.36231884058,0.00255254091507374,4.56117078738154e-05,0.00444834679601883,4.97021988381992e-05,0.00106859727502128,0.00146621486572688,"2020-06-01","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999665322607352,0.00999617970888051,0.00999712674326653,"2020-06-01","US_AR",0.7502355,0.6138145,0.6359864,0.594746,0.6704758,0.7768486,0.5947236,0.756543,17.1090672,16.840903,13.505776,12.6392838,NA,NA,13.8030326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-01",2,10,71,-2,-28,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-02,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,7818,136,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,375,3,234,2.42857142857143,185,3,32,0.142857142857143,2915918,"US_AR","2020/06/02","US",329064917,375,3,7818,136,14028.1213121149,13806.2253759011,14253.5835964917,474.888957799008,2768.29068968969,4416.29601161977,4.26302549661193e-05,4.19559322876741e-05,4.33154154701084e-05,1.44314672657434e-06,8.41259747446638e-06,1.34207440035905e-05,"2020/06/02","US_AR",2915918,375,3,7818,136,13188.4057971014,217.391304347826,2898.55072463768,4130.4347826087,0.00268114535456758,4.66405433897661e-05,0.00452290009427612,7.45532982572987e-05,0.000994043976763984,0.00141651266688868,"2020-06-02","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.0099966716954003,0.0099962005808524,0.00999714280994819,"2020-06-02","US_AR",0.89368,0.6214577,0.9395098,0.6091326,0.8581006,0.7541494,0.8791307,0.7368816,19.5375922,17.3648857,13.881401,12.8234783,NA,NA,13.4218587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-02",1,10,113,-2,-28,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-03,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,8067,142,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,249,6,255.714285714286,3.14285714285714,-126,3,21.7142857142857,0.714285714285714,2915918,"US_AR","2020/06/03","US",329064917,249,6,8067,142,14661.9378843292,14438.6522478762,14888.6765075701,682.303825285064,3123.14662708507,5098.59983690484,4.45563690532503e-05,4.38778231952212e-05,4.52454082413473e-05,2.07346268178769e-06,9.49097416873848e-06,1.54942066853782e-05,"2020/06/03","US_AR",2915918,249,6,8067,142,13623.1884057971,434.782608695652,2681.15942028986,4057.97101449275,0.00276653870239149,4.86982144216675e-05,0.00467200669079072,0.000149106596514597,0.000919490678506685,0.00139166156746958,"2020-06-03","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999669016476119,0.00999622145217116,0.00999715887735121,"2020-06-03","US_AR",0.9130432,0.7087927,0.8716353,0.6876943,0.8655309,0.8231916,0.8258123,0.8001833,18.9961808,17.9959075,14.9301087,13.4234551,NA,NA,12.8937597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-03",4,13,101,-2,-27,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-04,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,8425,151,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,358,9,269.571428571429,3.71428571428571,109,3,13.8571428571428,0.571428571428572,2915918,"US_AR","2020/06/04","US",329064917,358,9,8425,151,15783.2919143384,15555.5554700333,16014.3624657518,1121.35403000926,4035.59372771374,6205.48331939216,4.79640675713189e-05,4.72719960907692e-05,4.86662711168077e-05,3.40769851806858e-06,1.22638224837373e-05,1.88579304532551e-05,"2020/06/04","US_AR",2915918,358,9,8425,151,14275.3623188406,652.173913043478,3260.86956521739,4637.68115942029,0.00288931307396161,5.17847209695197e-05,0.00489566658556262,0.000223659894771896,0.00111829947385948,0.00159047036282237,"2020-06-04","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999670863415621,0.00999624232282604,0.00999717494548638,"2020-06-04","US_AR",0.847022,0.7406467,0.847022,0.7323259,0.9626659,0.857652,0.9848293,0.8726468,17.19945,18.1299679,12.3797697,13.3289664,NA,NA,13.1514401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-04",-1,12,99,-3,-28,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-05,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,8651,152,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,226,1,267.714285714286,2.85714285714286,-132,-8,-1.85714285714283,-0.857142857142857,2915918,"US_AR","2020/06/05","US",329064917,226,1,8651,152,15800.78146411,15573.9587684351,16030.9076573758,17.4895497715061,4005.16455707912,6093.95396330767,4.80172168098672e-05,4.73279221328693e-05,4.87165505321121e-05,5.31492385482894e-08,1.2171350849532e-05,1.85190023259382e-05,"2020/06/05","US_AR",2915918,226,1,8651,152,15072.4637681159,797.101449275362,3913.04347826087,5434.78260869565,0.0029668186828299,5.21276661415033e-05,0.00516902867917271,0.000273362093610095,0.00134195936863138,0.00186383245643247,"2020-06-05","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999672710358536,0.00999626319280605,0.00999719101436468,"2020-06-05","US_AR",0.6711361,0.7540744,0.6711361,0.7456452,0.8100306,0.8419333,0.8100306,0.8569342,16.7128022,17.7855617,13.4115107,13.15174,NA,NA,13.2072569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-05",-4,10,127,-3,-29,7
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-06,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,9101,154,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,450,2,298.285714285714,3,224,1,30.5714285714286,0.142857142857143,2915918,"US_AR","2020/06/06","US",329064917,450,2,9101,154,16301.1329729038,16069.6508623302,16535.9495658489,500.351508793863,4505.51606587298,6434.18548144835,4.9537742040437e-05,4.88342878020333e-05,5.02513294841725e-05,1.52052523056982e-06,1.36918760801018e-05,1.95529366670478e-05,"2020/06/06","US_AR",2915918,450,2,9101,154,15507.2463768116,434.782608695652,4347.82608695652,5869.5652173913,0.00312114401022251,5.28135564854704e-05,0.00531813527568731,0.000149106596514597,0.00149106596514598,0.00201293905294707,"2020-06-06","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999674557304863,0.00999628406209996,0.0099972070839973,"2020-06-06","US_AR",0.5383044,0.7291221,0.581027,0.7158836,1.0409563,0.8734817,1.0740127,0.8663652,18.2349669,17.8019568,13.0000482,13.2550176,NA,NA,13.1722771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-06",-9,12,106,4,-8,2
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-07,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,9426,154,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,325,0,310.428571428571,3,-125,-2,12.1428571428572,0,2915918,"US_AR","2020/06/07","US",329064917,325,0,9426,154,16332.454806621,16100.3627413291,16567.8925559598,31.3218337172293,4491.7649050605,6080.76350961759,4.9632926401027e-05,4.89276185626591e-05,5.03484014856553e-05,9.5184360589948e-08,1.36500874842896e-05,1.84789176708789e-05,"2020/06/07","US_AR",2915918,325,0,9426,154,16231.884057971,724.63768115942,5000,6376.8115942029,0.00323260119111717,5.28135564854704e-05,0.00556664626987831,0.000248510994190996,0.00171472585991787,0.00218689674888076,"2020-06-07","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999676404254603,0.00999630493069635,0.0099972231543957,"2020-06-07","US_AR",0.4370586,0.7330356,0.5296109,0.7342345,0.3733747,0.8702011,0.4725441,0.8769267,17.838037,17.9121776,13.6785511,13.5131179,NA,NA,12.5907713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-07",-4,13,109,2,-12,2
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-08,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,9740,155,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,314,1,328.142857142857,3.14285714285714,-11,1,17.7142857142857,0.142857142857143,2915918,"US_AR","2020/06/08","US",329064917,314,1,9740,155,16418.0250113857,16185.8810862886,16653.498430977,85.5702047646846,4577.33510982518,5206.6816420313,4.98929668986431e-05,4.91875014627847e-05,5.06085503821028e-05,2.60040497616112e-07,1.39101279819057e-05,1.58226580016468e-05,"2020/06/08","US_AR",2915918,314,1,9740,155,16304.347826087,72.463768115942,4637.68115942029,6014.49275362319,0.00334028597512001,5.3156501657454e-05,0.00559149736929741,2.48510994190996e-05,0.00159047036282237,0.00206264125178527,"2020-06-08","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999678251207754,0.00999632579858354,0.00999723922557154,"2020-06-08","US_AR",0.6406147,0.7163282,0.5607873,0.7235735,0.7566796,0.8821022,0.6410284,0.8829386,19.0967809,18.2177419,13.9054264,13.5732335,NA,NA,12.0175052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-08",-10,-1,14,-9,-29,10
"United States","USA","Arkansas","US_AR","STATE_TOTAL",2020-06-09,3,1,2,1,1,1,3,1,1,0,1,1,2,1,3,2,0,1,0,0,2,1,3,1,0,0,1,1,NA,NA,NA,10080,161,69.44,69.44,80.48,80.48,61.67,61.67,61.54,61.54,62.5,62.5,340,6,323.142857142857,3.57142857142857,26,5,-5,0.428571428571429,2915918,"US_AR","2020/06/09","US",329064917,340,6,10080,161,17049.8701711671,16816.5473691247,17286.4302328418,631.845159781395,4610.8997585329,5511.07891392301,5.18130900328312e-05,5.11040420912593e-05,5.25319757281868e-05,1.92012313418812e-06,1.40121280644843e-05,1.67476951483194e-05,"2020/06/09","US_AR",2915918,340,6,10080,161,16449.2753623188,144.927536231884,4492.7536231884,5507.24637681159,0.00345688733359443,5.52141726893555e-05,0.00564119956813561,4.97021988381992e-05,0.00154076816398417,0.00188868355585157,"2020-06-09","US","USAR",3017825,0,NA,NA,NA,0.0200000000000002,0.0200000000000002,0.0200000000000002,0.00999680098164317,0.00999634666574959,0.00999725529753676,"2020-06-09","US_AR",0.3985047,0.6472187,0.4358645,0.6519205,0.4968444,0.8304272,0.515979,0.8309693,19.2183837,18.1278098,14.7775212,13.6744012,NA,NA,12.3476125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US","United States","Arkansas",NA,NA,"US_AR",NA,"2020-06-09",0,10,86,-3,-28,8
