"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","owid_iso_code","owid_continent","owid_location","owid_date","owid_total_cases","owid_new_cases","owid_new_cases_smoothed","owid_total_deaths","owid_new_deaths","owid_new_deaths_smoothed","owid_total_cases_per_million","owid_new_cases_per_million","owid_new_cases_smoothed_per_million","owid_total_deaths_per_million","owid_new_deaths_per_million","owid_new_deaths_smoothed_per_million","owid_reproduction_rate","owid_icu_patients","owid_icu_patients_per_million","owid_hosp_patients","owid_hosp_patients_per_million","owid_weekly_icu_admissions","owid_weekly_icu_admissions_per_million","owid_weekly_hosp_admissions","owid_weekly_hosp_admissions_per_million","owid_new_tests","owid_total_tests","owid_total_tests_per_thousand","owid_new_tests_per_thousand","owid_new_tests_smoothed","owid_new_tests_smoothed_per_thousand","owid_positive_rate","owid_tests_per_case","owid_tests_units","owid_total_vaccinations","owid_new_vaccinations","owid_new_vaccinations_smoothed","owid_total_vaccinations_per_hundred","owid_new_vaccinations_smoothed_per_million","owid_stringency_index","owid_population","owid_population_density","owid_median_age","owid_aged_65_older","owid_aged_70_older","owid_gdp_per_capita","owid_extreme_poverty","owid_cardiovasc_death_rate","owid_diabetes_prevalence","owid_female_smokers","owid_male_smokers","owid_handwashing_facilities","owid_hospital_beds_per_thousand","owid_life_expectancy","owid_human_development_index","conf_date","conf_countrycode2","conf_population","conf_cases","conf_deaths","conf_cases_prev_week","conf_deaths_prev_week","conf_cases_infected","conf_cum_deaths","conf_cases_contagious","conf_cases_active","conf_p_cases_infected","conf_p_cases","conf_p_cases_contagious","conf_p_cases_active","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active","umdchl_date","umdchl_total_responses","umdchl_pct_cli","umdchl_pct_ili","umdchl_pct_fever","umdchl_pct_cough","umdchl_pct_difficulty_breathing","umdchl_pct_fatigue","umdchl_pct_stuffy_runny_nose","umdchl_pct_aches_muscle_pain","umdchl_pct_sore_throat","umdchl_pct_chest_pain","umdchl_pct_nausea","umdchl_pct_anosmia_ageusia","umdchl_pct_eye_pain","umdchl_pct_headache","umdchl_pct_cmnty_sick","umdchl_pct_ever_tested","umdchl_pct_tested_recently","umdchl_pct_worked_outside_home","umdchl_pct_grocery_outside_home","umdchl_pct_ate_outside_home","umdchl_pct_spent_time_with_non_hh","umdchl_pct_attended_public_event","umdchl_pct_used_public_transit","umdchl_pct_direct_contact_with_non_hh","umdchl_pct_wear_mask_all_time","umdchl_pct_wear_mask_most_time","umdchl_pct_wear_mask_half_time","umdchl_pct_wear_mask_some_time","umdchl_pct_wear_mask_none_time","umdchl_pct_no_public","umdchl_pct_feel_nervous_all_time","umdchl_pct_feel_nervous_most_time","umdchl_pct_feel_nervous_some_time","umdchl_pct_feel_nervous_little_time","umdchl_pct_feel_nervous_none_time","umdchl_pct_feel_depressed_all_time","umdchl_pct_feel_depressed_most_time","umdchl_pct_feel_depressed_some_time","umdchl_pct_feel_depressed_little_time","umdchl_pct_feel_depressed_none_time","umdchl_pct_worried_ill_covid19_very","umdchl_pct_worried_ill_covid19_somewhat","umdchl_pct_worried_ill_covid19_nottooworried","umdchl_pct_worried_ill_covid19_notworried","umdchl_pct_enough_toeat_very_worried","umdchl_pct_enough_toeat_somewhat_worried","umdchl_pct_enough_toeat_nottoo_worried","umdchl_pct_enough_toeat_not_worried","umdchl_pct_chills","umdchl_pct_finances_very_worried","umdchl_pct_finances_somewhat_worried","umdchl_pct_finances_nottoo_worried","umdchl_pct_finances_not_worried","umdchl_population"
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-03-30,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,NA,0,2,1,1,1,0,0,0,NA,0,NA,NA,81,8,77.78,77.78,88.1,88.1,55.56,55.56,60.26,60.26,25,25,16,2,6.42857142857143,1,16,2,1.42857142857143,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-03-30",81,16,6.429,8,2,1,0.904,0.179,0.072,0.089,0.022,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,"2020/03/30","CD",86790568,55,6,81,8,81,8,81,81,9.33281137185322e-07,6.33709414138181e-07,9.33281137185322e-07,9.33281137185322e-07,"2020/03/30","CD",86790568,16,2,81,8,1873.0342125931,1582.60179120569,2216.76556986045,562.714180637744,1873.0342125931,1873.0342125931,2.15810802458753e-05,1.82347209803454e-05,2.5541549282872e-05,6.48358679525802e-06,2.15810802458753e-05,2.15810802458753e-05,"2020/03/30","CD",86790568,16,2,81,8,1449.27536231884,0,869.565217391304,1304.34782608696,9.33281137185322e-07,9.21759147837355e-08,1.66985352869086e-05,0,1.00191211721452e-05,1.50286817582177e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-03-31,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,6e+06,0,0,NA,0,NA,NA,98,8,77.78,77.78,88.1,88.1,55.56,55.56,60.26,60.26,25,25,17,0,7.57142857142857,0.857142857142857,1,-2,1.14285714285714,-0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-03-31",98,17,7.571,8,0,0.857,1.094,0.19,0.085,0.089,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/03/31","CD",86790568,17,0,98,8,1969.51480754281,1646.22359626829,2356.29509012226,96.4805949497045,1969.51480754281,1969.51480754281,2.26927286331714e-05,1.8967770740575e-05,2.71492069290554e-05,1.11164838729601e-06,2.26927286331714e-05,2.26927286331714e-05,"2020/03/31","CD",86790568,17,0,98,8,1449.27536231884,0,797.101449275362,1231.88405797101,1.12915495610076e-06,9.21759147837355e-08,1.66985352869086e-05,0,9.18419440779973e-06,1.41937549938723e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-01,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,NA,0,1,1,0,NA,NA,109,9,77.78,77.78,88.1,88.1,57.22,57.22,62.18,62.18,25,25,11,1,8.71428571428571,1,-6,1,1.14285714285714,0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-01",109,11,8.714,9,1,1,1.217,0.123,0.097,0.1,0.011,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/01","CD",86790568,11,1,109,9,2138.41710905324,1821.74084979912,2510.14173217659,168.902301510437,2138.41710905324,2138.41710905324,2.46388191520217e-05,2.09900786661417e-05,2.8921826300026e-05,1.94609051885036e-06,2.46388191520217e-05,2.46388191520217e-05,"2020/04/01","CD",86790568,11,1,109,9,1449.27536231884,0,507.246376811594,1231.88405797101,1.2558968389284e-06,1.03697904131702e-07,1.66985352869086e-05,0,5.84448735041801e-06,1.41937549938723e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-02,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,4.7e+07,0,1,1,0,NA,NA,134,13,77.78,77.78,88.1,88.1,57.22,57.22,62.18,62.18,25,25,25,4,11.8571428571429,1.42857142857143,14,3,3.14285714285714,0.428571428571429,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-02",134,25,11.857,13,4,1.429,1.496,0.279,0.132,0.145,0.045,0.016,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/02","CD",86790568,25,4,134,13,3285.89520029619,2969.99226794552,3635.3991166443,1147.47809124295,2475.90669846351,3285.89520029619,3.78600494963484e-05,3.42202192748124e-05,4.1887029897584e-05,1.32212303443267e-05,2.85273706062565e-05,3.78600494963484e-05,"2020/04/02","CD",86790568,25,4,134,13,1521.73913043478,72.4637681159422,579.710144927536,1086.95652173913,1.54394657262757e-06,1.4978586152357e-07,1.7533462051254e-05,8.34926764345432e-07,6.67941411476344e-06,1.25239014651815e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-03,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,134,13,77.78,77.78,88.1,88.1,57.22,57.22,62.18,62.18,25,25,0,0,11.8571428571429,1.42857142857143,-25,-4,0,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-03",134,0,11.857,13,0,1.429,1.496,0,0.132,0.145,0,0.016,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/03","CD",86790568,0,0,134,13,2837.24505726291,2546.50100345608,3161.18450534185,0,2475.90669846351,3285.89520029619,3.26907073273551e-05,2.9340757436408e-05,3.64231341975069e-05,0,2.85273706062565e-05,3.78600494963484e-05,"2020/04/03","CD",86790568,0,0,134,13,1594.20289855072,72.463768115942,289.855072463768,1159.42028985507,1.54394657262757e-06,1.4978586152357e-07,1.83683888155995e-05,8.3492676434543e-07,3.33970705738172e-06,1.33588282295269e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-04,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,154,18,77.78,77.78,88.1,88.1,57.22,57.22,62.18,62.18,25,25,20,5,12.7142857142857,1.71428571428571,20,5,0.857142857142856,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-04",154,20,12.714,18,5,1.714,1.719,0.223,0.142,0.201,0.056,0.019,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/04","CD",86790568,20,5,154,18,3906.96484399078,3634.29014293523,4200.09787106641,172.419500661316,2648.32619912482,3458.3147009575,4.50160073153431e-05,4.1874252314321e-05,4.83934829308458e-05,1.98661565000146e-06,3.0513986256258e-05,3.98466651463498e-05,"2020/04/04","CD",86790568,20,5,154,18,1666.66666666667,72.463768115942,362.31884057971,1086.95652173913,1.77438635958691e-06,2.07395808263405e-07,1.92033155799449e-05,8.3492676434543e-07,4.17463382172715e-06,1.25239014651815e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-05,3,1,2,0,2,1,3,1,2,0,0,NA,2,1,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,154,18,77.78,77.78,88.1,88.1,57.22,57.22,62.18,62.18,25,25,0,0,12.7142857142857,1.71428571428571,-20,-5,0,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-05",154,0,12.714,18,0,1.714,1.719,0,0.142,0.201,0,0.019,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,77.78,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/05","CD",86790568,0,0,154,18,3411.67540238788,3157.07336325849,3686.80981149107,0,2648.32619912482,3458.3147009575,3.93092876450339e-05,3.63757656622144e-05,4.24793833759801e-05,0,3.0513986256258e-05,3.98466651463498e-05,"2020/04/05","CD",86790568,0,0,154,18,1811.59420289855,144.927536231884,507.246376811594,1231.88405797101,1.77438635958691e-06,2.07395808263405e-07,2.08731691086358e-05,1.66985352869086e-06,5.84448735041801e-06,1.41937549938723e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-06,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,161,18,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,7,0,11.4285714285714,1.42857142857143,7,0,-1.28571428571428,-0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-06",161,7,11.429,18,0,1.429,1.798,0.078,0.128,0.201,0,0.016,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,"2020/04/06","CD",86790568,73,10,154,18,154,18,154,154,1.77438635958691e-06,8.41105222401586e-07,1.77438635958691e-06,1.77438635958691e-06,"2020/04/06","CD",86790568,7,0,161,18,3145.60893728433,2899.33917730638,3412.79684135329,0,2648.32619912482,3458.3147009575,3.62436726682596e-05,3.34061551170673e-05,3.93222088528478e-05,0,3.0513986256258e-05,3.98466651463498e-05,"2020/04/06","CD",86790568,7,0,161,18,1811.59420289855,0,507.246376811594,1159.42028985507,1.85504028502268e-06,2.07395808263405e-07,2.08731691086358e-05,0,5.84448735041801e-06,1.33588282295269e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-07,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,180,18,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,19,0,11.7142857142857,1.42857142857143,12,0,0.285714285714285,0,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-07",180,19,11.714,18,0,1.429,2.01,0.212,0.131,0.201,0,0.016,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/07","CD",86790568,19,0,180,18,3143.69170306457,2888.54455733766,3421.37617327458,0,2648.32619912482,3458.3147009575,3.6221582316002e-05,3.32817796207724e-05,3.94210598238576e-05,0,3.0513986256258e-05,3.98466651463498e-05,"2020/04/07","CD",86790568,19,0,180,18,1811.59420289855,0,507.246376811594,869.565217391304,2.07395808263405e-06,2.07395808263405e-07,2.08731691086358e-05,0,5.84448735041801e-06,1.00191211721452e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-08,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,1500000,0,1,1,0,NA,NA,180,18,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,0,0,10.1428571428571,1.28571428571429,-19,0,-1.57142857142857,-0.142857142857143,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-08",180,0,10.143,18,0,1.286,2.01,0,0.113,0.201,0,0.014,1.14,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,0.001,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/08","CD",86790568,0,0,180,18,2838.25429254371,2601.33624373521,3096.74977563677,0,2648.32619912482,2648.32619912482,3.27023357255101e-05,2.99725684907975e-05,3.56807179282058e-05,0,3.0513986256258e-05,3.0513986256258e-05,"2020/04/08","CD",86790568,0,0,180,18,1811.59420289855,0,507.246376811594,869.565217391304,2.07395808263405e-06,2.07395808263405e-07,2.08731691086358e-05,0,5.84448735041801e-06,1.00191211721452e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-09,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,180,18,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,0,0,6.57142857142857,0.714285714285714,0,0,-3.57142857142857,-0.571428571428572,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-09",180,0,6.571,18,0,0.714,2.01,0,0.073,0.201,0,0.008,1.15,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,0.001,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/09","CD",86790568,0,0,180,18,2582.02565122569,2361.58807570681,2823.03951826657,0,2196.11125871696,2648.32619912482,2.97500720495998e-05,2.72101926525797e-05,3.25270312583571e-05,0,2.53035705298871e-05,3.0513986256258e-05,"2020/04/09","CD",86790568,0,0,180,18,1811.59420289855,0,362.31884057971,507.246376811594,2.07395808263405e-06,2.07395808263405e-07,2.08731691086358e-05,0,4.17463382172715e-06,5.84448735041801e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-10,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,215,20,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,35,2,11.5714285714286,1,35,2,5,0.285714285714286,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-10",215,35,11.571,20,2,1,2.401,0.391,0.129,0.223,0.022,0.011,1.15,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,0.001,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/10","CD",86790568,35,2,215,20,3149.5414843413,2907.12717370073,3412.16980506541,0,2147.99466900215,2648.32619912482,3.62889834335604e-05,3.34958883285651e-05,3.9314984147418e-05,0,2.47491716957325e-05,3.0513986256258e-05,"2020/04/10","CD",86790568,35,2,215,20,1811.59420289855,0,362.31884057971,507.246376811594,2.47722770981289e-06,2.30439786959339e-07,2.08731691086358e-05,0,4.17463382172715e-06,5.84448735041801e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Democratic Republic of Congo","COD",NA,NA,"NAT_TOTAL",2020-04-11,3,1,2,0,2,1,3,1,2,0,2,0,2,0,4,0,NA,1,0,0,2,1,1,1,0,0,1,1,0,NA,NA,223,20,80.56,80.56,83.33,83.33,58.89,58.89,64.1,64.1,25,25,8,0,9.85714285714286,0.285714285714286,-27,-2,-1.71428571428571,-0.714285714285714,86790568,"CD","COD","Africa","Democratic Republic of Congo","2020-04-11",223,8,9.857,20,0,0.286,2.49,0.089,0.11,0.223,0,0.003,1.15,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,0.001,NA,NA,NA,NA,"samples tested",NA,NA,NA,NA,NA,80.56,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020/04/11","CD",86790568,8,0,223,20,3020.44429813294,2783.84259764401,3277.15502516008,0,1585.2804883644,2648.32619912482,3.48015270292151e-05,3.20754047564709e-05,3.77593452915308e-05,0,1.82655849004745e-05,3.0513986256258e-05,"2020/04/11","CD",86790568,8,0,223,20,1811.59420289855,0,362.31884057971,507.246376811594,2.56940362459663e-06,2.30439786959339e-07,2.08731691086358e-05,0,4.17463382172715e-06,5.84448735041801e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
