"countryname","countrycode","regionname","regioncode","jurisdiction","date","c1_school.closing","c1_flag","c2_workplace.closing","c2_flag","c3_cancel.public.events","c3_flag","c4_restrictions.on.gatherings","c4_flag","c5_close.public.transport","c5_flag","c6_stay.at.home.requirements","c6_flag","c7_restrictions.on.internal.movement","c7_flag","c8_international.travel.controls","e1_income.support","e1_flag","e2_debt.contract.relief","e3_fiscal.measures","e4_international.support","h1_public.information.campaigns","h1_flag","h2_testing.policy","h3_contact.tracing","h4_emergency.investment.in.healthcare","h5_investment.in.vaccines","h6_facial.coverings","h6_flag","h7_vaccination.policy","h7_flag","m1_wildcard","confirmedcases","confirmeddeaths","stringencyindex","stringencyindexfordisplay","stringencylegacyindex","stringencylegacyindexfordisplay","governmentresponseindex","governmentresponseindexfordisplay","containmenthealthindex","containmenthealthindexfordisplay","economicsupportindex","economicsupportindexfordisplay","cases","deaths","avgcases7days","avgdeaths7days","cases_delta","deaths_delta","avgcases7days_delta","avgdeaths7days_delta","population","iso2","ccfr_date","ccfr_countrycode","ccfr_population","ccfr_cases","ccfr_deaths","ccfr_cum_cases","ccfr_cum_deaths","ccfr_cases_infected","ccfr_cases_infected_low","ccfr_cases_infected_high","ccfr_cases_daily","ccfr_cases_contagious","ccfr_cases_active","ccfr_p_cases_infected","ccfr_p_cases_infected_low","ccfr_p_cases_infected_high","ccfr_p_cases_daily","ccfr_p_cases_contagious","ccfr_p_cases_active","fatal_date","fatal_countrycode","fatal_population","fatal_cases","fatal_deaths","fatal_cum_cases","fatal_cum_deaths","fatal_cases_infected","fatal_cases_daily","fatal_cases_contagious","fatal_cases_active","fatal_p_cum_cases","fatal_p_cum_deaths","fatal_p_cases_infected","fatal_p_cases_daily","fatal_p_cases_contagious","fatal_p_cases_active"
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-06,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,9960000,0,2,1,1,1,0,0,0,NA,0,NA,NA,4647,222,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,404,2,335.142857142857,25,179,0,12,-0.571428571428573,5454000,"UK_SCO","2020/04/06","GB",66647112,404,2,4645,221,41264.9111497704,40867.7537495161,41665.9281700455,0,39217.867110714,44020.0500907336,0.000619155277872662,0.000613196168943016,0.000625172298089158,0,0.000588440608059866,0.000660494487604108,"2020/04/06","UK_SCO",5454000,404,2,4645,221,65362.3188405797,724.637681159424,43985.5072463768,58405.7971014493,0.000851668500183352,4.05207187385405e-05,0.0119842902164613,0.000132863527898684,0.00806481614345009,0.0107088003486339
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-07,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,6540000,0,0,NA,0,NA,NA,4998,296,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,351,74,336.714285714286,32.4285714285714,-53,72,1.57142857142856,7.42857142857143,5454000,"UK_SCO","2020/04/07","GB",66647112,351,74,4996,295,52834.7110787725,52436.5903702343,53235.8544876322,296.899842402629,38538.1091944219,44270.3257249996,0.0007927531965492,0.000786779633755688,0.000798772113150712,4.45480431924235e-06,0.000578241247639086,0.000664249723603921,"2020/04/07","UK_SCO",5454000,351,74,4996,295,66231.884057971,869.565217391297,39782.6086956522,57173.9130434783,0.000916024935826916,5.40887422075541e-05,0.0121437264499397,0.000159436233478419,0.00729420768163773,0.0104829323512061
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-08,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5341,366,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,343,70,330.857142857143,38.4285714285714,-8,-4,-5.85714285714289,6,5454000,"UK_SCO","2020/04/08","GB",66647112,343,70,5339,365,62750.3601666914,62350.7731562631,63152.5080078973,17097.0648789373,53142.6114136732,61138.8830133976,0.000941531572541229,0.000935536008766038,0.000947565560048533,0.000256531218921194,0.00079737305667008,0.000917352322984341,"2020/04/08","UK_SCO",5454000,343,70,5339,365,71304.347826087,5072.46376811595,38985.5072463768,58913.0434782609,0.000978914558122479,6.69233590025669e-05,0.0130737711452305,0.000930044695290787,0.00714805780094918,0.010801804818163
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-09,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5645,447,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,304,81,323.571428571429,45.8571428571429,-39,11,-7.28571428571428,7.42857142857142,5454000,"UK_SCO","2020/04/09","GB",66647112,304,81,5643,446,73250.2851306921,72848.7356326951,73654.0480095796,10499.9249640007,62214.1575859315,70904.5712551208,0.00109907665812574,0.00109305164839994,0.0011051348783062,0.000157545085584514,0.000933486173953517,0.00106388062629212,"2020/04/09","UK_SCO",5454000,304,81,5643,446,76884.0579710145,5579.71014492754,41086.9565217391,61159.4202898551,0.00103465346534653,8.17748441510818e-05,0.0140968203100503,0.00102304916481986,0.00753336203185536,0.0112136817546489
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-10,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,5974,495,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,329,48,316.428571428571,46.1428571428571,25,-33,-7.14285714285711,0.285714285714292,5454000,"UK_SCO","2020/04/10","GB",66647112,329,48,5972,494,78077.6476136865,77677.2607352215,78480.0982834198,4827.3624829944,67041.5200689259,74524.4810508946,0.00117150834103189,0.00116550077571585,0.00117754687229988,7.24316829061461e-05,0.00100591785685966,0.00111819520478089,"2020/04/10","UK_SCO",5454000,329,48,5972,494,81086.9565217391,4202.89855072464,41884.0579710145,65217.3913043478,0.0010949761642831,9.05757242390906e-05,0.0148674287718627,0.000770608461812365,0.00767951191254391,0.0119577175108815
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-11,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6159,542,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,185,47,305.857142857143,46.2857142857143,-144,-1,-10.5714285714286,0.142857142857139,5454000,"UK_SCO","2020/04/11","GB",66647112,185,47,6157,541,80632.5290616567,80241.8020619706,81025.1586555563,2554.88144797021,69362.1516132701,76346.2719945022,0.00120984280701701,0.00120398018239666,0.00121573397892404,3.83344659851159e-05,0.00104073754333526,0.00114553008680259,"2020/04/11","UK_SCO",5454000,185,47,6157,541,85724.6376811594,4637.68115942029,44782.6086956522,69710.1449275362,0.00112889622295563,9.91932526585992e-05,0.0157177553504143,0.000850326578551575,0.00821096602413865,0.0127814713838534
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-12,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6379,566,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,220,24,305.142857142857,49.4285714285714,35,-23,-0.714285714285666,3.14285714285715,5454000,"UK_SCO","2020/04/12","GB",66647112,220,24,6377,565,80260.3426838605,79879.5308393143,80642.9699829972,0,63613.5367460526,74494.0007270192,0.00120425837332397,0.00119854451966822,0.00120999946678856,0,0.00095448302015026,0.00111773786577608,"2020/04/12","UK_SCO",5454000,220,24,6377,565,89130.4347826087,3405.79710144928,47536.231884058,67753.6231884058,0.00116923359002567,0.000103593692702604,0.0163422139315381,0.000624458581123814,0.00871584743015364,0.0124227398585269
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-13,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,6738,575,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,359,9,298.714285714286,50.4285714285714,139,-15,-6.42857142857144,1,5454000,"UK_SCO","2020/04/13","GB",66647112,359,9,6736,574,79777.9461991081,79400.2138650237,80157.475527297,0,57116.1298458318,73517.3429683245,0.00119702030298189,0.00119135265553628,0.00120271491324781,0,0.000856993320968383,0.00110308370103606,"2020/04/13","UK_SCO",5454000,359,9,6736,574,90434.7826086956,1304.34782608695,45942.0289855072,63985.5072463768,0.00123505683901724,0.000105243857719105,0.0165813682817557,0.000239154350217628,0.00842354766877654,0.0117318495134538
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-14,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7084,615,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,346,40,298,45.5714285714286,-13,31,-0.714285714285722,-4.85714285714286,5454000,"UK_SCO","2020/04/14","GB",66647112,346,40,7082,614,83571.8795674489,83191.5111099503,83953.9871466623,1712.58126544734,52975.5710428266,72737.3615740858,0.00125394600095273,0.00124823880005409,0.00125967929633113,2.56962562075809e-05,0.000794866715947521,0.00109138054735344,"2020/04/14","UK_SCO",5454000,346,40,7082,614,91376.8115942029,942.028985507248,40797.1014492754,59057.9710144928,0.0012984965163183,0.000112577924459113,0.016754090868024,0.000172722586268289,0.00748021662069589,0.0108283775237427
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-15,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7415,699,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,331,84,296.285714285714,47.5714285714286,-15,44,-1.71428571428572,2,5454000,"UK_SCO","2020/04/15","GB",66647112,331,84,7413,698,93002.7629095651,92611.9141695923,93395.2611428984,10657.652582461,54463.7298728916,81966.6353648045,0.0013954507572596,0.00138958630599916,0.00140133995818001,0.00015991169403501,0.000817195647920822,0.00122986027308737,"2020/04/15","UK_SCO",5454000,331,84,7413,698,96449.2753623188,5072.46376811595,40072.463768116,60652.1739130435,0.00135918591859186,0.000127979464613128,0.0176841355633148,0.000930044695290787,0.0073473530927972,0.0111206772851198
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-16,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,7842,779,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,427,80,313.857142857143,47.4285714285714,96,-4,17.5714285714286,-0.142857142857139,5454000,"UK_SCO","2020/04/16","GB",66647112,427,80,7840,778,102851.78649957,102446.0526472,103259.127246053,9849.023590005,57495.3910542186,91815.6589548095,0.00154322945755804,0.00153714166410092,0.00154934136149895,0.000147778700298447,0.000862683908257249,0.00137763897338582,"2020/04/16","UK_SCO",5454000,427,80,7840,778,102463.768115942,6014.49275362318,41884.0579710145,63260.8695652174,0.00143747708104144,0.000142647598093143,0.0187869028448739,0.00110276728155907,0.00767951191254391,0.0115989859855551
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-17,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,8236,837,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,394,58,323.142857142857,48.8571428571429,-33,-22,9.28571428571433,1.42857142857142,5454000,"UK_SCO","2020/04/17","GB",66647112,394,58,8234,836,109156.348263608,108741.785898119,109572.491088287,6304.56176403791,63799.9528182565,97885.9708152213,0.0016378256309682,0.00163160537095919,0.0016440696048208,9.45961734101533e-05,0.000957280081667403,0.00146872036728645,"2020/04/17","UK_SCO",5454000,394,58,8234,836,106811.594202899,4347.82608695653,42173.9130434783,65869.5652173913,0.00150971763843051,0.000153281994866153,0.019584084012266,0.000797181167392103,0.00773265732370339,0.0120772946859903
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-18,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,8500,893,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,264,56,334.428571428571,50.1428571428571,-130,-2,11.2857142857143,1.28571428571429,5454000,"UK_SCO","2020/04/18","GB",66647112,264,56,8498,892,113233.015752307,112816.772380863,113650.794875401,4076.66748869939,67876.6203069559,96214.0234367033,0.00169899358508299,0.00169274810258639,0.0017052621106133,6.11679541147917e-05,0.00101844803578219,0.00144363379821624,"2020/04/18","UK_SCO",5454000,264,56,8498,892,109710.144927536,2898.55072463768,44347.8260869565,68115.9420289855,0.00155812247891456,0.000163549688302164,0.0201155381238607,0.000531454111594734,0.00813124790739944,0.0124891716224763
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-19,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,8659,903,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,159,10,325.714285714286,48.1428571428571,-105,-46,-8.71428571428572,-2,5454000,"UK_SCO","2020/04/19","GB",66647112,159,10,8657,902,110092.904340205,109688.384199543,110498.91631198,0,67579.7204645533,89716.6165364824,0.00165187809398561,0.00164580851154575,0.00165797006045784,0,0.00101399323146295,0.00134614409903436,"2020/04/19","UK_SCO",5454000,159,10,8657,902,112898.550724638,3188.40579710144,46666.6666666667,68405.7971014493,0.00158727539420609,0.000165383204987165,0.0207001376466149,0.000584599522754206,0.00855641119667522,0.0125423170336357
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-20,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,934500,0,2,1,1,1,0,0,0,NA,0,NA,NA,9435,915,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,776,12,385.285714285714,48.5714285714286,617,2,59.5714285714286,0.428571428571423,5454000,"UK_SCO","2020/04/20","GB",66647112,776,12,9433,914,115063.655645906,114641.807093693,115487.056478263,0,50482.6555856159,83863.4764680299,0.00172646124029959,0.00172013165542257,0.00173281411621052,0,0.000757462012541758,0.00125832123780592,"2020/04/20","UK_SCO",5454000,776,12,9433,914,113768.115942029,869.565217391311,42463.768115942,63188.4057971015,0.00172955628896223,0.000167583425009168,0.0208595738800933,0.000159436233478422,0.00778580273486286,0.0115856996327652
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-21,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,203682,0,0,NA,0,NA,NA,9834,985,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,399,70,392.857142857143,52.8571428571429,-377,58,7.57142857142856,4.28571428571428,5454000,"UK_SCO","2020/04/21","GB",66647112,399,70,9832,984,122471.988938264,122039.333265644,122906.178468257,7929.50166745319,47912.2322890685,82623.4843830871,0.00183761884443341,0.00183112710518716,0.0018441335982909,0.00011897742346965,0.000718894350426894,0.00123971589921386,"2020/04/21","UK_SCO",5454000,399,70,9832,984,114130.434782609,362.318840579712,37246.3768115942,57753.6231884058,0.0018027136046938,0.00018041804180418,0.0209260056440427,6.64317639493421e-05,0.00682918533399234,0.0105892231735251
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-22,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10174,1062,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,340,77,394.142857142857,51.8571428571429,-59,7,1.28571428571433,-1,5454000,"UK_SCO","2020/04/22","GB",66647112,340,77,10172,1061,129622.016525529,129180.509224131,130065.032790611,8459.49910576807,51544.3689118421,84265.6210801772,0.00194490072616393,0.00193827617352918,0.00195154791989503,0.000126929717611291,0.000773392385132039,0.00126435517686314,"2020/04/22","UK_SCO",5454000,340,77,10172,1061,117318.84057971,3188.40579710144,36231.884057971,56739.1304347826,0.00186505317198387,0.000194536120278695,0.0215106051667969,0.000584599522754206,0.00664317639493418,0.0104032142344669
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-23,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10488,1120,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,314,58,378,48.7142857142857,-26,-19,-16.1428571428572,-3.14285714285714,5454000,"UK_SCO","2020/04/23","GB",66647112,314,58,10486,1119,133804.505170877,133359.325306621,134251.171133769,4182.48864534793,53171.9761092198,88448.1097255251,0.00200765646335698,0.00200097680611609,0.00201435841861788,6.27557371930524e-05,0.000797813656339975,0.00132711091405619,"2020/04/23","UK_SCO",5454000,314,58,10486,1119,123333.333333333,6014.49275362318,37608.6956521739,58695.652173913,0.00192262559589292,0.000205170517051705,0.0226133724483559,0.00110276728155907,0.00689561709794168,0.0107619457597934
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-24,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10793,1184,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,305,64,365.285714285714,49.5714285714286,-9,6,-12.7142857142857,0.857142857142854,5454000,"UK_SCO","2020/04/24","GB",66647112,305,64,10791,1183,138427.739895882,137978.163773134,138878.780878609,4623.23472500526,57795.2108342251,93071.3444505304,0.00207702533150847,0.00207027971104186,0.00208379293132175,6.9368868151485e-05,0.00086718252449146,0.00139647978220767,"2020/04/24","UK_SCO",5454000,305,64,10791,1183,127608.695652174,4275.36231884059,38478.2608695652,62246.3768115942,0.00197854785478548,0.000216905023835717,0.0233972672629582,0.000783894814602235,0.0070550533314201,0.0114129770464969
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-25,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,10977,1231,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,184,47,353.857142857143,48.2857142857143,-121,-17,-11.4285714285714,-1.28571428571428,5454000,"UK_SCO","2020/04/25","GB",66647112,184,47,10975,1230,139486.454959767,139040.32389481,139934.017501016,1058.71506388561,58853.9258981107,93833.1596720134,0.00209291071696801,0.00208621678753027,0.00209962612485018,1.58853854595472e-05,0.000883067909951008,0.00140791036334798,"2020/04/25","UK_SCO",5454000,184,47,10975,1230,131159.420289855,3550.72463768115,40724.6376811594,64927.5362318841,0.00201228456178951,0.000225522552255226,0.0240482985496617,0.000651031286703548,0.00746693026790602,0.0119045720997221
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-26,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11149,1249,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,172,18,355.714285714286,49.4285714285714,-12,-29,1.85714285714289,1.14285714285715,5454000,"UK_SCO","2020/04/26","GB",66647112,172,18,11147,1248,137321.28925191,136883.519902912,137760.458637985,0,57141.3446326634,76736.094793076,0.002060423702259,0.00205385523536131,0.00206701317587452,0,0.000857371653743427,0.00115137914442678,"2020/04/26","UK_SCO",5454000,172,18,11147,1248,133768.115942029,2608.69565217392,42391.3043478261,62463.768115942,0.00204382104877154,0.000228822882288229,0.024526607250097,0.000478308700435262,0.00777251638207299,0.0114528361048665
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-27,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,0,NA,0,NA,NA,11579,1262,79.63,79.63,80.95,80.95,66.67,66.67,61.54,61.54,100,100,430,13,306.285714285714,49.5714285714286,258,-5,-49.4285714285714,0.142857142857139,5454000,"UK_SCO","2020/04/27","GB",66647112,430,13,11577,1261,138077.527078319,137638.04039495,138518.417069556,0,46483.6920502024,66236.1698290753,0.00207177059792658,0.00206517636345518,0.00207838588819206,0,0.000697459959708417,0.000993834058842269,"2020/04/27","UK_SCO",5454000,430,13,11577,1261,134492.753623188,724.637681159424,38043.4782608696,57608.6956521739,0.00212266226622662,0.000231206453978731,0.0246594707779957,0.000132863527898684,0.00697533521468089,0.0105626504679453
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-28,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,NA,NA,11959,1332,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,380,70,303.571428571429,49.5714285714286,-50,57,-2.71428571428572,0,5454000,"UK_SCO","2020/04/28","GB",66647112,380,70,11957,1331,144610.368333593,144160.420136209,145061.720892729,1549.81978452046,38184.4882447178,62958.6271306014,0.00216979196838406,0.00216304076516038,0.00217656424321476,2.32541176656005e-05,0.000572935377075571,0.000944656493601724,"2020/04/28","UK_SCO",5454000,380,70,11957,1331,134855.072463768,362.318840579712,32391.3043478261,53768.115942029,0.00219233590025669,0.000244041070773744,0.024725902541945,6.64317639493421e-05,0.00593899969707116,0.00985847377008232
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-29,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,NA,NA,12389,1415,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,430,83,316.428571428571,50.4285714285714,50,13,12.8571428571429,0.857142857142861,5454000,"UK_SCO","2020/04/29","GB",66647112,430,83,12387,1414,153149.524723437,152684.791933221,153615.67203938,12113.2499791493,43993.1764598293,72516.9956617805,0.00229791689583544,0.00229094385865094,0.00230491115713131,0.000181752061201832,0.00066009126486725,0.00108807408881844,"2020/04/29","UK_SCO",5454000,430,83,12387,1414,138478.260869565,3623.18840579709,31666.6666666667,52753.6231884058,0.00227117711771177,0.000259259259259259,0.0253902201814384,0.000664317639493416,0.00580613616917247,0.00967246483102416
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-04-30,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,1264000,0,2,1,1,1,0,0,1,1,0,NA,NA,12724,1475,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,335,60,319.428571428571,50.7142857142857,-95,-23,3,0.285714285714285,5454000,"UK_SCO","2020/04/30","GB",66647112,335,60,12722,1474,157944.493370925,157472.727174514,158417.67291267,4794.96864748813,44711.477618618,77311.9643092686,0.00236986252864078,0.00236278395940868,0.00237696230427314,7.19456328053364e-05,0.000670868943557794,0.00116001972162378,"2020/04/30","UK_SCO",5454000,335,60,12722,1474,142898.550724638,4420.28985507248,33188.4057971015,53768.115942029,0.00233259992665933,0.00027026035936927,0.0262006877016204,0.000810467520181973,0.00608514957775971,0.00985847377008232
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-05-01,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,2375000,0,1,1,0,NA,NA,13092,1515,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,368,40,328.428571428571,47.2857142857143,33,-20,9,-3.42857142857143,5454000,"UK_SCO","2020/05/01","GB",66647112,368,40,13090,1514,160921.115088656,160444.779689889,161398.86465255,2976.62171773068,47688.0993363487,80288.5860269993,0.00241452495478958,0.00240737782741267,0.00242169330086726,4.46624261487982e-05,0.000715531369706593,0.00120468214777257,"2020/05/01","UK_SCO",5454000,368,40,13090,1514,145362.31884058,2463.76811594202,32463.768115942,54927.5362318841,0.0024000733406674,0.000277594426109278,0.0266524236964759,0.000451735994855522,0.00595228604986103,0.0100710554147202
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-05-02,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,NA,NA,13309,1559,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,217,44,333.142857142857,46.8571428571429,-151,4,4.71428571428572,-0.428571428571431,5454000,"UK_SCO","2020/05/02","GB",66647112,217,44,13307,1558,162430.03513742,161953.904441539,162907.565617025,1508.92004876371,49197.0193851124,80084.9248103157,0.00243716539641537,0.00243002134048267,0.00244433045526452,2.26404416257934e-05,0.000738171811332386,0.00120162633319079,"2020/05/02","UK_SCO",5454000,217,44,13307,1558,148695.652173913,3333.33333333334,34927.5362318841,57318.8405797102,0.00243986065273194,0.000285661899523286,0.0272635959248099,0.000611172228333946,0.00640402204471655,0.0105095050567859
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-05-03,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,1436000,0,1,1,0,NA,NA,13498,1571,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,189,12,335.571428571429,46,-28,-32,2.42857142857139,-0.857142857142854,5454000,"UK_SCO","2020/05/03","GB",66647112,189,12,13496,1570,160351.519649616,159881.865480275,160822.553431573,0,41267.5177176592,69427.2722278547,0.00240597851636265,0.00239893163683183,0.00241304609615452,0,0.000619194387862736,0.00104171463915578,"2020/05/03","UK_SCO",5454000,189,12,13496,1570,151666.666666667,2971.0144927536,37536.231884058,55217.3913043478,0.00247451411807847,0.000287862119545288,0.0278083363891945,0.000544740464384599,0.00688233074515181,0.0101242008258797
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-05-04,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,NA,NA,13828,1576,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,330,5,321.285714285714,44.8571428571429,141,-7,-14.2857142857143,-1.14285714285715,5454000,"UK_SCO","2020/05/04","GB",66647112,330,5,13826,1575,159434.988407768,158967.589976985,159903.761089071,0,32808.0186118911,59578.2486378497,0.00239222651399761,0.00238521348047287,0.00239926016732835,0,0.000492264670251445,0.000893935938857331,"2020/05/04","UK_SCO",5454000,330,5,13826,1575,152318.84057971,652.173913043487,35000,49855.0724637681,0.00253502016868353,0.000288778877887789,0.0279279135643033,0.000119577175108817,0.00641730839750642,0.00914101071942943
"United Kingdom","GBR","Scotland","UK_SCO","STATE_TOTAL",2020-05-05,3,1,3,1,2,1,4,1,1,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,1,1,0,NA,NA,14117,1620,79.63,79.63,80.95,80.95,68.33,68.33,63.46,63.46,100,100,289,44,308.285714285714,41.1428571428571,-41,39,-13,-3.71428571428571,5454000,"UK_SCO","2020/05/05","GB",66647112,289,44,14115,1619,162139.918536038,161669.067401517,162612.140995294,0,28625.5299665432,53273.6868738118,0.00243281237056511,0.00242574753128864,0.00243989778574792,0,0.000429508933058393,0.000799339765447178,"2020/05/05","UK_SCO",5454000,289,44,14115,1619,152463.768115942,144.927536231873,29130.4347826087,45652.1739130435,0.00258800880088009,0.000296846351301797,0.027954486269883,2.65727055797347e-05,0.00534111382152708,0.00837040225761706
